CODIGO,DESCRI,AMPDES,BARRAS,FAMILIA,MODELO,TALLA,COLOR,PROMOC,IVA,IVACOM,COMIS,PROVEE,REFPROV,FEUCOM,PUCOM,PMCOM,CANPMC,PMVEN,CANPMV,FECALT,PVP,PVPDTO,DTO1,DTO2,DTO3,DTO4,DTO5,TARIFA1,TARIFA2,TARIFA3,TARIFA4,TARIFA5,TIPARTICUL,BLOQUEO,FULTVEN,FULTCOM,STOCK,STMIN,STMAX,IMAGEN,UBICACION,CTAVENTA,CTACOMPRA,PVPCI,TARIFA1CI,TARIFA2CI,TARIFA3CI,TARIFA4CI,TARIFA5CI,BENEFPVP,BENEFTAR1,BENEFTAR2,BENEFTAR3,BENEFTAR4,BENEFTAR5,TIPOBENEF,MINVARPOR,IMPRECOM,VISUTPV,DESCRITPV,PROPORCION,VENTAPESO,COMPUESTO,COMPONENTE,COMBINADO,FAMCOMBI,year_file
153,B. Longaniza,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO1.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Longaniza,,False,,,1,,2020
154,B. Atún,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO3.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Atún,,False,,,1,7,2020
155,"B, Morcilla",,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,27.27,27.27,27.27,27.27,27.27,1,,,,,,,BOCADILLOS\BOCADILLO BLANCO Y NEGRO.JPG,,70000000,60000000,3.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,0,0,1.0,0.0,,True,"B, Morcilla",,False,,,1,,2020
156,B. Sobrasada y Queso,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO ESPAÑOLA.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Sobrasada y Queso,,False,,,1,,2020
157,B. Calamares,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO SEPIA REBOZADA.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Calamares,,False,,,1,,2020
171,solo,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\C SOLO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,solo,,False,,,1,,2020
172,Cortado/Manchado,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\C CORTADO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Cortado/Manchado,,False,,,1,,2020
173,Infusiones,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\C INFUSIONES.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Infusiones,,False,,,1,,2020
174,Cafe Leche,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,1.09,1.09,1.09,1,,,,,,,IMAGENES MARECICO\C CON LECHE.JPG,,70000000,60000000,1.2,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,1.0,0.0,,True,Cafe Leche,,False,,,1,,2020
175,Belmonte,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,IMAGENES MARECICO\BELMONTE.JPG,,70000000,60000000,1.2,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Belmonte,,False,,,1,,2020
176,Calajilllo,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,CAFES\CAFE2.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Calajilllo,,False,,,1,,2020
211,Arroz leche,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,POSTRES Y BOLLERIA\POSTRE2.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Arroz leche,,False,,,1,,2020
212,Natillas,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,POSTRES Y BOLLERIA\NATILLAS.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Natillas,,False,,,1,,2020
213,Flan,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,POSTRES Y BOLLERIA\FLAN CASERO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Flan,,False,,,1,,2020
214,Helados,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,POSTRES Y BOLLERIA\HELADO1.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Helados,,False,,,1,,2020
215,Tartas,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,1,,,,,,,POSTRES Y BOLLERIA\TARTA2.JPG,,70000000,60000000,1.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,Tartas,,False,,,1,,2020
216,Polos,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,POSTRES Y BOLLERIA\HELADOCONO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Polos,,False,,,1,,2020
217,alfajoz,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMÁGENES MESÓN DE LUCY\MASA\ALFAJORES.JPG,,70000000,60000000,0.5,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,alfajoz,,False,,,1,,2020
218,Bizcocho,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMÁGENES MESÓN DE LUCY\MASA\BIZCOCHO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Bizcocho,,False,,,1,,2020
219,fruta,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,POSTRES Y BOLLERIA\PLATANO.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,fruta,,False,,,1,,2020
191,chupitos,,,12,,,,,2,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\CHUPITO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,chupitos,,False,,,1,,2020
192,copa coñac,,,12,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,1.82,1,,,,,,,LICORES Y BRANDIS\TERRY.JPG,,70000000,60000000,1.5,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,0.0,,True,copa coñac,,False,,,1,,2020
193,cubatas,,,12,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,LICORES Y BRANDIS\BARNDI.JPG,,70000000,60000000,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,cubatas,,False,,,1,,2020
194,wisky,,,12,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,LICORES Y BRANDIS\CHIVAS2.JPG,,70000000,60000000,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,wisky,,False,,,1,,2020
38,Meú,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-03,6.36,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.36,6.36,6.36,6.36,1,,,,,,,FAMILIAS\CARNES1.JPG,,70000000,60000000,7.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,Meú,,False,,,1,,2020
62,Zumo de piña,,,4,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.83,0.83,0.83,1,,,,,,,REFRESCOS\ZUMO DE PIÑA.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Zumo de piña,,False,,,1,,2020
63,Zumo de melocoton,,,4,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,1,,,,,,,REFRESCOS\ZUMO DE MELOCOTON.JPG,,70000000,60000000,1.0,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,1.0,0.0,,True,Zumo de melocotom,,False,,,1,,2020
220,Pan de calatraba,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Pan de calatraba,,False,,,1,,2020
221,gelatina de pata,,,10,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,gelatina de pata,,False,,,1,,2020
114,Pollo a la broaster,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-21,5.45,0.0,0.0,0.0,0.0,0.0,0.0,4.96,4.96,4.96,4.96,4.96,1,,,,,,,,,70000000,60000000,6.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Pollo a la broaster,,False,,,1,,2020
40,pique macho 10€,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-21,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,1,,,,,,,,,70000000,60000000,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,pique macho 10€,,False,,,1,,2020
3000,suspiro,,,1,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.45,0.45,1,,,,,,,,,70000000,60000000,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1.0,0.0,,True,suspiro,,False,,,1,,2020
41,menu 8€,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-21,7.27,0.0,0.0,0.0,0.0,0.0,0.0,7.27,7.27,7.27,7.27,7.27,1,,,,,,,,,70000000,60000000,8.0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,1.0,0.0,,True,menu 8€,,False,,,1,,2020
42,plato de pechuga y patatas,,,,,,,,2,1,,,,,,,,,,2020-06-21,4.13,,,,,,,4.13,4.13,4.13,4.13,4.13,1,,,,,,,,,70000000,60000000,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,,0.0,,True,plato de pechuga y patatas,,,,,1,,2020
43,paella,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-21,5.45,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,,,70000000,60000000,6.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,paella,,False,,,1,,2020
48,asadito vallegrandino 7€,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-21,6.36,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.36,6.36,6.36,6.36,1,,,,,,,,,70000000,60000000,7.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,asadito vallegrandino 7€,,False,,,1,,2020
49,asadito vallegrandino 10€,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-21,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,1,,,,,,,,,70000000,60000000,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,asadito vallegrandino 10€,,False,,,1,,2020
44,suspiro 5x1€,,,1,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,suspiro 5x1€,,False,,,1,,2020
39,Salchipapas,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-21,3.64,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,,,70000000,60000000,4.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,Salchipapas,,False,,,1,,2020
177,Colacao,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-21,1.24,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.24,1.24,1.24,1.24,1,,,,,,,,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Colacao,,False,,,1,,2020
142,tapas1€,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,tapas1€,,False,,,1,,2020
143,Tapas 1.50€,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-21,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,1.09,1.09,1.09,1,,,,,,,,,70000000,60000000,1.5,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,1.0,0.0,,True,Tapas 1.50€,,False,,,1,,2020
144,tapas 2€,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-21,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,1.82,1,,,,,,,,,70000000,60000000,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,0.0,,True,tapas 2€,,False,,,1,,2020
17,pan 2x1,,,1,,,,,2,1,0.0,,,,,,,,,2020-06-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,pan 2x1,,False,,,1,,2020
200,BIFE,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-21,6.36,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.58,0.58,0.58,0.58,1,,,,,,,,,70000000,60000000,7.0,0.7,0.7,0.7,0.7,0.7,0,0,0,0,0,0,1.0,0.0,,True,BIFE,,False,,,1,,2020
45,Salpicon,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-22,5.45,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,,,70000000,60000000,6.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Salpicon,,False,,,1,,2020
555,majadito,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-22,5.45,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,0.05,1,,,,,,,,,70000000,60000000,6.0,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,0,1.0,0.0,,True,majadito,,False,,,1,,2020
601,sopa de fideo,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-22,4.55,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,,,70000000,60000000,5.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,sopa de fideo,,False,,,1,,2020
602,zuma de naranja,,,4,,,,,2,1,0.0,,,,,,,,,2020-06-22,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,1.82,1,,,,,,,REFRESCOS\ZUMO1.JPG,,70000000,60000000,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,0.0,,True,zuma de naranja,,False,,,1,,2020
700,plato codero,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-23,6.36,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.36,6.36,6.36,6.36,1,,,,,,,,,70000000,60000000,7.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,plato codero,,False,,,1,,2020
18,pan espanada,,,1,,,,,2,1,0.0,,,,,,,,,2020-06-24,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.83,0.83,0.83,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,pan espanada,,False,,,1,,2020
305,Pan,,,1,,,,,2,1,0.0,,,,,,,,,2020-06-24,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.45,0.45,1,,,,,,,,,70000000,60000000,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1.0,0.0,,True,Pan,,False,,,1,,2020
65,referesco 2 litros,,,4,,,,,2,1,0.0,,,,,,,,,2020-06-24,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,REFRESCOS\COCACOLA2.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,referesco 2 litros,,False,,,1,,2020
306,bacaladilla frita,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-25,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,4.55,4.55,4.55,1,,,,,,,,,70000000,60000000,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,1.0,0.0,,True,bacaladilla frita,,False,,,1,,2020
750,desayuno,,,8,,,,,2,1,0.0,,,,,,,,,2020-06-27,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,1.82,1,,,,,,,,,70000000,60000000,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,0.0,,True,desayuno,,False,,,1,,2020
709,Majadito,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-29,5.45,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,4.55,4.55,4.55,1,,,,,,,,,70000000,60000000,6.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,1.0,0.0,,True,Majadito,,False,,,1,,2020
805,Ensalada,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-29,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,4.55,4.55,4.55,1,,,,,,,PLATOS Y TAPAS\ENSALADA.JPG,,70000000,60000000,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,1.0,0.0,,True,Ensalada,,False,,,1,3,2020
600,Pollo a la broaster,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-29,7.27,0.0,0.0,0.0,0.0,0.0,0.0,7.27,7.27,7.27,7.27,7.27,1,,,,,,,,,70000000,60000000,8.0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,1.0,0.0,,True,Pollo a la broaster,,False,,,1,,2020
800,jarra de tinto de verano,,,9,,,,,2,1,0.0,,,,,,,,,2020-07-02,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,jarra de tinto de verano,,False,,,1,,2020
806,tanque de tinto de verano,,,9,,,,,2,1,0.0,,,,,,,,,2020-07-02,1.82,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2.27,2.27,2.27,2.27,1,,,,,,,FOTOS MARECICO\V TINTO VERANO.JPG,,70000000,60000000,2.0,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,1.0,0.0,,True,tanque de tinto de verano,,False,,,1,,2020
807,empanada de maiz,,,1,,,,,2,1,0.0,,,,,,,,,2020-07-03,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,empanada de maiz,,False,,,1,,2020
809,sasado en olla,,,3,,,,,2,1,0.0,,,,,,,,,2020-07-04,5.45,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,,,70000000,60000000,6.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,sasado en olla,,False,,,1,,2020
810,Keperi,,,3,,,,,2,1,0.0,,,,,,,,,2020-07-05,6.36,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.36,6.36,6.36,6.36,1,,,,,,,,,70000000,60000000,7.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,Keperi,,False,,,1,,2020
1000,varios,,,3,,,,,2,2,0.0,,,,,,,,,2020-07-09,10.91,0.0,0.0,0.0,0.0,0.0,0.0,10.91,10.91,10.91,10.91,10.91,1,,,,,,,,,70000000,60000000,12.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,1.0,0.0,,True,varios,,False,,,1,,2020
2586,calamares,,,3,,,,,2,2,0.0,,,,,,,,,2020-07-11,5.79,0.0,0.0,0.0,0.0,0.0,0.0,5.79,5.79,5.79,5.79,5.79,1,,,,,,,PLATOS Y TAPAS\CALAMAR3.JPG,,70000000,60000000,7.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,calamares,,False,,,1,,2020
78954,calamares 5€,,,3,,,,,2,2,0.0,,,,,,,,,2020-07-11,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,4.55,4.55,4.55,1,,,,,,,,,70000000,60000000,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,1.0,0.0,,True,calamares 5€,,False,,,1,,2020
7895,magdalena,,,1,,,,,2,1,0.0,,,,,,,,,2020-07-17,0.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,,,,,,,,,70000000,60000000,1.0,1.21,1.21,1.21,1.21,1.21,0,0,0,0,0,0,1.0,0.0,,True,magdalena,,False,,,1,,2020
758,bolsa de patatas,,,6,,,,,2,2,0.0,,,,,,,,,2020-07-21,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,VARIOS\BOLSA PAPAS.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,bolsa de patatas,,False,,,1,,2020
325,alfajores,,,1,,,,,2,2,0.0,,,,,,,,,2020-07-21,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.45,0.45,1,,,,,,,,,70000000,60000000,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1.0,0.0,,True,alfajores,,False,,,1,,2020
10254,cuñape 0.50,,,1,,,,,2,1,0.0,,,,,,,,,2020-07-23,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.45,0.45,0.45,0.45,1,,,,,,,,,70000000,60000000,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,1.0,0.0,,True,cuñape 0.50,,False,,,1,,2020
2358,salchipapas grande,,,3,,,,,1,2,0.0,,,,,,,,,2020-07-23,4.96,0.0,0.0,0.0,0.0,0.0,0.0,4.96,4.96,4.96,4.96,4.96,1,,,,,,,,,70000000,60000000,6.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,salchipapas,,False,,,1,,2020
45685,olivas,,,6,,,,,1,2,0.0,,,,,,,,,2020-07-23,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.83,0.83,0.83,1,,,,,,,,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,olivas,,False,,,1,,2020
4679875457,vaso de refesco grande 2€,,,4,,,,,2,1,0.0,,,,,,,,,2020-08-02,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,1.82,1,,,,,,,,,70000000,60000000,2.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,0.0,,True,vaso de refesco grande 2€,,False,,,1,,2020
12457,calamares a la plancha,,,3,,,,,2,1,0.0,,,,,,,,,2020-08-02,8.26,0.0,0.0,0.0,0.0,0.0,0.0,8.26,8.26,8.26,8.26,8.26,1,,,,,,,,,70000000,60000000,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,calamares a la plancha,,False,,,1,,2020
