CODIGO,DESCRI,AMPDES,BARRAS,FAMILIA,MODELO,TALLA,COLOR,PROMOC,IVA,IVACOM,COMIS,PROVEE,REFPROV,FEUCOM,PUCOM,PMCOM,CANPMC,PMVEN,CANPMV,FECALT,PVP,PVPDTO,DTO1,DTO2,DTO3,DTO4,DTO5,TARIFA1,TARIFA2,TARIFA3,TARIFA4,TARIFA5,TIPARTICUL,BLOQUEO,FULTVEN,FULTCOM,STOCK,STMIN,STMAX,IMAGEN,UBICACION,CTAVENTA,CTACOMPRA,PVPCI,TARIFA1CI,TARIFA2CI,TARIFA3CI,TARIFA4CI,TARIFA5CI,BENEFPVP,BENEFTAR1,BENEFTAR2,BENEFTAR3,BENEFTAR4,BENEFTAR5,TIPOBENEF,MINVARPOR,IMPRECOM,VISUTPV,DESCRITPV,PROPORCION,VENTAPESO,COMPUESTO,COMPONENTE,COMBINADO,FAMCOMBI,year_file
31,Panza frita,,,3,,,,,1,1,0.0,,,,,,,,,2020-05-31,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,IMÁGENES MESÓN DE LUCY\COMIDAS\PANZA F..JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,Panza frita,,False,,,1,,2023
32,Sopa de Mani,,,3,,,,,2,1,0.0,,,,,,,,,2020-05-31,5.45,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,IMÁGENES MESÓN DE LUCY\COMIDAS\S. MANÍ.JPG,,70000000,60000000,6.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,Sopa de Mani,,False,,,1,,2023
33,Fricase,,,3,,,,,1,1,0.0,,,,,,,,,2020-05-31,7.27,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,IMÁGENES MESÓN DE LUCY\COMIDAS\FRICASE.JPG,,70000000,60000000,8.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,Fricase,,False,,,1,,2023
34,Patasca,,,3,,,,,2,1,0.0,,,,,,,,,2020-05-31,5.45,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,IMÁGENES MESÓN DE LUCY\COMIDAS\PATASCA.JPG,,70000000,60000000,6.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,Patasca,,False,,,1,,2023
35,Cerdo al Horno,,,3,,,,,1,1,0.0,,,,,,,,,2020-05-31,9.09,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,IMÁGENES MESÓN DE LUCY\COMIDAS\CERDO H..JPG,,70000000,60000000,10.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Cerdo al Horno,,False,,,1,,2023
36,Milanesa de pollo,,,3,,,,,2,1,0.0,,,,,,,,,2020-05-31,7.27,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,IMÁGENES MESÓN DE LUCY\COMIDAS\M. POLLO.JPG,,70000000,60000000,8.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Milanesa de pollo,,False,,,1,,2023
50,Agua p.,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\AGUA.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Agua p.,,False,,,1,,2023
51,Agua g.,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\AGUA.JPG,,70000000,60000000,1.5,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Agua g.,,False,,,1,,2023
52,Refresco,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\BEBIDAS.JPG,,70000000,60000000,2.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Refresco,,False,,,1,,2023
53,Vaso R.,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,REFRESCOS\ZUMO4.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Vaso R.,,False,,,1,,2023
54,J. Linaza,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMÁGENES MESÓN DE LUCY\REFRESCOS\J. LINAZA.JPG,,70000000,60000000,4.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,J. linaza,,False,,,1,,2023
55,J. Chicha,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,1,,,,,,,IMÁGENES MESÓN DE LUCY\REFRESCOS\J. CHICHA.JPG,,70000000,60000000,4.0,,,,,,0,0,0,0,0,0,1.0,0.0,,True,J. Chicha,,False,,,1,,2023
56,J. Mocochinchi,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,3.31,0.0,0.0,0.0,0.0,0.0,0.0,1.24,1.24,1.24,1.24,1.24,1,,,,,,,IMÁGENES MESÓN DE LUCY\REFRESCOS\J. LINAZA.JPG,,70000000,60000000,4.0,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,J. Mocochinchi,,False,,,1,,2023
71,Caña,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\CAÑA.JPG,,70000000,60000000,1.3,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Caña,,False,,,1,,2023
72,Copa,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,1.09,1.09,1.09,1,,,,,,,IMAGENES MARECICO\COPA CERVEZA.JPG,,70000000,60000000,2.0,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,1.0,0.0,,True,Copa,,False,,,1,,2023
73,Jarra,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,1,,,,,,,IMAGENES MARECICO\JARRA CERVEZA.JPG,,70000000,60000000,1.5,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0,0,1.0,0.0,,True,Jarra,,False,,,1,,2023
74,Tanque,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,3.18,0.0,0.0,0.0,0.0,0.0,0.0,2.27,2.27,2.27,2.27,2.27,1,,,,,,,IMAGENES MARECICO\JARRA SIN Y LIMON.JPG,,70000000,60000000,3.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,1.0,0.0,,True,Tanque,,False,,,1,,2023
75,llitro  Jarra,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,4.55,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.55,4.55,4.55,4.55,1,,,,,,,FOTOS MARECICO\CERVEZA PINTA.JPG,,70000000,60000000,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,1.0,0.0,,True,llitro  Jarra,,False,,,1,,2023
76,Quinto,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\QUINTO.JPG,,70000000,60000000,1.3,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Quinto,,False,,,1,,2023
77,Tercio,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,1.09,1.09,1.09,1,,,,,,,IMAGENES MARECICO\QUINTO.JPG,,70000000,60000000,2.0,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,1.0,0.0,,True,Tercio,,False,,,1,,2023
78,Litro,,,9,,,,,1,1,0.0,,,,,,,,,2020-06-01,3.18,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,IMAGENES MARECICO\QUINTO.JPG,,70000000,60000000,3.5,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,Litro,,False,,,1,,2023
57,Casera,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,REFRESCOS\LACASERA1.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Casera,,False,,,1,,2023
58,Biter Kas,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,REFRESCOS\BITER KAS.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Biter Kas,,False,,,1,,2023
59,Agua Gas,,,4,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,REFRESCOS\VICHY CATALAN.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Agua Gas,,False,,,1,,2023
90,Copa Casa,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\VINO DE CASA.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Copa Casa,,False,,,1,,2023
91,Copa Rioja,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,IMAGENES MARECICO\COPA VINO.JPG,,70000000,60000000,2.0,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Copa Rioja,,False,,,1,,2023
92,Botella casa,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,3.64,3.64,3.64,3.64,3.64,1,,,,,,,IMAGENES MARECICO\BOTELLA DE VINO.JPG,,70000000,60000000,3.0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,1.0,0.0,,True,Botella casa,,False,,,1,,2023
93,Botella Vino,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,6.36,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,IMAGENES MARECICO\BOTELLA DE VINO.JPG,,70000000,60000000,7.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Botella Vino,,False,,,1,,2023
94,Botella Rioja,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,1,,,,,,,IMAGENES MARECICO\BOTELLA DE VINO.JPG,,70000000,60000000,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,Botella Rioja,,False,,,1,,2023
95,Vermut,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,IMAGENES MARECICO\VERMUT.JPG,,70000000,60000000,2.0,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Vermut,,False,,,1,,2023
96,Vino Casera C,,,11,,,,,1,1,0.0,,,,,,,,,2020-06-01,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.91,0.91,1,,,,,,,IMAGENES MARECICO\TINTO VERANO.JPG,,70000000,60000000,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,0.0,,True,Vino Casera C,,False,,,1,,2023
111,Cerdo Horno,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-01,6.36,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,IMÁGENES MESÓN DE LUCY\EXTRAS\CERDO H..JPG,,70000000,60000000,7.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Cerdo Horno,,False,,,1,,2023
112,kepiri,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-01,10.91,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.36,6.36,6.36,6.36,1,,,,,,,PLATOS Y TAPAS\ENTRECOT.JPG,,70000000,60000000,12.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,kepiri,,False,,,1,,2023
113,Majadito Huevo,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-01,7.27,0.0,0.0,0.0,0.0,0.0,0.0,6.36,6.36,6.36,6.36,6.36,1,,,,,,,IMÁGENES MESÓN DE LUCY\EXTRAS\MAJADITO.JPG,,70000000,60000000,8.0,7.0,7.0,7.0,7.0,7.0,0,0,0,0,0,0,1.0,0.0,,True,Majadito Huevo,,False,,,2,,2023
115,Picante Pollo,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-01,8.18,0.0,0.0,0.0,0.0,0.0,0.0,7.27,7.27,7.27,7.27,7.27,1,,,,,,,IMÁGENES MESÓN DE LUCY\EXTRAS\PICANTE P..JPG,,70000000,60000000,9.0,8.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,1.0,0.0,,True,Picante Pollo,,False,,,1,,2023
116,Chicharron Cerdo,,,5,,,,,2,1,0.0,,,,,,,,,2020-06-01,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,1,,,,,,,IMÁGENES MESÓN DE LUCY\EXTRAS\CERDO H..JPG,,70000000,60000000,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,Chicharron Cerdo,,False,,,1,,2023
117,Pique Machoo,,,3,,,,,2,1,0.0,,,,,,,,,2020-06-01,13.64,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,9.09,9.09,1,,,,,,,PLATOS Y TAPAS\CONEJO AL AJILLO.JPG,,70000000,60000000,15.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0,0,1.0,0.0,,True,Pique Machoo,,False,,,1,,2023
130,Caballitos,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,1.09,1.09,1.09,1,,,,,,,IMAGENES MARECICO\CABALLITOS.JPG,,70000000,60000000,2.0,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,1.0,0.0,,True,Caballitos,,False,,,1,,2023
131,tigre,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.82,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,IMAGENES MARECICO\TIGRE.JPG,,70000000,60000000,2.0,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Tigres,,False,,,1,,2023
       132,Marinera,,,6,,,,,1,1,0.0,,,,,,,,,2020-06-01,1.65,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,IMAGENES MARECICO\MARINERA.JPG,,70000000,60000000,2.0,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Marinera,,False,,,1,,2023
133,Matrimonio,,,,,,,,2,1,,,,,,,,,,2020-06-01,1.36,,,,,,,1.36,1.36,1.36,1.36,1.36,1,,,,,,,IMAGENES MARECICO\MATRIMONIO.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,,0.0,,True,Matrimonio,,,,,1,6,2023
134,Boqueron Vinagre,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,1.36,0.0,0.0,0.0,0.0,0.0,0.0,1.36,1.36,1.36,1.36,1.36,1,,,,,,,FOTOS MARECICO\BOQUERON FRITO.JPG,,70000000,60000000,1.5,1.5,1.5,1.5,1.5,1.5,0,0,0,0,0,0,1.0,0.0,,True,Boqueron Vinagre,,False,,,1,,2023
135,Ens. Rusa,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.82,1.82,1.82,1.82,1,,,,,,,IMAGENES MARECICO\ENSALADILLA RUSA.JPG,,70000000,60000000,3.0,2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,0,1.0,0.0,,True,Ens. Rusa,,False,,,1,,2023
136,Ens Bocas,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,IMAGENES MARECICO\ENSALADILLA DE MARISCOS.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,Ens Bocas,,False,,,1,,2023
137,Boquerones Frito,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,4.55,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,IMAGENES MARECICO\BOQUERON FRITO MEDIA.JPG,,70000000,60000000,5.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,Boquerones Frito,,False,,,1,,2023
138,Sangre frita,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,2.73,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,PLATOS Y TAPAS\GUISADO.JPG,,70000000,60000000,3.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,Sangre frita,,False,,,1,,2023
139,Salpicon,,,6,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,IMAGENES MARECICO\PIPIRRANA.JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,Salpicon,,False,,,1,,2023
140,Calamares Andaluza,,,13,,,,,2,1,0.0,,,,,,,,,2020-06-01,5.45,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,IMAGENES MARECICO\CALAMARES.JPG,,70000000,60000000,6.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Calamares Andaluza,,False,,,1,,2023
141,Calamar Plancha pequeño,,,13,,,,,2,1,0.0,,,,,,,,,2020-06-01,6.36,0.0,0.0,0.0,0.0,0.0,0.0,5.45,5.45,5.45,5.45,5.45,1,,,,,,,PLATOS Y TAPAS\CALAMAR3.JPG,,70000000,60000000,7.0,6.0,6.0,6.0,6.0,6.0,0,0,0,0,0,0,1.0,0.0,,True,Calamar Plancha,,False,,,1,,2023
151,B. Lomo,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO LOMO PLANCHA.JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Lomo,,False,,,1,,2023
152,B. Salchicha,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCATA.JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Salchicha,,False,,,1,7,2023
153,B. Longaniza,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO1.JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Longaniza,,False,,,1,,2023
154,B. Atún,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO3.JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Atún,,False,,,1,7,2023
155,"B, Morcilla",,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,27.27,27.27,27.27,27.27,27.27,1,,,,,,,BOCADILLOS\BOCADILLO BLANCO Y NEGRO.JPG,,70000000,60000000,4.0,30.0,30.0,30.0,30.0,30.0,0,0,0,0,0,0,1.0,0.0,,True,"B, Morcilla",,False,,,1,,2023
156,B. Sobrasada y Queso,,,7,,,,,2,1,0.0,,,,,,,,,2020-06-01,3.64,0.0,0.0,0.0,0.0,0.0,0.0,2.73,2.73,2.73,2.73,2.73,1,,,,,,,BOCADILLOS\BOCADILLO ESPAÑOLA.JPG,,70000000,60000000,4.0,3.0,3.0,3.0,3.0,3.0,0,0,0,0,0,0,1.0,0.0,,True,B. Sobrasada y Queso,,False,,,1,,2023
