NUMERO,CODCAJA,VENDEDOR,CODUSU,FECHA,HORA,DESTIC,HASTIC,DESFAC,HASFAC,EFECTIVO,TARJETA,EFECBANCO,TTIC,TFAC,TTICPEN,DESMOV,HASMOV,TENTRADA,TSALIDA,ANSALDO,SALDO,BASEIMP1,IVA1,IMPIVA1,BASEIMP2,IVA2,IMPIVA2,BASEIMP3,IVA3,IMPIVA3,BASEIMP4,IVA4,IMPIVA4,COMENSALES,IMRECUENTO,CONTABILIZ,year_file
26,001,1,2,2023-02-09,16:55:49,29887,29914,0,0,190.34,149.9,0,340.24,0,0,0,0,0,0,137908.84,138099.18,14.67,21.0,3.07,293.17,10.0,29.33,0,4.0,0,0,0.0,0,0,0,False,2023
27,001,1,2,2023-02-10,18:22:07,29915,29946,0,0,321.3,51.8,0,373.1,0,0,0,0,0,0,138099.18,138420.48,13.23,21.0,2.77,324.64,10.0,32.46,0,4.0,0,0,0.0,0,0,0,False,2023
28,001,1,2,2023-02-11,19:11:54,29947,29995,0,0,391.2,251.9,0,643.1,0,0,0,0,0,0,138420.48,138811.68,113.66,21.0,23.84,459.61,10.0,45.99,0,4.0,0,0,0.0,0,0,0,False,2023
29,001,1,2,2023-02-12,17:00:28,29996,30048,0,0,605.6,321.8,0,927.4,0,0,0,0,0,0,138811.68,139417.28,82.26,21.0,17.24,752.64,10.0,75.26,0,4.0,0,0,0.0,0,0,0,False,2023
30,001,1,2,2023-02-13,16:59:13,30049,30072,0,0,95.3,205.8,0,301.1,0,0,0,0,0,0,139417.28,139512.58,23.56,21.0,4.94,247.82,10.0,24.78,0,4.0,0,0,0.0,0,0,0,False,2023
31,001,1,2,2023-02-14,17:29:47,30073,30107,0,0,326.2,133.7,0,459.9,0,0,0,0,0,0,139512.58,139838.78,38.03,21.0,7.97,376.24,10.0,37.66,0,4.0,0,0,0.0,0,0,0,False,2023
32,001,1,2,2023-02-15,17:40:12,30108,30119,0,0,0,210.1,0,210.1,0,0,0,0,0,0,139838.78,139838.78,8.68,21.0,1.82,181.45,10.0,18.15,0,4.0,0,0,0.0,0,0,0,False,2023
33,001,1,2,2023-02-16,17:50:30,30120,30135,0,0,45.5,143.1,0,188.6,0,0,0,0,0,0,139838.78,139884.28,16.12,21.0,3.38,153.74,10.0,15.36,0,4.0,0,0,0.0,0,0,0,False,2023
34,001,1,2,2023-02-17,21:13:22,30136,30190,0,0,370.72,134.3,0,505.02,0,0,0,0,0,0,139884.28,140255,63.34,21.0,13.28,389.5,10.0,38.9,0,4.0,0,0,0.0,0,0,0,False,2023
35,001,1,2,2023-02-18,19:02:42,30191,30258,0,0,487.1,281.9,0,769,0,0,0,0,0,0,140255,140742.1,93.4,21.0,19.6,596.4,10.0,59.6,0,4.0,0,0,0.0,0,0,0,False,2023
36,001,1,2,2023-02-19,18:16:54,30259,30304,0,0,320.1,310.3,0,630.4,0,0,0,0,0,0,140742.1,141062.2,82.25,21.0,17.25,482.61,10.0,48.29,0,4.0,0,0,0.0,0,0,0,False,2023
37,001,1,2,2023-02-20,16:05:27,30305,30312,0,0,20.1,68.1,0,88.2,0,0,0,0,0,0,141062.2,141082.3,3.72,21.0,0.78,76.08,10.0,7.62,0,4.0,0,0,0.0,0,0,0,False,2023
38,001,1,2,2023-02-21,16:08:35,30313,30325,0,0,27.9,160.7,0,188.6,0,0,0,0,0,0,141082.3,141110.2,6.2,21.0,1.3,164.64,10.0,16.46,0,4.0,0,0,0.0,0,0,0,False,2023
39,001,1,2,2023-02-22,16:12:22,30326,30348,0,0,98.9,66.9,0,165.8,0,0,0,0,0,0,141110.2,141209.1,3.72,21.0,0.78,146.66,10.0,14.64,0,4.0,0,0,0.0,0,0,0,False,2023
40,001,1,2,2023-02-23,17:15:44,30349,30362,0,0,66.5,132.6,0,199.1,0,0,0,0,0,0,141209.1,141275.6,28.52,21.0,5.98,149.65,10.0,14.95,0,4.0,0,0,0.0,0,0,0,False,2023
41,001,1,2,2023-02-24,18:14:30,30363,30389,1,1,283.06,196.6,0,308.7,170.96,0,0,0,0,0,141275.6,141558.66,6.2,21.0,1.3,429.24,10.0,42.92,0,4.0,0,0,0.0,0,0,0,False,2023
42,001,1,2,2023-02-26,17:55:20,30390,30497,0,0,1009.9,604.5,0,1614.4,0,0,0,0,0,0,141558.66,142568.56,195.89,21.0,41.11,1252.09,10.0,125.31,0,4.0,0,0,0.0,0,0,0,False,2023
43,001,1,2,2023-02-27,16:50:56,30498,30507,0,0,103.4,62.8,0,166.2,0,0,0,0,0,0,142568.56,142671.96,18.6,21.0,3.9,130.64,10.0,13.06,0,4.0,0,0,0.0,0,0,0,False,2023
44,001,1,2,2023-02-28,17:13:57,30508,30515,0,0,4.7,107.6,0,112.3,0,0,0,0,0,0,142671.96,142676.66,14.88,21.0,3.12,85.72,10.0,8.58,0,4.0,0,0,0.0,0,0,0,False,2023
45,001,1,2,2023-03-01,16:39:21,30516,30529,0,0,76.4,151.2,0,227.6,0,0,0,0,0,0,142676.66,142753.06,9.09,21.0,1.91,196.9,10.0,19.7,0,4.0,0,0,0.0,0,0,0,False,2023
46,001,1,2,2023-03-02,19:08:21,30530,30567,0,0,267.12,128,0,395.12,0,0,0,0,0,0,142753.06,143020.18,48.45,21.0,10.17,305.94,10.0,30.56,0,4.0,0,0,0.0,0,0,0,False,2023
47,001,1,2,2023-03-03,17:39:49,30568,30580,0,0,121.9,150.9,0,272.8,0,0,0,0,0,0,143020.18,143142.08,24.79,21.0,5.21,220.72,10.0,22.08,0,4.0,0,0,0.0,0,0,0,False,2023
48,001,1,2,2023-03-04,19:42:50,30581,30640,0,0,491.92,320.4,0,812.32,0,0,0,0,0,0,143142.08,143634,81.93,21.0,17.19,648.34,10.0,64.86,0,4.0,0,0,0.0,0,0,0,False,2023
49,001,1,2,2023-03-05,18:27:17,30641,30688,0,0,425.7,405.6,0,831.3,0,0,0,0,0,0,143634,144059.7,120.67,21.0,25.33,623,10.0,62.3,0,4.0,0,0,0.0,0,0,0,False,2023
50,001,1,2,2023-03-06,16:18:20,30689,30697,0,0,19.2,88.4,0,107.6,0,0,0,0,0,0,144059.7,144078.9,18.18,21.0,3.82,77.81,10.0,7.79,0,4.0,0,0,0.0,0,0,0,False,2023
51,001,1,2,2023-03-07,19:18:17,30698,30737,0,0,283.2,238.7,0,521.9,0,0,0,0,0,0,144078.9,144362.1,58.27,21.0,12.23,410.39,10.0,41.01,0,4.0,0,0,0.0,0,0,0,False,2023
52,001,1,2,2023-03-08,17:52:46,30738,30758,0,0,78.1,207.3,0,285.4,0,0,0,0,0,0,144362.1,144440.2,32.65,21.0,6.85,223.53,10.0,22.37,0,4.0,0,0,0.0,0,0,0,False,2023
53,001,1,2,2023-03-09,16:16:46,30759,30771,0,0,46.9,142.4,0,189.3,0,0,0,0,0,0,144440.2,144487.1,1.24,21.0,0.26,170.74,10.0,17.06,0,4.0,0,0,0.0,0,0,0,False,2023
54,001,1,2,2023-03-10,19:36:22,30772,30820,0,0,348.1,152.2,0,500.3,0,0,0,0,0,0,144487.1,144835.2,36.39,21.0,7.61,414.82,10.0,41.48,0,4.0,0,0,0.0,0,0,0,False,2023
55,001,1,2,2023-03-11,19:51:07,30821,30862,0,0,451.34,120.8,0,572.14,0,0,0,0,0,0,144835.2,145286.54,77.07,21.0,16.17,435.35,10.0,43.55,0,4.0,0,0,0.0,0,0,0,False,2023
56,001,1,2,2023-03-12,19:41:33,30863,30916,0,0,620.9,352.1,0,973,0,0,0,0,0,0,145286.54,145907.44,140.51,21.0,29.49,730.03,10.0,72.97,0,4.0,0,0,0.0,0,0,0,False,2023
57,001,1,2,2023-03-13,16:48:00,30917,30928,0,0,46.9,207.3,0,254.2,0,0,0,0,0,0,145907.44,145954.34,20.25,21.0,4.25,208.82,10.0,20.88,0,4.0,0,0,0.0,0,0,0,False,2023
58,001,1,2,2023-03-14,17:04:31,30929,30936,0,0,17.02,51.7,0,68.72,0,0,0,0,0,0,145954.34,145971.36,2.58,21.0,0.54,59.63,10.0,5.97,0,4.0,0,0,0.0,0,0,0,False,2023
59,001,1,2,2023-03-15,19:27:02,30937,30942,0,0,12.5,66.7,0,79.2,0,0,0,0,0,0,145971.36,145983.86,3.72,21.0,0.78,67.91,10.0,6.79,0,4.0,0,0,0.0,0,0,0,False,2023
60,001,1,2,2023-03-16,18:36:46,30943,30975,0,0,206.7,212.4,0,419.1,0,0,0,0,0,0,145983.86,146190.56,24.38,21.0,5.12,354.16,10.0,35.44,0,4.0,0,0,0.0,0,0,0,False,2023
61,001,1,2,2023-03-17,19:04:49,30976,31000,0,0,132.4,138,0,270.4,0,0,0,0,0,0,146190.56,146322.96,45.05,21.0,9.45,196.26,10.0,19.64,0,4.0,0,0,0.0,0,0,0,False,2023
62,001,1,2,2023-03-18,17:47:06,31001,31042,0,0,333,253.8,0,586.8,0,0,0,0,0,0,146322.96,146655.96,94.23,21.0,19.77,429.83,10.0,42.97,0,4.0,0,0,0.0,0,0,0,False,2023
63,001,1,2,2023-03-19,20:08:00,31043,31096,0,0,719.42,404.7,0,1124.12,0,0,0,0,0,0,146655.96,147375.38,123.26,21.0,25.86,886.39,10.0,88.61,0,4.0,0,0,0.0,0,0,0,False,2023
64,001,1,2,2023-03-20,18:11:35,31097,31107,0,0,58.8,59.3,0,118.1,0,0,0,0,0,0,147375.38,147434.18,0,21.0,0,107.35,10.0,10.75,0,4.0,0,0,0.0,0,0,0,False,2023
65,001,1,2,2023-03-21,15:47:35,31108,31115,0,0,7,113.7,0,120.7,0,0,0,0,0,0,147434.18,147441.18,1.65,21.0,0.35,107.9,10.0,10.8,0,4.0,0,0,0.0,0,0,0,False,2023
66,001,1,2,2023-03-22,16:16:16,31116,31124,0,0,0,114.2,0,114.2,0,0,0,0,0,0,147441.18,147441.18,7.02,21.0,1.48,96.09,10.0,9.61,0,4.0,0,0,0.0,0,0,0,False,2023
67,001,1,2,2023-03-23,18:03:30,31125,31127,0,0,16.3,39,0,55.3,0,0,0,0,0,0,147441.18,147457.48,2.48,21.0,0.52,47.54,10.0,4.76,0,4.0,0,0,0.0,0,0,0,False,2023
68,001,1,2,2023-03-24,19:52:12,31128,31155,0,0,272.3,84.9,0,357.2,0,0,0,0,0,0,147457.48,147729.78,25.64,21.0,5.36,296.52,10.0,29.68,0,4.0,0,0,0.0,0,0,0,False,2023
69,001,1,2,2023-03-25,17:45:09,31156,31196,0,0,408.4,265,0,673.4,0,0,0,0,0,0,147729.78,148138.18,64.89,21.0,13.61,540.79,10.0,54.11,0,4.0,0,0,0.0,0,0,0,False,2023
70,001,1,2,2023-03-26,18:54:01,31197,31244,0,0,503.12,453.2,0,956.32,0,0,0,0,0,0,148138.18,148641.3,62.92,21.0,13.2,800.22,10.0,79.98,0,4.0,0,0,0.0,0,0,0,False,2023
71,001,1,2,2023-03-27,16:52:43,31245,31252,0,0,12.2,61,0,73.2,0,0,0,0,0,0,148641.3,148653.5,4.55,21.0,0.95,61.55,10.0,6.15,0,4.0,0,0,0.0,0,0,0,False,2023
72,001,1,2,2023-03-28,15:48:13,31253,31257,0,0,0,74.9,0,74.9,0,0,0,0,0,0,148653.5,148653.5,3.31,21.0,0.69,64.46,10.0,6.44,0,4.0,0,0,0.0,0,0,0,False,2023
73,001,1,2,2023-03-30,16:06:05,31258,31270,0,0,44.9,87.2,0,132.1,0,0,0,0,0,0,148653.5,148698.4,55.05,21.0,11.55,59.55,10.0,5.95,0,4.0,0,0,0.0,0,0,0,False,2023
74,001,1,2,2023-03-31,20:50:29,31271,31287,0,0,147.2,167.1,0,314.3,0,0,0,0,0,0,148698.4,148845.6,151.34,21.0,31.76,119.26,10.0,11.94,0,4.0,0,0,0.0,0,0,0,False,2023
75,001,1,2,2023-04-01,21:56:34,31288,31342,0,0,372.9,524.3,0,897.2,0,0,0,0,0,0,148845.6,149218.5,540.59,21.0,113.52,220.99,10.0,22.11,0,4.0,0,0,0.0,0,0,0,False,2023
76,001,1,2,2023-04-02,16:04:09,31343,31377,0,0,353.1,216.8,0,569.9,0,0,0,0,0,0,149218.5,149571.6,387.26,21.0,81.35,92.09,10.0,9.21,0,4.0,0,0,0.0,0,0,0,False,2023
77,001,1,2,2023-04-03,16:35:55,31378,31387,0,0,61.9,78.3,0,140.2,0,0,0,0,0,0,149571.6,149633.5,70.99,21.0,14.91,49.36,10.0,4.94,0,4.0,0,0,0.0,0,0,0,False,2023
78,001,1,2,2023-04-04,16:57:36,31388,31404,0,0,126.7,125.6,0,252.3,0,0,0,0,0,0,149633.5,149760.2,146.94,21.0,30.87,67.74,10.0,6.76,0,4.0,0,0,0.0,0,0,0,False,2023
79,001,1,2,2023-04-05,20:38:38,31405,31446,0,0,301.42,202.5,0,503.92,0,0,0,0,0,0,149760.2,150061.62,319.92,21.0,67.2,106.17,10.0,10.63,0,4.0,0,0,0.0,0,0,0,False,2023
80,001,1,2,2023-04-06,18:50:49,31447,31462,0,0,146.4,162.7,0,309.1,0,0,0,0,0,0,150061.62,150208.02,142.48,21.0,29.92,124.27,10.0,12.43,0,4.0,0,0,0.0,0,0,0,False,2023
81,001,1,2,2023-04-07,19:47:23,31463,31516,0,0,360.92,374.2,0,735.12,0,0,0,0,0,0,150208.02,150568.94,470.79,21.0,98.86,150.46,10.0,15.04,0,4.0,0,0,0.0,0,0,0,False,2023
82,001,1,2,2023-04-08,17:51:59,31517,31549,0,0,318.4,104.6,0,423,0,0,0,0,0,0,150568.94,150887.34,259.85,21.0,54.55,98.7,10.0,9.9,0,4.0,0,0,0.0,0,0,0,False,2023
83,001,1,2,2023-04-09,19:40:24,31550,31605,0,0,568.24,421.4,0,989.64,0,0,0,0,0,0,150887.34,151455.58,552.59,21.0,116.08,291.79,10.0,29.21,0,4.0,0,0,0.0,0,0,0,False,2023
84,001,1,2,2023-04-10,18:15:46,31606,31646,0,0,109.14,149.12,0,258.26,0,0,0,0,0,0,151455.58,151564.72,95.03,21.0,19.93,130.26,10.0,13.04,0,4.0,0,0,0.0,0,0,0,False,2023
85,001,1,2,2023-04-11,21:56:30,31647,31721,0,0,745.4,291.3,0,1036.7,0,0,0,0,0,0,151564.72,152310.12,693.31,21.0,145.59,179.8,10.0,18,0,4.0,0,0,0.0,0,0,0,False,2023
86,001,1,2,2023-04-13,15:26:03,31722,31727,0,0,10.5,50.4,0,60.9,0,0,0,0,0,0,152310.12,152320.62,30.59,21.0,6.41,21.72,10.0,2.18,0,4.0,0,0,0.0,0,0,0,False,2023
87,001,1,2,2023-04-14,21:01:53,31728,31749,0,0,129.24,139.6,0,268.84,0,0,0,0,0,0,152320.62,152449.86,103.43,21.0,21.72,130.63,10.0,13.07,0,4.0,0,0,0.0,0,0,0,False,2023
88,001,1,2,2023-04-15,17:49:36,31750,31786,0,0,247,282.9,0,529.9,0,0,0,0,0,0,152449.86,152696.86,343.24,21.0,72.06,104.17,10.0,10.43,0,4.0,0,0,0.0,0,0,0,False,2023
89,001,1,2,2023-04-16,18:12:22,31787,31832,0,0,520.42,291.3,0,811.72,0,0,0,0,0,0,152696.86,153217.28,548.88,21.0,115.25,134.17,10.0,13.43,0,4.0,0,0,0.0,0,0,0,False,2023
90,001,1,2,2023-04-17,16:09:36,31833,31863,0,0,271.02,195.2,0,466.22,0,0,0,0,0,0,153217.28,153488.3,249.01,21.0,52.32,149.91,10.0,14.99,0,4.0,0,0,0.0,0,0,0,False,2023
91,001,1,2,2023-04-18,18:12:33,31864,31871,0,0,55.3,42.5,0,97.8,0,0,0,0,0,0,153488.3,153543.6,60.1,21.0,12.6,22.82,10.0,2.28,0,4.0,0,0,0.0,0,0,0,False,2023
92,001,1,2,2023-04-20,19:52:52,31872,31884,0,0,58.4,158.5,0,216.9,0,0,0,0,0,0,153543.6,153602,99.69,21.0,20.91,87.55,10.0,8.75,0,4.0,0,0,0.0,0,0,0,False,2023
93,001,1,2,2023-04-21,21:41:01,31885,31908,0,0,169.4,167,0,336.4,0,0,0,0,0,0,153602,153771.4,174.29,21.0,36.61,114.09,10.0,11.41,0,4.0,0,0,0.0,0,0,0,False,2023
94,001,1,2,2023-04-24,16:18:30,31909,32002,0,0,821.32,700.1,0,1521.42,0,0,0,0,0,0,153771.4,154592.72,962.01,21.0,202.02,324.88,10.0,32.52,0,4.0,0,0,0.0,0,0,0,False,2023
95,001,1,2,2023-04-24,16:24:02,32003,32004,0,0,3.6,3,0,6.6,0,0,0,0,0,0,154592.72,154596.32,2.48,21.0,0.52,3.27,10.0,0.33,0,4.0,0,0,0.0,0,0,0,False,2023
96,001,1,2,2023-04-25,15:09:18,32005,32013,0,0,50.7,94.2,0,144.9,0,0,0,0,0,0,154596.32,154647.02,68.34,21.0,14.37,56.54,10.0,5.66,0,4.0,0,0,0.0,0,0,0,False,2023
97,001,1,2,2023-04-27,18:25:37,32014,32038,0,0,208.3,77.2,0,285.5,0,0,0,0,0,0,154647.02,154855.32,190.66,21.0,40.05,49.8,10.0,5,0,4.0,0,0,0.0,0,0,0,False,2023
98,001,1,2,2023-04-28,19:43:57,32039,32064,0,0,194.72,149.6,0,344.32,0,0,0,0,0,0,154855.32,155050.04,200.95,21.0,42.19,91.97,10.0,9.23,0,4.0,0,0,0.0,0,0,0,False,2023
99,001,1,2,2023-04-29,20:24:44,32065,32102,0,0,218.26,246.2,0,464.46,0,0,0,0,0,0,155050.04,155268.3,302.06,21.0,63.4,89.97,10.0,9.03,0,4.0,0,0,0.0,0,0,0,False,2023
100,001,1,2,2023-04-30,17:57:18,32103,32144,0,0,602,191.9,0,793.9,0,0,0,0,0,0,155268.3,155870.3,458.92,21.0,96.38,216.91,10.0,21.69,0,4.0,0,0,0.0,0,0,0,False,2023
101,001,1,2,2023-05-01,18:44:02,32145,32191,0,0,549.7,231.7,0,781.4,0,0,0,0,0,0,155870.3,156420,493.24,21.0,103.58,167.8,10.0,16.8,0,4.0,0,0,0.0,0,0,0,False,2023
102,001,1,2,2023-05-03,18:37:30,32192,32224,0,0,251.4,98.5,0,349.9,0,0,0,0,0,0,156420,156671.4,225.73,21.0,47.38,69.81,10.0,6.99,0,4.0,0,0,0.0,0,0,0,False,2023
103,001,1,2,2023-05-04,16:23:10,32225,32248,0,0,182.6,92.1,0,274.7,0,0,0,0,0,0,156671.4,156854,180.51,21.0,37.89,51.18,10.0,5.12,0,4.0,0,0,0.0,0,0,0,False,2023
104,001,1,2,2023-05-05,20:32:20,32249,32287,0,0,284.2,181.3,0,465.5,0,0,0,0,0,0,156854,157138.2,269.54,21.0,56.66,126.64,10.0,12.66,0,4.0,0,0,0.0,0,0,0,False,2023
105,001,1,2,2023-05-07,20:41:09,32288,32434,0,0,1525.4,727,0,2252.4,0,0,0,0,0,0,157138.2,158663.6,1356.66,21.0,284.85,555.35,10.0,55.55,0,4.0,0,0,0.0,0,0,0,False,2023
106,001,1,2,2023-05-08,16:44:09,32435,32467,0,0,286.7,120,0,406.7,0,0,0,0,0,0,158663.6,158950.3,252.08,21.0,52.92,92.45,10.0,9.25,0,4.0,0,0,0.0,0,0,0,False,2023
107,001,1,2,2023-05-09,17:04:08,32468,32479,2,3,84.2,85.6,0,149.8,20,0,0,0,0,0,158950.3,159034.5,108.44,21.0,22.76,35.09,10.0,3.51,0,4.0,0,0,0.0,0,0,0,False,2023
108,001,1,2,2023-05-11,17:20:08,32480,32505,0,0,192.5,57.4,0,249.9,0,0,0,0,0,0,159034.5,159227,182.24,21.0,38.26,26.73,10.0,2.67,0,4.0,0,0,0.0,0,0,0,False,2023
109,001,1,2,2023-05-13,21:53:32,32506,32598,0,0,1021.22,275.3,0,1296.52,0,0,0,0,0,0,159227,160248.22,835.74,21.0,175.5,259.32,10.0,25.98,0,4.0,0,0,0.0,0,0,0,False,2023
110,001,1,3,2023-05-18,08:52:59,32599,32717,0,0,820.56,646.4,0,1466.96,0,0,0,0,0,0,160248.22,161068.78,841.19,21.0,176.71,408.24,10.0,40.86,0,4.0,0,0,0.0,0,0,0,False,2023
111,001,1,3,2023-05-18,17:23:53,32721,32749,0,0,206.92,112,0,318.92,0,0,0,0,0,0,161068.78,161275.7,204.82,21.0,43,64.62,10.0,6.48,0,4.0,0,0,0.0,0,0,0,False,2023
112,001,1,3,2023-05-19,20:21:47,32750,32796,0,0,291.4,157,0,448.4,0,0,0,0,0,0,161275.7,161567.1,342.65,21.0,71.95,30.73,10.0,3.07,0,4.0,0,0,0.0,0,0,0,False,2023
113,001,1,3,2023-05-20,21:27:20,32797,32845,0,0,504.62,209.7,0,714.32,0,0,0,0,0,0,161567.1,162071.72,447.06,21.0,93.86,157.62,10.0,15.78,0,4.0,0,0,0.0,0,0,0,False,2023
114,001,1,3,2023-05-21,17:38:04,32846,32914,0,0,665,324.2,0,989.2,0,0,0,0,0,0,162071.72,162736.72,619.35,21.0,130.06,217.98,10.0,21.82,0,4.0,0,0,0.0,0,0,0,False,2023
115,001,1,3,2023-05-22,20:43:59,32915,32956,0,0,412.74,188.4,0,601.14,0,0,0,0,0,0,162736.72,163149.46,329.48,21.0,69.18,184.09,10.0,18.41,0,4.0,0,0,0.0,0,0,0,False,2023
116,001,1,3,2023-05-23,17:25:52,32957,32978,0,0,267.2,121.6,0,388.8,0,0,0,0,0,0,163149.46,163416.66,193.05,21.0,40.55,141.11,10.0,14.09,0,4.0,0,0,0.0,0,0,0,False,2023
117,001,1,3,2023-05-25,17:09:25,32979,32998,0,0,148.8,82.4,0,231.2,0,0,0,0,0,0,163416.66,163565.46,152.83,21.0,32.07,42.08,10.0,4.22,0,4.0,0,0,0.0,0,0,0,False,2023
