NUMTIC,CAJA,NUMCAJ,CAJLINEA,CODIGO,DESCRI,CANTIDAD,PRECIO,DTO,IVA,TOTLIN,COCINA,NOTAS,CANTSTOCK,TIPOLIN,CODCOMBI,COMCANSTK,CANCOCINA,year_file
29210,001,00100029210,001000000061670,1,E. POLLO,3.0,1.5,0.0,10.0,4.5,,,0.0,,,1.0,,2023
29210,001,00100029210,001000000061671,2,E. queso,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2023
29211,001,00100029211,001000000061672,2,E. queso,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2023
29211,001,00100029211,001000000061673,1,E. POLLO,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2023
29212,001,00100029212,001000000061674,20,B. platano,1.0,3.5,0.0,10.0,3.5,,,0.0,,,1.0,,2023
29212,001,00100029212,001000000061675,2,E. queso,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29213,001,00100029213,001000000061677,2588,BATIDO PAPAYA,1.0,3.5,0.0,21.0,3.5,,,0.0,,,1.0,,2023
29213,001,00100029213,001000000061678,20,B. platano,1.0,3.5,0.0,10.0,3.5,,,0.0,,,1.0,,2023
29213,001,00100029213,001000000061679,52,Refresco,1.0,1.7,0.0,10.0,1.7,,,0.0,,,1.0,,2023
29213,001,00100029213,001000000061680,1,E. POLLO,5.0,1.5,0.0,10.0,7.5,,,0.0,,,1.0,,2023
29213,001,00100029213,001000000061681,9,Salteña,1.0,2,0.0,10.0,2,,,0.0,,,1.0,,2023
29213,001,00100029213,001000000061682,144,tapas 2€,1.0,2,0.0,10.0,2,,,0.0,,,1.0,,2023
29214,001,00100029214,001000000061683,20,B. platano,2.0,3.5,0.0,10.0,7,,,0.0,,,1.0,,2023
29214,001,00100029214,001000000061684,9,Salteña,4.0,2,0.0,10.0,8,,,0.0,,,1.0,,2023
29215,001,00100029215,001000000061685,53,Vaso R.,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2023
29215,001,00100029215,001000000061686,177,Colacao,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2023
29215,001,00100029215,001000000061687,2,E. queso,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29215,001,00100029215,001000000061688,3,E. arroz,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29215,001,00100029215,001000000061689,9,Salteña,2.0,2,0.0,10.0,4,,,0.0,,,1.0,,2023
29216,001,00100029216,001000000061691,20,B. platano,2.0,3.5,0.0,10.0,7,,,0.0,,,1.0,,2023
29216,001,00100029216,001000000061692,217,alfajoz,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2023
29216,001,00100029216,001000000061693,2,E. queso,3.0,1.2,0.0,10.0,3.6,,,0.0,,,1.0,,2023
29216,001,00100029216,001000000061694,1,E. POLLO,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2023
29216,001,00100029216,001000000061695,2,E. queso,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29216,001,00100029216,001000000061696,3,E. arroz,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29215,001,00100029215,001000000061697,9,Salteña,1.0,2,0.0,10.0,2,,,0.0,,,1.0,,2023
29217,001,00100029217,001000000061699,9,Salteña,3.0,2,0.0,10.0,6,,,0.0,,,1.0,,2023
29217,001,00100029217,001000000061700,3,E. arroz,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2023
29217,001,00100029217,001000000061701,53,Vaso R.,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2023
29217,001,00100029217,001000000061702,174,Cafe Leche,1.0,1.3,0.0,10.0,1.3,,,0.0,,,1.0,,2023
29217,001,00100029217,001000000061703,025885,api,1.0,1.5,0.0,21.0,1.5,,,0.0,,,1.0,,2023
29218,001,00100029218,001000000061713,34,Patasca,2.0,7,0.0,10.0,14,,,0.0,,,1.0,,2023
29218,001,00100029218,001000000061714,53,Vaso R.,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2023
29218,001,00100029218,001000000061727,3,E. arroz,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29218,001,00100029218,001000000061728,10254,cuñape,2.0,1.5,0.0,21.0,3,,,0.0,,,1.0,,2023
29218,001,00100029218,001000000061729,53,Vaso R.,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2023
29219,001,00100029219,001000000061730,9,Salteña,3.0,2,0.0,10.0,6,,,0.0,,,1.0,,2023
29219,001,00100029219,001000000061731,10254,cuñape,3.0,1.5,0.0,21.0,4.5,,,0.0,,,1.0,,2023
29219,001,00100029219,001000000061732,3,E. arroz,3.0,1.2,0.0,10.0,3.6,,,0.0,,,1.0,,2023
29219,001,00100029219,001000000061734,4,E. maiz,3.0,1.2,0.0,10.0,3.6,,,0.0,,,1.0,,2023
29219,001,00100029219,001000000061735,10254,cuñape,2.0,1.5,0.0,21.0,3,,,0.0,,,1.0,,2023
29219,001,00100029219,001000000061736,3,E. arroz,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2023
29220,001,00100029220,001000000061737,53,Vaso R.,11.0,1,0.0,10.0,11,,,0.0,,,1.0,,2023
29221,001,00100029221,001000000061738,2,E. queso,3.0,1.2,0.0,10.0,3.6,,,0.0,,,1.0,,2023
29221,001,00100029221,001000000061739,1,E. POLLO,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061746,025885,cafe con leche G,1.0,1.5,0.0,21.0,1.5,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061747,20,B. platano,1.0,3.5,0.0,10.0,3.5,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061748,9,Salteña,3.0,2,0.0,10.0,6,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061749,1,E. POLLO,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061750,76,Quinto,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29223,001,00100029223,001000000061758,2,E. queso,3.0,1.2,0.0,10.0,3.6,,,0.0,,,1.0,,2023
29223,001,00100029223,001000000061759,1,E. POLLO,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2023
29223,001,00100029223,001000000061760,53,Vaso R.,23.0,1,0.0,10.0,23,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061766,10254,cuñape,2.0,1.5,0.0,21.0,3,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061767,2,E. queso,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061768,1,E. POLLO,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061769,9,Salteña,1.0,2,0.0,10.0,2,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061770,4,E. maiz,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061771,2,E. queso,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29222,001,00100029222,001000000061772,1,E. POLLO,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2023
29224,001,00100029224,001000000061773,171,solo,2.0,1.1,0.0,10.0,2.2,,,0.0,,,1.0,,2023
29224,001,00100029224,001000000061774,53,Vaso R.,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2023
29225,001,00100029225,001000000061776,2,E. queso,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2023
29225,001,00100029225,001000000061777,53,Vaso R.,20.0,1,0.0,10.0,20,,,0.0,,,1.0,,2023
29226,001,00100029226,001000000061778,50,Agua p.,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2023
