NUMERO,CODCAJA,VENDEDOR,CODUSU,FECHA,HORA,DESTIC,HASTIC,DESFAC,HASFAC,EFECTIVO,TARJETA,EFECBANCO,TTIC,TFAC,TTICPEN,DESMOV,HASMOV,TENTRADA,TSALIDA,ANSALDO,SALDO,BASEIMP1,IVA1,IMPIVA1,BASEIMP2,IVA2,IMPIVA2,BASEIMP3,IVA3,IMPIVA3,BASEIMP4,IVA4,IMPIVA4,COMENSALES,IMRECUENTO,CONTABILIZ,year_file
12,001,1,2,2020-06-27,00:50:41,227,271,0,0,231.2,0,0,231.2,0,0,0,0,0,0,1372.2,1603.4,2.48,21.0,0.52,207.47,10.0,20.73,0,4.0,0,0,0.0,0,0,0,False,2020
13,001,1,2,2020-06-28,00:52:39,272,319,0,0,249.1,0,0,249.1,0,0,0,0,0,0,1603.4,1852.5,2.48,21.0,0.52,223.71,10.0,22.39,0,4.0,0,0,0.0,0,0,0,False,2020
14,001,1,2,2020-06-29,00:16:51,320,365,0,0,346.2,0,0,346.2,0,0,0,0,0,0,1852.5,2198.7,2.48,21.0,0.52,312.01,10.0,31.19,0,4.0,0,0,0.0,0,0,0,False,2020
15,001,1,2,2020-06-29,23:02:53,366,413,0,0,245.9,11,0,256.9,0,0,0,0,0,0,2198.7,2444.6,2.48,21.0,0.52,230.87,10.0,23.03,0,4.0,0,0,0.0,0,0,0,False,2020
16,001,1,2,2020-06-30,22:08:21,414,444,0,0,143.3,0,0,143.3,0,0,0,0,0,0,2444.6,2587.9,0,21.0,0,130.29,10.0,13.01,0,4.0,0,0,0.0,0,0,0,False,2020
17,001,1,2,2020-07-02,00:06:51,445,469,0,0,79.6,0,0,79.6,0,0,0,0,0,0,2587.9,2667.5,0,21.0,0,72.38,10.0,7.22,0,4.0,0,0,0.0,0,0,0,False,2020
18,001,1,2,2020-07-02,22:52:21,470,493,0,0,172.2,0,0,172.2,0,0,0,0,0,0,2667.5,2839.7,4.96,21.0,1.04,151.1,10.0,15.1,0,4.0,0,0,0.0,0,0,0,False,2020
19,001,1,2,2020-07-04,00:10:32,494,530,0,0,88,0,0,88,0,0,0,0,0,0,2839.7,2927.7,0,21.0,0,80.04,10.0,7.96,0,4.0,0,0,0.0,0,0,0,False,2020
20,001,1,2,2020-07-04,22:40:11,531,554,0,0,116.8,18.5,0,135.3,0,0,0,0,0,0,2927.7,3044.5,0,21.0,0,123,10.0,12.3,0,4.0,0,0,0.0,0,0,0,False,2020
21,001,1,2,2020-07-05,20:53:08,555,604,0,0,136.1,0,0,136.1,0,0,0,0,0,0,3044.5,3180.6,0,21.0,0,123.74,10.0,12.36,0,4.0,0,0,0.0,0,0,0,False,2020
22,001,1,2,2020-07-06,21:41:15,605,634,0,0,108.3,0,0,108.3,0,0,0,0,0,0,3180.6,3288.9,0,21.0,0,98.46,10.0,9.84,0,4.0,0,0,0.0,0,0,0,False,2020
23,001,1,2,2020-07-07,22:04:49,635,645,0,0,49.2,0,0,49.2,0,0,0,0,0,0,3288.9,3338.1,0,21.0,0,44.73,10.0,4.47,0,4.0,0,0,0.0,0,0,0,False,2020
24,001,1,2,2020-07-08,20:48:17,646,665,0,0,77.2,0,0,77.2,0,0,0,0,0,0,3338.1,3415.3,0,21.0,0,70.18,10.0,7.02,0,4.0,0,0,0.0,0,0,0,False,2020
25,001,1,2,2020-07-09,23:45:47,666,693,0,0,146.2,17,0,163.2,0,0,0,0,0,0,3415.3,3561.5,2.48,21.0,0.52,145.66,10.0,14.54,0,4.0,0,0,0.0,0,0,0,False,2020
26,001,1,2,2020-07-11,00:25:13,694,736,0,0,249,26.5,0,275.5,0,0,0,0,0,0,3561.5,3810.5,0,21.0,0,250.49,10.0,25.01,0,4.0,0,0,0.0,0,0,0,False,2020
27,001,1,2,2020-07-11,23:43:27,737,769,0,0,215.8,33,0,248.8,0,0,0,0,0,0,3810.5,4026.3,4.96,21.0,1.04,220.74,10.0,22.06,0,4.0,0,0,0.0,0,0,0,False,2020
28,001,1,2,2020-07-12,22:52:58,770,828,0,0,247,0,0,247,0,0,0,0,0,0,4026.3,4273.3,2.48,21.0,0.52,221.84,10.0,22.16,0,4.0,0,0,0.0,0,0,0,False,2020
29,001,1,2,2020-07-13,22:15:05,829,854,0,0,119.2,0,0,119.2,0,0,0,0,0,0,4273.3,4392.5,2.48,21.0,0.52,105.62,10.0,10.58,0,4.0,0,0,0.0,0,0,0,False,2020
30,001,1,2,2020-07-14,22:34:17,855,880,0,0,157.4,0,0,157.4,0,0,0,0,0,0,4392.5,4549.9,0,21.0,0,143.08,10.0,14.32,0,4.0,0,0,0.0,0,0,0,False,2020
31,001,1,2,2020-07-15,23:28:56,881,916,0,0,119.2,0,0,119.2,0,0,0,0,0,0,4549.9,4669.1,0,21.0,0,108.4,10.0,10.8,0,4.0,0,0,0.0,0,0,0,False,2020
32,001,1,2,2020-07-16,23:50:21,917,945,0,0,138.8,15.1,0,153.9,0,0,0,0,0,0,4669.1,4807.9,0,21.0,0,139.9,10.0,14,0,4.0,0,0,0.0,0,0,0,False,2020
33,001,1,2,2020-07-17,23:39:15,946,972,0,0,179.8,0,0,179.8,0,0,0,0,0,0,4807.9,4987.7,2.48,21.0,0.52,160.77,10.0,16.03,0,4.0,0,0,0.0,0,0,0,False,2020
34,001,1,2,2020-07-19,00:24:28,973,1024,0,0,227,4,0,231,0,0,0,0,0,0,4987.7,5214.7,0,21.0,0,210.03,10.0,20.97,0,4.0,0,0,0.0,0,0,0,False,2020
35,001,1,2,2020-07-19,23:22:18,1025,1076,0,0,120.8,0,0,120.8,0,0,0,0,0,0,5214.7,5335.5,0,21.0,0,109.85,10.0,10.95,0,4.0,0,0,0.0,0,0,0,False,2020
36,001,1,2,2020-07-20,22:35:05,1077,1097,0,0,120.6,0,0,120.6,0,0,0,0,0,0,5335.5,5456.1,0,21.0,0,109.66,10.0,10.94,0,4.0,0,0,0.0,0,0,0,False,2020
37,001,1,2,2020-07-21,23:43:46,1098,1148,0,0,185.4,10.4,0,195.8,0,0,0,0,0,0,5456.1,5641.5,0,21.0,0,178.02,10.0,17.78,0,4.0,0,0,0.0,0,0,0,False,2020
38,001,1,2,2020-07-22,23:21:16,1149,1162,0,0,34,0,0,34,0,0,0,0,0,0,5641.5,5675.5,0,21.0,0,30.93,10.0,3.07,0,4.0,0,0,0.0,0,0,0,False,2020
39,001,1,2,2020-07-23,23:49:57,1163,1192,0,0,224,0,0,224,0,0,0,0,0,0,5675.5,5899.5,9.92,21.0,2.08,192.72,10.0,19.28,0,4.0,0,0,0.0,0,0,0,False,2020
40,001,1,2,2020-07-24,23:45:10,1193,1211,0,0,63.2,0,0,63.2,0,0,0,0,0,0,5899.5,5962.7,0,21.0,0,57.47,10.0,5.73,0,4.0,0,0,0.0,0,0,0,False,2020
41,001,1,2,2020-07-25,23:42:59,1212,1256,0,0,200.2,0,0,200.2,0,0,0,0,0,0,5962.7,6162.9,0,21.0,0,182.03,10.0,18.17,0,4.0,0,0,0.0,0,0,0,False,2020
42,001,1,2,2020-07-26,18:54:08,1257,1284,0,0,232.6,0,0,232.6,0,0,0,0,0,0,6162.9,6395.5,7.44,21.0,1.56,203.3,10.0,20.3,0,4.0,0,0,0.0,0,0,0,False,2020
43,001,1,2,2020-07-27,21:47:07,1285,1308,0,0,122.7,17.5,0,140.2,0,0,0,0,0,0,6395.5,6518.2,0,21.0,0,127.47,10.0,12.73,0,4.0,0,0,0.0,0,0,0,False,2020
44,001,1,2,2020-07-28,23:54:41,1309,1345,0,0,118.7,0,0,118.7,0,0,0,0,0,0,6518.2,6636.9,0,21.0,0,107.93,10.0,10.77,0,4.0,0,0,0.0,0,0,0,False,2020
45,001,1,2,2020-07-29,23:59:57,1346,1366,0,0,93,0,0,93,0,0,0,0,0,0,6636.9,6729.9,0,21.0,0,84.56,10.0,8.44,0,4.0,0,0,0.0,0,0,0,False,2020
46,001,1,2,2020-07-30,23:38:56,1367,1387,0,0,94,0,0,94,0,0,0,0,0,0,6729.9,6823.9,0,21.0,0,85.47,10.0,8.53,0,4.0,0,0,0.0,0,0,0,False,2020
47,001,1,2,2020-08-01,00:02:13,1388,1403,0,0,103.5,0,0,103.5,0,0,0,0,0,0,6823.9,6927.4,2.48,21.0,0.52,91.37,10.0,9.13,0,4.0,0,0,0.0,0,0,0,False,2020
48,001,1,2,2020-08-02,00:31:11,1404,1421,0,0,55.7,0,0,55.7,0,0,0,0,0,0,6927.4,6983.1,0,21.0,0,50.65,10.0,5.05,0,4.0,0,0,0.0,0,0,0,False,2020
49,001,1,2,2020-08-02,22:53:54,1422,1446,0,0,224.6,7.5,0,232.1,0,0,0,0,0,0,6983.1,7207.7,7.44,21.0,1.56,202.8,10.0,20.3,0,4.0,0,0,0.0,0,0,0,False,2020
50,001,1,2,2020-08-03,22:56:43,1447,1482,0,0,161.7,25,0,186.7,0,0,0,0,0,0,7207.7,7369.4,0,21.0,0,169.74,10.0,16.96,0,4.0,0,0,0.0,0,0,0,False,2020
51,001,1,2,2020-08-05,00:34:19,1483,1488,0,0,11.9,0,0,11.9,0,0,0,0,0,0,7369.4,7381.3,0,21.0,0,10.82,10.0,1.08,0,4.0,0,0,0.0,0,0,0,False,2020
52,001,1,2,2020-08-06,01:22:41,1489,1514,0,0,105.6,96.9,0,202.5,0,0,0,0,0,0,7381.3,7486.9,0,21.0,0,184.09,10.0,18.41,0,4.0,0,0,0.0,0,0,0,False,2020
53,001,1,2,2020-08-07,00:55:44,1515,1535,0,0,54.5,20.4,0,74.9,0,0,0,0,0,0,7486.9,7541.4,0,21.0,0,68.11,10.0,6.79,0,4.0,0,0,0.0,0,0,0,False,2020
54,001,1,3,2020-08-07,23:44:46,1536,1546,0,0,46.5,75,0,121.5,0,0,0,0,0,0,7541.4,7587.9,0,21.0,0,110.43,10.0,11.07,0,4.0,0,0,0.0,0,0,0,False,2020
55,001,1,3,2020-08-09,01:16:51,1547,1563,0,0,50.2,47.7,0,97.9,0,0,0,0,0,0,7587.9,7638.1,0,21.0,0,89,10.0,8.9,0,4.0,0,0,0.0,0,0,0,False,2020
56,001,1,3,2020-08-09,21:26:44,1564,1577,0,0,36.2,177.5,0,213.7,0,0,0,0,0,0,7638.1,7674.3,0,21.0,0,194.28,10.0,19.42,0,4.0,0,0,0.0,0,0,0,False,2020
57,001,1,3,2020-08-10,20:54:13,1578,1613,0,0,85.1,72.5,0,157.6,0,0,0,0,0,0,7674.3,7759.4,0,21.0,0,143.3,10.0,14.3,0,4.0,0,0,0.0,0,0,0,False,2020
58,001,1,3,2020-08-11,20:05:30,1614,1629,0,0,70.5,82,0,152.5,0,0,0,0,0,0,7759.4,7829.9,0,21.0,0,138.63,10.0,13.87,0,4.0,0,0,0.0,0,0,0,False,2020
59,001,1,3,2020-08-13,00:00:54,1630,1637,0,0,4.4,85.5,0,89.9,0,0,0,0,0,0,7829.9,7834.3,0,21.0,0,81.73,10.0,8.17,0,4.0,0,0,0.0,0,0,0,False,2020
60,001,1,3,2020-08-14,01:12:20,1638,1643,0,0,17,38,0,55,0,0,0,0,0,0,7834.3,7851.3,0,21.0,0,49.99,10.0,5.01,0,4.0,0,0,0.0,0,0,0,False,2020
61,001,1,3,2020-08-15,01:13:54,1644,1653,0,0,21,89.5,0,110.5,0,0,0,0,0,0,7851.3,7872.3,0,21.0,0,100.44,10.0,10.06,0,4.0,0,0,0.0,0,0,0,False,2020
62,001,1,3,2020-08-15,22:40:12,1654,1670,0,0,53,117,0,170,0,0,0,0,0,0,7872.3,7925.3,0,21.0,0,154.53,10.0,15.47,0,4.0,0,0,0.0,0,0,0,False,2020
63,001,1,3,2020-08-16,21:52:15,1671,1679,0,0,16.2,99,0,115.2,0,0,0,0,0,0,7925.3,7941.5,0,21.0,0,104.73,10.0,10.47,0,4.0,0,0,0.0,0,0,0,False,2020
64,001,1,3,2020-08-17,20:08:54,1680,1682,0,0,8,12,0,20,0,0,0,0,0,0,7941.5,7949.5,0,21.0,0,18.18,10.0,1.82,0,4.0,0,0,0.0,0,0,0,False,2020
65,001,1,3,2020-08-18,19:33:07,1683,1696,0,0,37.5,117.5,0,155,0,0,0,0,0,0,7949.5,7987,0,21.0,0,140.91,10.0,14.09,0,4.0,0,0,0.0,0,0,0,False,2020
66,001,1,3,2020-08-19,23:29:25,1697,1721,0,0,109.5,0,0,109.5,0,0,0,0,0,0,7987,8096.5,0,21.0,0,99.56,10.0,9.94,0,4.0,0,0,0.0,0,0,0,False,2020
67,001,1,2,2020-08-20,23:17:09,1722,1758,0,0,199.2,0,0,199.2,0,0,0,0,0,0,8096.5,8295.7,0,21.0,0,181.1,10.0,18.1,0,4.0,0,0,0.0,0,0,0,False,2020
68,001,1,2,2020-08-22,00:42:55,1759,1778,0,0,90.5,0,0,90.5,0,0,0,0,0,0,8295.7,8386.2,0,21.0,0,82.3,10.0,8.2,0,4.0,0,0,0.0,0,0,0,False,2020
69,001,1,2,2020-08-22,22:18:30,1779,1816,0,0,143.7,0,0,143.7,0,0,0,0,0,0,8386.2,8529.9,2.48,21.0,0.52,127.9,10.0,12.8,0,4.0,0,0,0.0,0,0,0,False,2020
70,001,1,2,2020-08-23,20:15:42,1817,1898,0,0,599.2,0,0,599.2,0,0,0,0,0,0,8529.9,9129.1,0,21.0,0,544.72,10.0,54.48,0,4.0,0,0,0.0,0,0,0,False,2020
71,001,1,2,2020-08-24,20:04:12,1899,1932,0,0,219.5,12.2,0,231.7,0,0,0,0,0,0,9129.1,9348.6,1.65,21.0,0.35,208.85,10.0,20.85,0,4.0,0,0,0.0,0,0,0,False,2020
72,001,1,2,2020-08-25,22:01:29,1933,1969,0,0,206,7.5,0,213.5,0,0,0,0,0,0,9348.6,9554.6,0.83,21.0,0.17,193.18,10.0,19.32,0,4.0,0,0,0.0,0,0,0,False,2020
73,001,1,2,2020-08-26,22:37:20,1970,2006,0,0,161.2,15.5,0,176.7,0,0,0,0,0,0,9554.6,9715.8,0,21.0,0,160.61,10.0,16.09,0,4.0,0,0,0.0,0,0,0,False,2020
74,001,1,2,2020-08-27,22:36:54,2007,2039,0,0,173.7,72,0,245.7,0,0,0,0,0,0,9715.8,9889.5,1.66,21.0,0.34,221.56,10.0,22.14,0,4.0,0,0,0.0,0,0,0,False,2020
75,001,1,2,2020-08-28,23:29:20,2040,2063,0,0,190.8,9.5,0,200.3,0,0,0,0,0,0,9889.5,10080.3,2.48,21.0,0.52,179.38,10.0,17.92,0,4.0,0,0,0.0,0,0,0,False,2020
76,001,1,2,2020-08-29,22:53:03,2064,2094,0,0,246.8,25,0,271.8,0,0,0,0,0,0,10080.3,10327.1,0,21.0,0,247.08,10.0,24.72,0,4.0,0,0,0.0,0,0,0,False,2020
77,001,1,2,2020-08-30,21:47:43,2095,2179,0,0,661.2,25.4,0,686.6,0,0,0,0,0,0,10327.1,10988.3,6.62,21.0,1.38,616.89,10.0,61.71,0,4.0,0,0,0.0,0,0,0,False,2020
78,001,1,2,2020-08-31,18:33:22,2180,2203,0,0,133.3,76.1,0,209.4,0,0,0,0,0,0,10988.3,11121.6,0,21.0,0,190.35,10.0,19.05,0,4.0,0,0,0.0,0,0,0,False,2020
79,001,1,2,2020-09-01,18:46:49,2204,2213,0,0,56.9,15,0,71.9,0,0,0,0,0,0,11121.6,11178.5,0,21.0,0,65.35,10.0,6.55,0,4.0,0,0,0.0,0,0,0,False,2020
80,001,1,2,2020-09-02,23:01:48,2214,2248,0,0,126,0,0,126,0,0,0,0,0,0,11178.5,11304.5,0,21.0,0,114.56,10.0,11.44,0,4.0,0,0,0.0,0,0,0,False,2020
81,001,1,2,2020-09-03,22:42:57,2249,2277,0,0,116.4,0,0,116.4,0,0,0,0,0,0,11304.5,11420.9,0,21.0,0,105.82,10.0,10.58,0,4.0,0,0,0.0,0,0,0,False,2020
82,001,1,2,2020-09-04,23:23:38,2278,2298,0,0,112.4,62.5,0,195.1,0,20.2,0,0,0,0,11420.9,11533.3,8.27,21.0,1.73,168.27,10.0,16.83,0,4.0,0,0,0.0,0,0,0,False,2020
83,001,1,2,2020-09-05,22:45:07,2299,2332,0,0,179.5,9.2,0,188.7,0,0,0,0,0,0,11533.3,11712.8,0,21.0,0,171.54,10.0,17.16,0,4.0,0,0,0.0,0,0,0,False,2020
84,001,1,2,2020-09-06,20:40:12,2333,2400,0,0,553.5,154,0,707.5,0,0,0,0,0,0,11712.8,12266.3,9.92,21.0,2.08,632.24,10.0,63.26,0,4.0,0,0,0.0,0,0,0,False,2020
85,001,1,2,2020-09-07,19:42:40,2401,2426,0,0,116.2,29.2,0,145.4,0,0,0,0,0,0,12266.3,12382.5,0,21.0,0,132.16,10.0,13.24,0,4.0,0,0,0.0,0,0,0,False,2020
86,001,1,2,2020-09-08,19:51:33,2427,2444,0,0,115.7,0,0,115.7,0,0,0,0,0,0,12382.5,12498.2,0,21.0,0,105.18,10.0,10.52,0,4.0,0,0,0.0,0,0,0,False,2020
87,001,1,2,2020-09-09,22:58:15,2445,2464,0,0,77.9,0,0,77.9,0,0,0,0,0,0,12498.2,12576.1,0,21.0,0,70.83,10.0,7.07,0,4.0,0,0,0.0,0,0,0,False,2020
88,001,1,2,2020-09-10,22:17:57,2465,2502,0,0,210.4,11,0,221.4,0,0,0,0,0,0,12576.1,12786.5,0.83,21.0,0.17,200.37,10.0,20.03,0,4.0,0,0,0.0,0,0,0,False,2020
89,001,1,2,2020-09-11,22:53:33,2503,2540,0,0,166,53.3,0,219.3,0,0,0,0,0,0,12786.5,12952.5,10.75,21.0,2.25,187.54,10.0,18.76,0,4.0,0,0,0.0,0,0,0,False,2020
90,001,1,2,2020-09-12,23:48:32,2541,2563,0,0,141.4,8.7,0,150.1,0,0,0,0,0,0,12952.5,13093.9,2.48,21.0,0.52,133.72,10.0,13.38,0,4.0,0,0,0.0,0,0,0,False,2020
91,001,1,2,2020-09-13,21:42:01,2564,2628,0,0,352.4,70.1,0,422.5,0,0,0,0,0,0,13093.9,13446.3,18.19,21.0,3.81,364.07,10.0,36.43,0,4.0,0,0,0.0,0,0,0,False,2020
92,001,1,2,2020-09-14,18:58:09,2629,2669,0,0,114.2,0,0,114.2,0,0,0,0,0,0,13446.3,13560.5,0,21.0,0,103.85,10.0,10.35,0,4.0,0,0,0.0,0,0,0,False,2020
93,001,1,2,2020-09-15,20:44:26,2670,2695,0,0,100.4,0,0,100.4,0,0,0,0,0,0,13560.5,13660.9,0,21.0,0,91.27,10.0,9.13,0,4.0,0,0,0.0,0,0,0,False,2020
94,001,1,2,2020-09-16,22:58:12,2696,2715,0,0,61.9,0,0,61.9,0,0,0,0,0,0,13660.9,13722.8,0,21.0,0,56.29,10.0,5.61,0,4.0,0,0,0.0,0,0,0,False,2020
95,001,1,2,2020-09-17,22:46:48,2716,2764,0,0,120.7,7.7,0,128.4,0,0,0,0,0,0,13722.8,13843.5,0,21.0,0,116.7,10.0,11.7,0,4.0,0,0,0.0,0,0,0,False,2020
96,001,1,2,2020-09-19,00:32:35,2765,2829,0,0,127.9,0,0,127.9,0,0,0,0,0,0,13843.5,13971.4,0,21.0,0,116.29,10.0,11.61,0,4.0,0,0,0.0,0,0,0,False,2020
97,001,1,2,2020-09-19,23:49:05,2830,2895,0,0,258.5,0,0,258.5,0,0,0,0,0,0,13971.4,14229.9,0,21.0,0,235.02,10.0,23.48,0,4.0,0,0,0.0,0,0,0,False,2020
98,001,1,2,2020-09-21,00:59:42,2896,2960,0,0,388.9,0,0,388.9,0,0,0,0,0,0,14229.9,14618.8,0,21.0,0,353.55,10.0,35.35,0,4.0,0,0,0.0,0,0,0,False,2020
99,001,1,2,2020-09-22,00:51:04,2961,3007,0,0,133.6,0,0,133.6,0,0,0,0,0,0,14618.8,14752.4,0,21.0,0,121.48,10.0,12.12,0,4.0,0,0,0.0,0,0,0,False,2020
100,001,1,2,2020-09-22,18:40:50,3008,3042,0,0,60,0,0,60,0,0,0,0,0,0,14752.4,14812.4,0,21.0,0,54.57,10.0,5.43,0,4.0,0,0,0.0,0,0,0,False,2020
101,001,1,2,2020-09-23,21:27:26,3043,3099,0,0,166.5,13,0,179.5,0,0,0,0,0,0,14812.4,14978.9,0,21.0,0,163.2,10.0,16.3,0,4.0,0,0,0.0,0,0,0,False,2020
102,001,1,2,2020-09-24,22:18:50,3100,3152,0,0,131.1,6,0,137.1,0,0,0,0,0,0,14978.9,15110,0,21.0,0,124.64,10.0,12.46,0,4.0,0,0,0.0,0,0,0,False,2020
103,001,1,2,2020-09-25,23:36:34,3153,3192,0,0,63.7,2,0,65.7,0,0,0,0,0,0,15110,15173.7,0,21.0,0,59.74,10.0,5.96,0,4.0,0,0,0.0,0,0,0,False,2020
104,001,1,2,2020-09-27,00:18:11,3193,3221,0,0,72.8,12.5,0,85.3,0,0,0,0,0,0,15173.7,15246.5,0,21.0,0,77.54,10.0,7.76,0,4.0,0,0,0.0,0,0,0,False,2020
105,001,1,2,2020-09-27,18:39:42,3222,3315,0,0,513.1,0,0,513.1,0,0,0,0,0,0,15246.5,15759.6,2.48,21.0,0.52,463.78,10.0,46.32,0,4.0,0,0,0.0,0,0,0,False,2020
106,001,1,2,2020-09-28,20:10:50,3316,3343,0,0,80.7,0,0,80.7,0,0,0,0,0,0,15759.6,15840.3,0,21.0,0,73.39,10.0,7.31,0,4.0,0,0,0.0,0,0,0,False,2020
107,001,1,2,2020-09-29,21:49:36,3344,3364,0,0,83.7,0,0,83.7,0,0,0,0,0,0,15840.3,15924,0,21.0,0,76.08,10.0,7.62,0,4.0,0,0,0.0,0,0,0,False,2020
108,001,1,2,2020-09-30,22:09:01,3365,3379,0,0,47.1,0,0,47.1,0,0,0,0,0,0,15924,15971.1,0,21.0,0,42.81,10.0,4.29,0,4.0,0,0,0.0,0,0,0,False,2020
109,001,1,2,2020-10-01,23:14:14,3380,3399,0,0,94.6,0,0,94.6,0,0,0,0,0,0,15971.1,16065.7,0,21.0,0,85.99,10.0,8.61,0,4.0,0,0,0.0,0,0,0,False,2020
110,001,1,2,2020-10-02,23:21:46,3400,3441,0,0,228.2,0,0,228.2,0,0,0,0,0,0,16065.7,16293.9,0,21.0,0,207.44,10.0,20.76,0,4.0,0,0,0.0,0,0,0,False,2020
111,001,1,2,2020-10-03,22:33:33,3442,3508,0,0,352.4,61.9,0,414.3,0,0,0,0,0,0,16293.9,16646.3,0,21.0,0,376.64,10.0,37.66,0,4.0,0,0,0.0,0,0,0,False,2020
112,001,1,2,2020-10-04,20:04:42,3509,3582,0,0,573.4,9.5,0,582.9,0,0,0,0,0,0,16646.3,17219.7,0,21.0,0,529.9,10.0,53,0,4.0,0,0,0.0,0,0,0,False,2020
113,001,1,2,2020-10-05,20:10:56,3583,3637,0,0,148.3,50,0,198.3,0,0,0,0,0,0,17219.7,17368,0,21.0,0,180.29,10.0,18.01,0,4.0,0,0,0.0,0,0,0,False,2020
114,001,1,2,2020-10-06,20:22:00,3638,3667,0,0,82.6,0,0,82.6,0,0,0,0,0,0,17368,17450.6,0,21.0,0,75.06,10.0,7.54,0,4.0,0,0,0.0,0,0,0,False,2020
115,001,1,2,2020-10-07,21:53:12,3668,3727,0,0,273.9,5,0,278.9,0,0,0,0,0,0,17450.6,17724.5,0,21.0,0,253.55,10.0,25.35,0,4.0,0,0,0.0,0,0,0,False,2020
116,001,1,2,2020-10-08,22:31:01,3728,3786,0,0,165.5,55,0,220.5,0,0,0,0,0,0,17724.5,17890,0,21.0,0,200.48,10.0,20.02,0,4.0,0,0,0.0,0,0,0,False,2020
117,001,1,2,2020-10-09,23:35:20,3787,3820,0,0,87.5,50.5,0,138,0,0,0,0,0,0,17890,17977.5,0,21.0,0,125.47,10.0,12.53,0,4.0,0,0,0.0,0,0,0,False,2020
118,001,1,2,2020-10-10,21:55:25,3821,3889,0,0,176.2,163.8,0,340,0,0,0,0,0,0,17977.5,18153.7,0,21.0,0,309.1,10.0,30.9,0,4.0,0,0,0.0,0,0,0,False,2020
119,001,1,2,2020-10-11,20:06:16,3890,3983,0,0,724.3,30,0,754.3,0,0,0,0,0,0,18153.7,18878,0,21.0,0,685.73,10.0,68.57,0,4.0,0,0,0.0,0,0,0,False,2020
120,001,1,2,2020-10-12,20:36:54,3984,4050,0,0,242.6,68,0,310.6,0,0,0,0,0,0,18878,19120.6,0,21.0,0,282.36,10.0,28.24,0,4.0,0,0,0.0,0,0,0,False,2020
121,001,1,2,2020-10-13,19:45:24,4051,4121,0,0,128.3,0,0,128.3,0,0,0,0,0,0,19120.6,19248.9,0,21.0,0,116.62,10.0,11.68,0,4.0,0,0,0.0,0,0,0,False,2020
122,001,1,2,2020-10-14,22:21:27,4122,4190,0,0,115.9,0,0,115.9,0,0,0,0,0,0,19248.9,19364.8,0,21.0,0,105.33,10.0,10.57,0,4.0,0,0,0.0,0,0,0,False,2020
