NUMERO,CODCAJA,VENDEDOR,CODUSU,FECHA,HORA,DESTIC,HASTIC,DESFAC,HASFAC,EFECTIVO,TARJETA,EFECBANCO,TTIC,TFAC,TTICPEN,DESMOV,HASMOV,TENTRADA,TSALIDA,ANSALDO,SALDO,BASEIMP1,IVA1,IMPIVA1,BASEIMP2,IVA2,IMPIVA2,BASEIMP3,IVA3,IMPIVA3,BASEIMP4,IVA4,IMPIVA4,COMENSALES,IMRECUENTO,CONTABILIZ,year_file
123,001,1,2,2020-10-15,21:30:30,4191,4278,0,0,125.2,70.5,0,195.7,0,0,0,0,0,0,19364.8,19490,0,21.0,0,177.86,10.0,17.84,0,4.0,0,0,0.0,0,0,0,False,2020
124,001,1,2,2020-10-16,22:07:01,4279,4378,0,0,133.8,60,0,193.8,0,0,0,0,0,0,19490,19623.8,0,21.0,0,176.11,10.0,17.69,0,4.0,0,0,0.0,0,0,0,False,2020
125,001,1,2,2020-10-17,20:18:26,4379,4458,0,0,102,74,0,176,0,0,0,0,0,0,19623.8,19725.8,0,21.0,0,159.9,10.0,16.1,0,4.0,0,0,0.0,0,0,0,False,2020
126,001,1,2,2020-10-18,21:02:47,4459,4585,0,0,924.9,0,0,924.9,0,0,0,0,0,0,19725.8,20650.7,0,21.0,0,840.72,10.0,84.18,0,4.0,0,0,0.0,0,0,0,False,2020
127,001,1,2,2020-10-19,18:22:28,4586,4623,0,0,137.1,0,0,137.1,0,0,0,0,0,0,20650.7,20787.8,0,21.0,0,124.64,10.0,12.46,0,4.0,0,0,0.0,0,0,0,False,2020
128,001,1,2,2020-10-20,20:09:05,4624,4653,0,0,72.2,0,0,72.2,0,0,0,0,0,0,20787.8,20860,0,21.0,0,65.65,10.0,6.55,0,4.0,0,0,0.0,0,0,0,False,2020
129,001,1,2,2020-10-21,20:19:18,4654,4732,0,0,111.2,49.4,0,160.6,0,0,0,0,0,0,20860,20971.2,0,21.0,0,145.96,10.0,14.64,0,4.0,0,0,0.0,0,0,0,False,2020
130,001,1,2,2020-10-22,19:20:21,4733,4775,0,0,51.5,48.6,0,100.1,0,0,0,0,0,0,20971.2,21022.7,0,21.0,0,90.97,10.0,9.13,0,4.0,0,0,0.0,0,0,0,False,2020
131,001,1,2,2020-10-23,19:37:02,4776,4842,0,0,53.2,71.4,0,124.6,0,0,0,0,0,0,21022.7,21075.9,0,21.0,0,113.16,10.0,11.44,0,4.0,0,0,0.0,0,0,0,False,2020
132,001,1,2,2020-10-24,21:19:46,4843,4893,0,0,61.3,34.5,0,95.8,0,0,0,0,0,0,21075.9,21137.2,0,21.0,0,87.06,10.0,8.74,0,4.0,0,0,0.0,0,0,0,False,2020
133,001,1,2,2020-10-25,18:03:42,4894,4954,0,0,896.4,41.9,0,938.3,0,0,0,0,0,0,21137.2,22033.6,1.24,21.0,0.26,851.63,10.0,85.17,0,4.0,0,0,0.0,0,0,0,False,2020
134,001,1,2,2020-10-26,19:15:04,4955,5001,0,0,129.1,0,0,129.1,0,0,0,0,0,0,22033.6,22162.7,0,21.0,0,117.36,10.0,11.74,0,4.0,0,0,0.0,0,0,0,False,2020
135,001,1,2,2020-10-27,18:27:30,5002,5018,0,0,43.5,0,0,43.5,0,0,0,0,0,0,22162.7,22206.2,0,21.0,0,39.53,10.0,3.97,0,4.0,0,0,0.0,0,0,0,False,2020
136,001,1,2,2020-10-29,00:34:48,5019,5064,0,0,36.6,28,0,64.6,0,0,0,0,0,0,22206.2,22242.8,0,21.0,0,58.65,10.0,5.95,0,4.0,0,0,0.0,0,0,0,False,2020
137,001,1,2,2020-11-11,21:06:22,5065,5095,0,0,14.7,29,0,43.7,0,0,0,0,0,0,22242.8,22257.5,0,21.0,0,39.61,10.0,4.09,0,4.0,0,0,0.0,0,0,0,False,2020
138,001,1,2,2020-11-12,19:45:22,5096,5127,0,0,94.3,44,0,138.3,0,0,0,0,0,0,22257.5,22351.8,0,21.0,0,125.73,10.0,12.57,0,4.0,0,0,0.0,0,0,0,False,2020
139,001,1,2,2020-11-13,19:49:01,5128,5156,0,0,92.6,48,0,140.6,0,0,0,0,0,0,22351.8,22444.4,0,21.0,0,127.83,10.0,12.77,0,4.0,0,0,0.0,0,0,0,False,2020
140,001,1,2,2020-11-14,18:00:07,5157,5187,0,0,117.6,0,0,117.6,0,0,0,0,0,0,22444.4,22562,0,21.0,0,106.91,10.0,10.69,0,4.0,0,0,0.0,0,0,0,False,2020
141,001,1,2,2020-11-15,17:54:03,5188,5236,0,0,189.4,32.9,0,222.3,0,0,0,0,0,0,22562,22751.4,0,21.0,0,202.06,10.0,20.24,0,4.0,0,0,0.0,0,0,0,False,2020
142,001,1,2,2020-11-16,20:29:30,5237,5253,0,0,52,0,0,52,0,0,0,0,0,0,22751.4,22803.4,0,21.0,0,47.24,10.0,4.76,0,4.0,0,0,0.0,0,0,0,False,2020
143,001,1,2,2020-11-17,17:38:29,5254,5271,0,0,86.7,0,0,86.7,0,0,0,0,0,0,22803.4,22890.1,0,21.0,0,78.8,10.0,7.9,0,4.0,0,0,0.0,0,0,0,False,2020
144,001,1,2,2020-11-18,18:27:05,5272,5304,0,0,79.2,22,0,101.2,0,0,0,0,0,0,22890.1,22969.3,0,21.0,0,91.99,10.0,9.21,0,4.0,0,0,0.0,0,0,0,False,2020
145,001,1,2,2020-11-19,18:57:40,5305,5315,0,0,45,0,0,45,0,0,0,0,0,0,22969.3,23014.3,0,21.0,0,40.9,10.0,4.1,0,4.0,0,0,0.0,0,0,0,False,2020
146,001,1,2,2020-11-20,17:43:15,5316,5328,0,0,51,0,0,51,0,0,0,0,0,0,23014.3,23065.3,0,21.0,0,46.37,10.0,4.63,0,4.0,0,0,0.0,0,0,0,False,2020
147,001,1,2,2020-11-21,17:27:54,5329,5363,0,0,170,0,0,170,0,0,0,0,0,0,23065.3,23235.3,0,21.0,0,154.51,10.0,15.49,0,4.0,0,0,0.0,0,0,0,False,2020
148,001,1,2,2020-11-22,16:21:04,5364,5386,0,0,157.7,0,0,157.7,0,0,0,0,0,0,23235.3,23393,0,21.0,0,143.37,10.0,14.33,0,4.0,0,0,0.0,0,0,0,False,2020
149,001,1,2,2020-11-23,16:11:17,5387,5416,0,0,401.2,0,0,401.2,0,0,0,0,0,0,23393,23794.2,0,21.0,0,364.74,10.0,36.46,0,4.0,0,0,0.0,0,0,0,False,2020
150,001,1,2,2020-11-24,17:14:08,5417,5433,0,0,63.5,0,0,63.5,0,0,0,0,0,0,23794.2,23857.7,0,21.0,0,57.74,10.0,5.76,0,4.0,0,0,0.0,0,0,0,False,2020
151,001,1,2,2020-11-25,16:37:13,5434,5449,0,0,71.5,0,0,71.5,0,0,0,0,0,0,23857.7,23929.2,0,21.0,0,65.01,10.0,6.49,0,4.0,0,0,0.0,0,0,0,False,2020
152,001,1,2,2020-11-26,17:22:54,5450,5470,0,0,80,0,0,80,0,0,0,0,0,0,23929.2,24009.2,0,21.0,0,72.72,10.0,7.28,0,4.0,0,0,0.0,0,0,0,False,2020
153,001,1,2,2020-11-27,16:09:44,5471,5489,0,0,83.1,0,0,83.1,0,0,0,0,0,0,24009.2,24092.3,0,21.0,0,75.54,10.0,7.56,0,4.0,0,0,0.0,0,0,0,False,2020
154,001,1,2,2020-11-28,16:45:15,5490,5505,0,0,70.5,0,0,70.5,0,0,0,0,0,0,24092.3,24162.8,0,21.0,0,64.08,10.0,6.42,0,4.0,0,0,0.0,0,0,0,False,2020
155,001,1,2,2020-11-29,16:39:17,5506,5534,0,0,179.5,0,0,179.5,0,0,0,0,0,0,24162.8,24342.3,0,21.0,0,163.2,10.0,16.3,0,4.0,0,0,0.0,0,0,0,False,2020
156,001,1,2,2020-11-30,17:49:52,5535,5549,0,0,54.4,0,0,54.4,0,0,0,0,0,0,24342.3,24396.7,0,21.0,0,49.44,10.0,4.96,0,4.0,0,0,0.0,0,0,0,False,2020
157,001,1,2,2020-12-01,16:30:12,5550,5566,0,0,83.2,0,0,83.2,0,0,0,0,0,0,24396.7,24479.9,0,21.0,0,75.65,10.0,7.55,0,4.0,0,0,0.0,0,0,0,False,2020
158,001,1,2,2020-12-02,16:00:03,5567,5590,0,0,107.4,0,0,107.4,0,0,0,0,0,0,24479.9,24587.3,0,21.0,0,97.63,10.0,9.77,0,4.0,0,0,0.0,0,0,0,False,2020
159,001,1,2,2020-12-03,17:39:07,5591,5608,0,0,60,0,0,60,0,0,0,0,0,0,24587.3,24647.3,0,21.0,0,54.57,10.0,5.43,0,4.0,0,0,0.0,0,0,0,False,2020
160,001,1,2,2020-12-04,16:27:32,5609,5628,0,0,60.9,0,0,60.9,0,0,0,0,0,0,24647.3,24708.2,0,21.0,0,55.37,10.0,5.53,0,4.0,0,0,0.0,0,0,0,False,2020
161,001,1,2,2020-12-05,16:42:17,5629,5660,0,0,167.1,0,0,167.1,0,0,0,0,0,0,24708.2,24875.3,0,21.0,0,151.87,10.0,15.23,0,4.0,0,0,0.0,0,0,0,False,2020
162,001,1,2,2020-12-06,16:11:25,5661,5698,0,0,198,0,0,198,0,0,0,0,0,0,24875.3,25073.3,0,21.0,0,179.98,10.0,18.02,0,4.0,0,0,0.0,0,0,0,False,2020
163,001,1,2,2020-12-07,18:08:16,5699,5709,0,0,42,0,0,42,0,0,0,0,0,0,25073.3,25115.3,0,21.0,0,38.17,10.0,3.83,0,4.0,0,0,0.0,0,0,0,False,2020
164,001,1,2,2020-12-08,16:23:56,5710,5736,0,0,111.9,0,0,111.9,0,0,0,0,0,0,25115.3,25227.2,0,21.0,0,101.72,10.0,10.18,0,4.0,0,0,0.0,0,0,0,False,2020
165,001,1,2,2020-12-09,21:05:38,5737,5783,0,0,174.2,22.7,0,196.9,0,0,0,0,0,0,25227.2,25401.4,0,21.0,0,178.99,10.0,17.91,0,4.0,0,0,0.0,0,0,0,False,2020
166,001,1,2,2020-12-10,19:05:24,5784,5823,0,0,151.7,66.4,0,218.1,0,0,0,0,0,0,25401.4,25553.1,0,21.0,0,198.32,10.0,19.78,0,4.0,0,0,0.0,0,0,0,False,2020
167,001,1,2,2020-12-11,22:00:00,5824,5877,0,0,230.4,64.5,0,294.9,0,0,0,0,0,0,25553.1,25783.5,0,21.0,0,268.14,10.0,26.76,0,4.0,0,0,0.0,0,0,0,False,2020
168,001,1,2,2020-12-12,21:03:37,5878,5923,0,0,203.1,35,0,238.1,0,0,0,0,0,0,25783.5,25986.6,0,21.0,0,216.48,10.0,21.62,0,4.0,0,0,0.0,0,0,0,False,2020
169,001,1,2,2020-12-13,19:17:21,5924,5979,0,0,385,50.5,0,435.5,0,0,0,0,0,0,25986.6,26371.6,0,21.0,0,395.9,10.0,39.6,0,4.0,0,0,0.0,0,0,0,False,2020
170,001,1,2,2020-12-14,15:56:44,5980,6009,0,0,115.7,0,0,115.7,0,0,0,0,0,0,26371.6,26487.3,0,21.0,0,105.17,10.0,10.53,0,4.0,0,0,0.0,0,0,0,False,2020
171,001,1,2,2020-12-15,18:14:45,6010,6037,0,0,122.9,0,0,122.9,0,0,0,0,0,0,26487.3,26610.2,0,21.0,0,111.76,10.0,11.14,0,4.0,0,0,0.0,0,0,0,False,2020
172,001,1,2,2020-12-16,20:20:31,6038,6052,0,0,54,0,0,54,0,0,0,0,0,0,26610.2,26664.2,0,21.0,0,49.11,10.0,4.89,0,4.0,0,0,0.0,0,0,0,False,2020
173,001,1,2,2020-12-17,20:51:56,6053,6077,0,0,130.1,0,0,130.1,0,0,0,0,0,0,26664.2,26794.3,0,21.0,0,118.29,10.0,11.81,0,4.0,0,0,0.0,0,0,0,False,2020
174,001,1,2,2020-12-18,20:15:15,6078,6114,0,0,144,49.2,0,193.2,0,0,0,0,0,0,26794.3,26938.3,0,21.0,0,175.65,10.0,17.55,0,4.0,0,0,0.0,0,0,0,False,2020
175,001,1,2,2020-12-19,18:40:06,6115,6151,0,0,259.8,17,0,276.8,0,0,0,0,0,0,26938.3,27198.1,0,21.0,0,251.67,10.0,25.13,0,4.0,0,0,0.0,0,0,0,False,2020
176,001,1,2,2020-12-20,20:56:50,6152,6202,0,0,368.5,30.5,0,399,0,0,0,0,0,0,27198.1,27566.6,0,21.0,0,362.75,10.0,36.25,0,4.0,0,0,0.0,0,0,0,False,2020
177,001,1,2,2020-12-21,18:26:31,6203,6229,0,0,169.7,0,0,169.7,0,0,0,0,0,0,27566.6,27736.3,0,21.0,0,154.26,10.0,15.44,0,4.0,0,0,0.0,0,0,0,False,2020
178,001,1,2,2020-12-22,21:02:47,6230,6263,0,0,162.3,5.4,0,167.7,0,0,0,0,0,0,27736.3,27898.6,0,21.0,0,152.47,10.0,15.23,0,4.0,0,0,0.0,0,0,0,False,2020
179,001,1,2,2020-12-23,21:09:28,6264,6291,0,0,238,0,0,238,0,0,0,0,0,0,27898.6,28136.6,0,21.0,0,216.36,10.0,21.64,0,4.0,0,0,0.0,0,0,0,False,2020
180,001,1,2,2020-12-24,18:51:08,6292,6331,0,0,178.8,77.1,0,255.9,0,0,0,0,0,0,28136.6,28315.4,0,21.0,0,232.65,10.0,23.25,0,4.0,0,0,0.0,0,0,0,False,2020
181,001,1,2,2020-12-26,20:48:47,6332,6379,0,0,244.6,7.5,0,252.1,0,0,0,0,0,0,28315.4,28560,0,21.0,0,229.17,10.0,22.93,0,4.0,0,0,0.0,0,0,0,False,2020
182,001,1,2,2020-12-27,19:00:52,6380,6440,0,0,393.1,62.2,0,455.3,0,0,0,0,0,0,28560,28953.1,0,21.0,0,413.91,10.0,41.39,0,4.0,0,0,0.0,0,0,0,False,2020
183,001,1,2,2020-12-28,22:15:58,6441,6500,0,0,365.6,0,0,365.6,0,0,0,0,0,0,28953.1,29318.7,0,21.0,0,332.35,10.0,33.25,0,4.0,0,0,0.0,0,0,0,False,2020
184,001,1,2,2020-12-29,18:07:28,6501,6543,0,0,161.4,14,0,175.4,0,0,0,0,0,0,29318.7,29480.1,0,21.0,0,159.46,10.0,15.94,0,4.0,0,0,0.0,0,0,0,False,2020
185,001,1,2,2020-12-30,20:58:18,6544,6589,0,0,182.8,17,0,199.8,0,0,0,0,0,0,29480.1,29662.9,0,21.0,0,181.61,10.0,18.19,0,4.0,0,0,0.0,0,0,0,False,2020
186,001,1,2,2020-12-31,17:53:39,6590,6649,0,0,209.9,17,0,226.9,0,0,0,0,0,0,29662.9,29872.8,0,21.0,0,206.22,10.0,20.68,0,4.0,0,0,0.0,0,0,0,False,2020
187,001,1,2,2021-01-02,18:29:53,6650,6703,0,0,155.6,0,0,155.6,0,0,0,0,0,0,29872.8,30028.4,0,21.0,0,141.49,10.0,14.11,0,4.0,0,0,0.0,0,0,0,False,2020
188,001,1,2,2021-01-03,18:45:39,6704,6759,0,0,98,70.4,0,168.4,0,0,0,0,0,0,30028.4,30126.4,0,21.0,0,153.1,10.0,15.3,0,4.0,0,0,0.0,0,0,0,False,2020
189,001,1,2,2021-01-04,20:23:45,6760,6811,0,0,109.4,0,0,109.4,0,0,0,0,0,0,30126.4,30235.8,0,21.0,0,99.44,10.0,9.96,0,4.0,0,0,0.0,0,0,0,False,2020
