NUMERO,CODCAJA,VENDEDOR,CODUSU,FECHA,HORA,DESTIC,HASTIC,DESFAC,HASFAC,EFECTIVO,TARJETA,EFECBANCO,TTIC,TFAC,TTICPEN,DESMOV,HASMOV,TENTRADA,TSALIDA,ANSALDO,SALDO,BASEIMP1,IVA1,IMPIVA1,BASEIMP2,IVA2,IMPIVA2,BASEIMP3,IVA3,IMPIVA3,BASEIMP4,IVA4,IMPIVA4,COMENSALES,IMRECUENTO,CONTABILIZ,year_file
13,001,1,2,2022-01-15,18:26:33,18268,18319,0,0,339.8,81.5,0,421.3,0,0,0,0,0,0,77121.73,77461.53,0,21.0,0,382.98,10.0,38.32,0,4.0,0,0,0.0,0,0,0,False,2022
14,001,1,2,2022-01-16,16:29:17,18320,18376,0,0,471.7,69.7,0,541.4,0,0,0,0,0,0,77461.53,77933.23,1.24,21.0,0.26,490.78,10.0,49.12,0,4.0,0,0,0.0,0,0,0,False,2022
15,001,1,2,2022-01-17,15:16:47,18377,18410,0,0,60.9,33.4,0,94.3,0,0,0,0,0,0,77933.23,77994.13,0,21.0,0,85.74,10.0,8.56,0,4.0,0,0,0.0,0,0,0,False,2022
16,001,1,2,2022-01-19,17:12:45,18411,18434,0,0,41.6,24.9,0,66.5,0,0,0,0,0,0,77994.13,78035.73,0,21.0,0,60.45,10.0,6.05,0,4.0,0,0,0.0,0,0,0,False,2022
17,001,1,2,2022-01-20,15:42:39,18435,18463,0,0,37.4,0,0,37.4,0,0,0,0,0,0,78035.73,78073.13,0,21.0,0,34,10.0,3.4,0,4.0,0,0,0.0,0,0,0,False,2022
18,001,1,2,2022-01-21,17:06:55,18464,18495,0,0,45.4,85,0,130.4,0,0,0,0,0,0,78073.13,78118.53,0,21.0,0,118.54,10.0,11.86,0,4.0,0,0,0.0,0,0,0,False,2022
19,001,1,2,2022-01-22,17:58:05,18496,18550,0,0,231.6,42,0,273.6,0,0,0,0,0,0,78118.53,78350.13,0,21.0,0,248.76,10.0,24.84,0,4.0,0,0,0.0,0,0,0,False,2022
20,001,1,2,2022-01-23,14:48:56,18551,18590,0,0,271.8,59.4,0,331.2,0,0,0,0,0,0,78350.13,78621.93,0,21.0,0,301.08,10.0,30.12,0,4.0,0,0,0.0,0,0,0,False,2022
21,001,1,2,2022-01-24,16:51:01,18591,18620,0,0,62,0,0,62,0,0,0,0,0,0,78621.93,78683.93,0,21.0,0,56.38,10.0,5.62,0,4.0,0,0,0.0,0,0,0,False,2022
22,001,1,2,2022-01-25,15:13:22,18621,18643,0,0,39.5,0,0,39.5,0,0,0,0,0,0,78683.93,78723.43,0,21.0,0,35.94,10.0,3.56,0,4.0,0,0,0.0,0,0,0,False,2022
23,001,1,2,2022-01-26,16:10:19,18644,18676,0,0,49,0,0,49,0,0,0,0,0,0,78723.43,78772.43,0,21.0,0,44.53,10.0,4.47,0,4.0,0,0,0.0,0,0,0,False,2022
24,001,1,2,2022-01-27,16:24:08,18677,18712,0,0,56.7,0,0,56.7,0,0,0,0,0,0,78772.43,78829.13,0,21.0,0,51.53,10.0,5.17,0,4.0,0,0,0.0,0,0,0,False,2022
25,001,1,2,2022-01-28,17:50:35,18713,18741,0,0,35.5,0,0,35.5,0,0,0,0,0,0,78829.13,78864.63,0,21.0,0,32.25,10.0,3.25,0,4.0,0,0,0.0,0,0,0,False,2022
26,001,1,2,2022-01-29,16:25:11,18742,18794,0,0,484.3,0,0,484.3,0,0,0,0,0,0,78864.63,79348.93,0,21.0,0,440.3,10.0,44,0,4.0,0,0,0.0,0,0,0,False,2022
27,001,1,2,2022-01-30,16:54:50,18795,18841,0,0,440.5,0,0,440.5,0,0,0,0,0,0,79348.93,79789.43,0,21.0,0,400.44,10.0,40.06,0,4.0,0,0,0.0,0,0,0,False,2022
28,001,1,2,2022-01-31,15:39:49,18842,18879,0,0,72.12,0,0,72.12,0,0,0,0,0,0,79789.43,79861.55,0.1,21.0,0.02,65.47,10.0,6.53,0,4.0,0,0,0.0,0,0,0,False,2022
29,001,1,2,2022-02-03,16:35:29,18880,18907,0,0,40.7,0,0,40.7,0,0,0,0,0,0,79861.55,79902.25,0,21.0,0,37,10.0,3.7,0,4.0,0,0,0.0,0,0,0,False,2022
30,001,1,2,2022-02-04,17:08:40,18908,18954,0,0,96,0,0,96,0,0,0,0,0,0,79902.25,79998.25,0,21.0,0,87.27,10.0,8.73,0,4.0,0,0,0.0,0,0,0,False,2022
31,001,1,2,2022-02-05,18:02:15,18955,18996,0,0,339.7,0,0,339.7,0,0,0,0,0,0,79998.25,80337.95,0,21.0,0,308.85,10.0,30.85,0,4.0,0,0,0.0,0,0,0,False,2022
32,001,1,2,2022-02-06,15:46:12,18997,19053,0,0,481.9,0,0,481.9,0,0,0,0,0,0,80337.95,80819.85,0,21.0,0,438.1,10.0,43.8,0,4.0,0,0,0.0,0,0,0,False,2022
33,001,1,2,2022-02-09,16:45:08,19054,19081,0,0,56.5,56,0,112.5,0,0,0,0,0,0,80819.85,80876.35,0,21.0,0,102.29,10.0,10.21,0,4.0,0,0,0.0,0,0,0,False,2022
34,001,1,2,2022-02-10,15:08:13,19082,19110,0,0,67.9,44,0,111.9,0,0,0,0,0,0,80876.35,80944.25,0,21.0,0,101.74,10.0,10.16,0,4.0,0,0,0.0,0,0,0,False,2022
35,001,1,2,2022-02-11,17:17:17,19111,19149,0,0,91.7,72.9,0,164.6,0,0,0,0,0,0,80944.25,81035.95,0,21.0,0,149.66,10.0,14.94,0,4.0,0,0,0.0,0,0,0,False,2022
36,001,1,2,2022-02-12,17:23:57,19150,19182,0,0,210.9,53.7,0,264.6,0,0,0,0,0,0,81035.95,81246.85,0,21.0,0,240.56,10.0,24.04,0,4.0,0,0,0.0,0,0,0,False,2022
37,001,1,2,2022-02-13,18:40:16,19183,19247,0,0,599.6,146.2,0,745.8,0,0,0,0,0,0,81246.85,81846.45,1.65,21.0,0.35,676.2,10.0,67.6,0,4.0,0,0,0.0,0,0,0,False,2022
38,001,1,2,2022-02-14,17:16:36,19248,19281,0,0,82.1,70.7,0,152.8,0,0,0,0,0,0,81846.45,81928.55,0,21.0,0,138.94,10.0,13.86,0,4.0,0,0,0.0,0,0,0,False,2022
39,001,1,2,2022-02-15,15:19:18,19282,19310,0,0,79,17.7,0,96.7,0,0,0,0,0,0,81928.55,82007.55,0,21.0,0,87.94,10.0,8.76,0,4.0,0,0,0.0,0,0,0,False,2022
40,001,1,2,2022-02-16,16:04:37,19311,19349,0,0,62,18,0,80,0,0,0,0,0,0,82007.55,82069.55,0,21.0,0,72.71,10.0,7.29,0,4.0,0,0,0.0,0,0,0,False,2022
41,001,1,2,2022-02-17,21:04:37,19350,19390,0,0,96.5,8,0,104.5,0,0,0,0,0,0,82069.55,82166.05,0,21.0,0,94.99,10.0,9.51,0,4.0,0,0,0.0,0,0,0,False,2022
42,001,1,2,2022-02-18,17:10:46,19391,19430,0,0,86.2,37,0,123.2,0,0,0,0,0,0,82166.05,82252.25,0,21.0,0,112.01,10.0,11.19,0,4.0,0,0,0.0,0,0,0,False,2022
43,001,1,2,2022-02-19,18:21:11,19431,19478,0,0,334.02,204,0,538.02,0,0,0,0,0,0,82252.25,82586.27,0.1,21.0,0.02,489,10.0,48.9,0,4.0,0,0,0.0,0,0,0,False,2022
44,001,1,2,2022-02-20,16:11:40,19479,19540,0,0,362,91.5,0,453.5,0,0,0,0,0,0,82586.27,82948.27,0,21.0,0,412.27,10.0,41.23,0,4.0,0,0,0.0,0,0,0,False,2022
45,001,1,2,2022-02-21,16:05:34,19541,19579,0,0,66,20,0,86,0,0,0,0,0,0,82948.27,83014.27,0,21.0,0,78.2,10.0,7.8,0,4.0,0,0,0.0,0,0,0,False,2022
46,001,1,2,2022-02-22,17:03:34,19580,19615,0,0,76,20,0,96,0,0,0,0,0,0,83014.27,83090.27,0,21.0,0,87.29,10.0,8.71,0,4.0,0,0,0.0,0,0,0,False,2022
47,001,1,2,2022-02-23,15:29:38,19616,19656,0,0,45.82,32.5,0,78.32,0,0,0,0,0,0,83090.27,83136.09,0.1,21.0,0.02,71.07,10.0,7.13,0,4.0,0,0,0.0,0,0,0,False,2022
48,001,1,2,2022-02-24,15:46:42,19657,19693,0,0,77.7,55.7,0,133.4,0,0,0,0,0,0,83136.09,83213.79,0,21.0,0,121.32,10.0,12.08,0,4.0,0,0,0.0,0,0,0,False,2022
49,001,1,2,2022-02-25,16:21:40,19694,19713,0,0,25,36.7,0,61.7,0,0,0,0,0,0,83213.79,83238.79,0,21.0,0,56.11,10.0,5.59,0,4.0,0,0,0.0,0,0,0,False,2022
50,001,1,2,2022-02-26,16:22:07,19714,19744,0,0,255.5,0,0,255.5,0,0,0,0,0,0,83238.79,83494.29,5.79,21.0,1.21,225.91,10.0,22.59,0,4.0,0,0,0.0,0,0,0,False,2022
51,001,1,2,2022-02-27,16:46:00,19745,19773,0,0,1422.4,0,0,1422.4,0,0,0,0,0,0,83494.29,84916.69,0,21.0,0,1293.07,10.0,129.33,0,4.0,0,0,0.0,0,0,0,False,2022
52,001,1,2,2022-02-28,16:45:05,19774,19825,0,0,114.8,60,0,174.8,0,0,0,0,0,0,84916.69,85031.49,0,21.0,0,158.93,10.0,15.87,0,4.0,0,0,0.0,0,0,0,False,2022
53,001,1,2,2022-03-01,16:53:46,19826,19859,0,0,70.7,52.9,0,123.6,0,0,0,0,0,0,85031.49,85102.19,0,21.0,0,112.41,10.0,11.19,0,4.0,0,0,0.0,0,0,0,False,2022
54,001,1,2,2022-03-02,16:32:26,19860,19902,0,0,82,113.2,0,195.2,0,0,0,0,0,0,85102.19,85184.19,0,21.0,0,177.47,10.0,17.73,0,4.0,0,0,0.0,0,0,0,False,2022
55,001,1,2,2022-03-03,16:58:46,19903,19940,0,0,55.7,82.5,0,138.2,0,0,0,0,0,0,85184.19,85239.89,0.99,21.0,0.21,124.52,10.0,12.48,0,4.0,0,0,0.0,0,0,0,False,2022
56,001,1,2,2022-03-04,16:32:08,19941,19991,0,0,102.21,50.7,0,152.91,0,0,0,0,0,0,85239.89,85342.1,0.01,21.0,0,139.02,10.0,13.88,0,4.0,0,0,0.0,0,0,0,False,2022
57,001,1,2,2022-03-05,17:29:48,19992,20026,0,0,166.08,16.5,0,182.58,0,0,0,0,0,0,85342.1,85508.18,0.16,21.0,0.02,165.84,10.0,16.56,0,4.0,0,0,0.0,0,0,0,False,2022
58,001,1,2,2022-03-06,18:19:33,20027,20082,0,0,430.1,353.8,0,783.9,0,0,0,0,0,0,85508.18,85938.28,22.31,21.0,4.69,688.1,10.0,68.8,0,4.0,0,0,0.0,0,0,0,False,2022
59,001,1,2,2022-03-07,15:55:47,20083,20114,0,0,68.5,0,0,68.5,0,0,0,0,0,0,85938.28,86006.78,0,21.0,0,62.28,10.0,6.22,0,4.0,0,0,0.0,0,0,0,False,2022
60,001,1,2,2022-03-08,17:50:45,20115,20155,0,0,120.1,77,0,197.1,0,0,0,0,0,0,86006.78,86126.88,0,21.0,0,179.18,10.0,17.92,0,4.0,0,0,0.0,0,0,0,False,2022
61,001,1,2,2022-03-09,16:29:29,20156,20188,0,0,66.1,11.5,0,77.6,0,0,0,0,0,0,86126.88,86192.98,0,21.0,0,70.54,10.0,7.06,0,4.0,0,0,0.0,0,0,0,False,2022
62,001,1,2,2022-03-10,16:26:37,20189,20223,0,0,95.2,40,0,135.2,0,0,0,0,0,0,86192.98,86288.18,0,21.0,0,122.95,10.0,12.25,0,4.0,0,0,0.0,0,0,0,False,2022
63,001,1,2,2022-03-11,15:28:28,20224,20268,0,0,95.5,17.9,0,113.4,0,0,0,0,0,0,86288.18,86383.68,0,21.0,0,103.09,10.0,10.31,0,4.0,0,0,0.0,0,0,0,False,2022
64,001,1,2,2022-03-12,17:14:04,20269,20307,0,0,213.3,75.5,0,288.8,0,0,0,0,0,0,86383.68,86596.98,0,21.0,0,262.58,10.0,26.22,0,4.0,0,0,0.0,0,0,0,False,2022
65,001,1,2,2022-03-13,16:36:17,20308,20365,0,0,424.5,0,0,424.5,0,0,0,0,0,0,86596.98,87021.48,7.6,21.0,1.6,377.56,10.0,37.74,0,4.0,0,0,0.0,0,0,0,False,2022
66,001,1,2,2022-03-14,16:37:03,20366,20396,0,0,75.4,83.7,0,159.1,0,0,0,0,0,0,87021.48,87096.88,0,21.0,0,144.63,10.0,14.47,0,4.0,0,0,0.0,0,0,0,False,2022
67,001,1,2,2022-03-15,17:10:05,20397,20435,0,0,96.9,13.5,0,110.4,0,0,0,0,0,0,87096.88,87193.78,0,21.0,0,100.39,10.0,10.01,0,4.0,0,0,0.0,0,0,0,False,2022
68,001,1,2,2022-03-15,17:20:55,20436,20440,0,0,1.48,0,0,1.48,0,0,0,0,0,0,87193.78,87195.26,0.4,21.0,0.08,0.91,10.0,0.09,0,4.0,0,0,0.0,0,0,0,False,2022
69,001,1,2,2022-03-16,16:30:01,20441,20478,0,0,81.4,43,0,124.4,0,0,0,0,0,0,87195.26,87276.66,0,21.0,0,113.08,10.0,11.32,0,4.0,0,0,0.0,0,0,0,False,2022
70,001,1,2,2022-03-17,17:20:31,20479,20524,0,0,87,69,0,156,0,0,0,0,0,0,87276.66,87363.66,0,21.0,0,141.86,10.0,14.14,0,4.0,0,0,0.0,0,0,0,False,2022
71,001,1,2,2022-03-18,17:13:05,20525,20572,0,0,123,60,0,183,0,0,0,0,0,0,87363.66,87486.66,0,21.0,0,166.41,10.0,16.59,0,4.0,0,0,0.0,0,0,0,False,2022
72,001,1,2,2022-03-19,16:38:08,20573,20637,0,0,482.2,198.4,0,680.6,0,0,0,0,0,0,87486.66,87968.86,0,21.0,0,618.77,10.0,61.83,0,4.0,0,0,0.0,0,0,0,False,2022
73,001,1,2,2022-03-20,15:59:35,20638,20706,0,0,512.6,53.7,0,566.3,0,0,0,0,0,0,87968.86,88481.46,0,21.0,0,514.81,10.0,51.49,0,4.0,0,0,0.0,0,0,0,False,2022
74,001,1,2,2022-03-21,17:37:23,20707,20734,0,0,77,10,0,87,0,0,0,0,0,0,88481.46,88558.46,0,21.0,0,79.11,10.0,7.89,0,4.0,0,0,0.0,0,0,0,False,2022
75,001,1,2,2022-03-22,17:13:19,20735,20759,0,0,46.2,44,0,90.2,0,0,0,0,0,0,88558.46,88604.66,0,21.0,0,81.99,10.0,8.21,0,4.0,0,0,0.0,0,0,0,False,2022
76,001,1,2,2022-03-23,15:39:49,20760,20784,0,0,74.2,47.5,0,121.7,0,0,0,0,0,0,88604.66,88678.86,0,21.0,0,110.62,10.0,11.08,0,4.0,0,0,0.0,0,0,0,False,2022
77,001,1,2,2022-03-24,17:13:11,20785,20829,0,0,96.3,52,0,148.3,0,0,0,0,0,0,88678.86,88775.16,0,21.0,0,134.86,10.0,13.44,0,4.0,0,0,0.0,0,0,0,False,2022
78,001,1,2,2022-03-25,17:28:21,20830,20868,0,0,105.6,81.2,0,186.8,0,0,0,0,0,0,88775.16,88880.76,0,21.0,0,169.87,10.0,16.93,0,4.0,0,0,0.0,0,0,0,False,2022
79,001,1,2,2022-03-26,17:10:36,20869,20912,0,0,322.72,45.2,0,367.92,0,0,0,0,0,0,88880.76,89203.48,0.1,21.0,0.02,334.41,10.0,33.39,0,4.0,0,0,0.0,0,0,0,False,2022
80,001,1,2,2022-03-27,18:12:25,20913,20951,0,0,336.6,38,0,374.6,0,0,0,0,0,0,89203.48,89540.08,0,21.0,0,340.56,10.0,34.04,0,4.0,0,0,0.0,0,0,0,False,2022
81,001,1,2,2022-03-28,14:49:54,20952,20981,0,0,55.9,6,0,61.9,0,0,0,0,0,0,89540.08,89595.98,0,21.0,0,56.28,10.0,5.62,0,4.0,0,0,0.0,0,0,0,False,2022
82,001,1,2,2022-03-29,18:19:06,20982,21023,0,0,78.1,24.5,0,102.6,0,0,0,0,0,0,89595.98,89674.08,0,21.0,0,93.28,10.0,9.32,0,4.0,0,0,0.0,0,0,0,False,2022
83,001,1,2,2022-03-30,16:49:31,21024,21054,0,0,58.2,52,0,110.2,0,0,0,0,0,0,89674.08,89732.28,0,21.0,0,100.2,10.0,10,0,4.0,0,0,0.0,0,0,0,False,2022
84,001,1,2,2022-03-31,16:27:25,21055,21084,0,0,53.9,44.9,0,98.8,0,0,0,0,0,0,89732.28,89786.18,0,21.0,0,89.83,10.0,8.97,0,4.0,0,0,0.0,0,0,0,False,2022
85,001,1,2,2022-04-01,18:29:40,21085,21126,0,0,97,112.2,0,209.2,0,0,0,0,0,0,89786.18,89883.18,0,21.0,0,190.21,10.0,18.99,0,4.0,0,0,0.0,0,0,0,False,2022
86,001,1,2,2022-04-02,17:40:18,21127,21175,0,0,272.6,144.7,0,417.3,0,0,0,0,0,0,89883.18,90155.78,0,21.0,0,379.39,10.0,37.91,0,4.0,0,0,0.0,0,0,0,False,2022
87,001,1,2,2022-04-03,16:59:16,21176,21229,0,0,452.9,0,0,452.9,0,0,0,0,0,0,90155.78,90608.68,0,21.0,0,411.74,10.0,41.16,0,4.0,0,0,0.0,0,0,0,False,2022
88,001,1,2,2022-04-04,16:24:05,21230,21258,0,0,81.7,37,0,118.7,0,0,0,0,0,0,90608.68,90690.38,0,21.0,0,107.93,10.0,10.77,0,4.0,0,0,0.0,0,0,0,False,2022
89,001,1,2,2022-04-05,15:56:14,21259,21281,0,0,37.5,12,0,49.5,0,0,0,0,0,0,90690.38,90727.88,0,21.0,0,45.03,10.0,4.47,0,4.0,0,0,0.0,0,0,0,False,2022
90,001,1,2,2022-04-06,16:00:21,21282,21320,0,0,65.7,120.7,0,186.4,0,0,0,0,0,0,90727.88,90793.58,0,21.0,0,169.49,10.0,16.91,0,4.0,0,0,0.0,0,0,0,False,2022
91,001,1,2,2022-04-07,18:40:44,21321,21353,0,0,66.2,118.7,0,184.9,0,0,0,0,0,0,90793.58,90859.78,0,21.0,0,168.1,10.0,16.8,0,4.0,0,0,0.0,0,0,0,False,2022
92,001,1,2,2022-04-08,20:18:35,21354,21392,0,0,69.7,30,0,99.7,0,0,0,0,0,0,90859.78,90929.48,0,21.0,0,90.65,10.0,9.05,0,4.0,0,0,0.0,0,0,0,False,2022
93,001,1,2,2022-04-09,21:47:31,21393,21465,0,0,475.1,69.5,0,544.6,0,0,0,0,0,0,90929.48,91404.58,6.2,21.0,1.3,488.27,10.0,48.83,0,4.0,0,0,0.0,0,0,0,False,2022
94,001,1,2,2022-04-10,18:49:36,21466,21536,0,0,526.3,166,0,692.3,0,0,0,0,0,0,91404.58,91930.88,0,21.0,0,629.37,10.0,62.93,0,4.0,0,0,0.0,0,0,0,False,2022
95,001,1,2,2022-04-11,17:55:08,21537,21566,0,0,77.1,4.7,0,81.8,0,0,0,0,0,0,91930.88,92007.98,0,21.0,0,74.37,10.0,7.43,0,4.0,0,0,0.0,0,0,0,False,2022
96,001,1,2,2022-04-12,20:02:33,21567,21574,0,0,7,57,0,64,0,0,0,0,0,0,92007.98,92014.98,0,21.0,0,58.17,10.0,5.83,0,4.0,0,0,0.0,0,0,0,False,2022
97,001,1,2,2022-04-13,18:25:56,21575,21599,0,0,27.5,136.5,0,164,0,0,0,0,0,0,92014.98,92042.48,0,21.0,0,149.1,10.0,14.9,0,4.0,0,0,0.0,0,0,0,False,2022
98,001,1,2,2022-04-14,22:04:39,21600,21617,0,0,20.12,136.7,0,156.82,0,0,0,0,0,0,92042.48,92062.6,1.34,21.0,0.28,141.11,10.0,14.09,0,4.0,0,0,0.0,0,0,0,False,2022
99,001,1,2,2022-04-15,21:05:03,21618,21647,0,0,85.2,82.5,0,167.7,0,0,0,0,0,0,92062.6,92147.8,0,21.0,0,152.46,10.0,15.24,0,4.0,0,0,0.0,0,0,0,False,2022
100,001,1,2,2022-04-16,19:08:12,21648,21695,0,0,364.3,60.4,0,424.7,0,0,0,0,0,0,92147.8,92512.1,3.72,21.0,0.78,382.01,10.0,38.19,0,4.0,0,0,0.0,0,0,0,False,2022
101,001,1,2,2022-04-17,17:31:31,21696,21774,0,0,648.6,172.5,0,821.1,0,0,0,0,0,0,92512.1,93160.7,3.47,21.0,0.73,742.67,10.0,74.23,0,4.0,0,0,0.0,0,0,0,False,2022
102,001,1,2,2022-04-18,20:32:01,21775,21821,0,0,91,102.4,0,193.4,0,0,0,0,0,0,93160.7,93251.7,0,21.0,0,175.84,10.0,17.56,0,4.0,0,0,0.0,0,0,0,False,2022
103,001,1,2,2022-04-19,18:39:02,21822,21887,0,0,519.7,169.1,0,688.8,0,0,0,0,0,0,93251.7,93771.4,0,21.0,0,626.25,10.0,62.55,0,4.0,0,0,0.0,0,0,0,False,2022
104,001,1,2,2022-04-21,16:36:37,21888,21908,0,0,38.5,9.5,0,48,0,0,0,0,0,0,93771.4,93809.9,0,21.0,0,43.63,10.0,4.37,0,4.0,0,0,0.0,0,0,0,False,2022
105,001,1,2,2022-04-22,17:25:41,21909,21932,0,0,37,61.7,0,98.7,0,0,0,0,0,0,93809.9,93846.9,0,21.0,0,89.73,10.0,8.97,0,4.0,0,0,0.0,0,0,0,False,2022
106,001,1,2,2022-04-23,17:32:37,21933,21969,0,0,265.2,85.4,0,350.6,0,0,0,0,0,0,93846.9,94112.1,0,21.0,0,318.75,10.0,31.85,0,4.0,0,0,0.0,0,0,0,False,2022
107,001,1,2,2022-04-24,16:04:16,21970,22021,0,0,351.9,81.7,0,433.6,0,0,0,0,0,0,94112.1,94464,17.36,21.0,3.64,375.07,10.0,37.53,0,4.0,0,0,0.0,0,0,0,False,2022
108,001,1,2,2022-04-26,17:15:04,22022,22047,0,0,36,54.5,0,90.5,0,0,0,0,0,0,94464,94500,0,21.0,0,82.3,10.0,8.2,0,4.0,0,0,0.0,0,0,0,False,2022
109,001,1,2,2022-04-27,18:38:11,22048,22087,0,0,66,74.5,0,140.5,0,0,0,0,0,0,94500,94566,0,21.0,0,127.73,10.0,12.77,0,4.0,0,0,0.0,0,0,0,False,2022
110,001,1,2,2022-04-28,17:17:12,22088,22130,0,0,63.2,36.9,0,100.1,0,0,0,0,0,0,94566,94629.2,0,21.0,0,90.99,10.0,9.11,0,4.0,0,0,0.0,0,0,0,False,2022
111,001,1,2,2022-04-29,17:59:50,22131,22171,0,0,79.5,79.5,0,159,0,0,0,0,0,0,94629.2,94708.7,0,21.0,0,144.59,10.0,14.41,0,4.0,0,0,0.0,0,0,0,False,2022
112,001,1,2,2022-04-30,18:19:41,22172,22226,0,0,322.5,118,0,440.5,0,0,0,0,0,0,94708.7,95031.2,0,21.0,0,400.5,10.0,40,0,4.0,0,0,0.0,0,0,0,False,2022
113,001,1,2,2022-05-01,16:42:35,22227,22290,0,0,346.7,154,0,500.7,0,0,0,0,0,0,95031.2,95377.9,0,21.0,0,455.16,10.0,45.54,0,4.0,0,0,0.0,0,0,0,False,2022
114,001,1,2,2022-05-02,16:31:21,22291,22338,0,0,258.7,156.3,0,415,0,0,0,0,0,0,95377.9,95636.6,0,21.0,0,377.3,10.0,37.7,0,4.0,0,0,0.0,0,0,0,False,2022
115,001,1,2,2022-05-03,14:29:26,22339,22381,0,0,86,56.5,0,142.5,0,0,0,0,0,0,95636.6,95722.6,0,21.0,0,129.57,10.0,12.93,0,4.0,0,0,0.0,0,0,0,False,2022
116,001,1,2,2022-05-04,17:17:50,22382,22420,0,0,74,44.7,0,118.7,0,0,0,0,0,0,95722.6,95796.6,0,21.0,0,107.95,10.0,10.75,0,4.0,0,0,0.0,0,0,0,False,2022
117,001,1,2,2022-05-05,17:24:28,22421,22454,0,0,66.12,11,0,77.12,0,0,0,0,0,0,95796.6,95862.72,0.1,21.0,0.02,70.02,10.0,6.98,0,4.0,0,0,0.0,0,0,0,False,2022
118,001,1,2,2022-05-06,17:41:05,22455,22501,0,0,77.2,83.3,0,160.5,0,0,0,0,0,0,95862.72,95939.92,0,21.0,0,145.95,10.0,14.55,0,4.0,0,0,0.0,0,0,0,False,2022
119,001,1,2,2022-05-07,18:27:24,22502,22576,0,0,408.4,170.7,0,579.1,0,0,0,0,0,0,95939.92,96348.32,0,21.0,0,526.45,10.0,52.65,0,4.0,0,0,0.0,0,0,0,False,2022
120,001,1,2,2022-05-08,17:47:01,22577,22662,0,0,511.5,184,0,695.5,0,0,0,0,0,0,96348.32,96859.82,0,21.0,0,632.3,10.0,63.2,0,4.0,0,0,0.0,0,0,0,False,2022
121,001,1,2,2022-05-09,16:43:08,22663,22696,0,0,95.52,38,0,133.52,0,0,0,0,0,0,96859.82,96955.34,0.1,21.0,0.02,121.29,10.0,12.11,0,4.0,0,0,0.0,0,0,0,False,2022
