NUMTIC,CAJA,NUMCAJ,CAJLINEA,CODIGO,DESCRI,CANTIDAD,PRECIO,DTO,IVA,TOTLIN,COCINA,NOTAS,CANTSTOCK,TIPOLIN,CODCOMBI,COMCANSTK,CANCOCINA,year_file
17948,001,00100017948,001000000034151,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17949,001,00100017949,001000000034152,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
17949,001,00100017949,001000000034153,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17950,001,00100017950,001000000034154,2,E. queso,9.0,1,0.0,10.0,9,,,0.0,,,1.0,,2022
17951,001,00100017951,001000000034155,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
17951,001,00100017951,001000000034156,1,E. POLLO,14.0,1,0.0,10.0,14,,,0.0,,,1.0,,2022
17952,001,00100017952,001000000034157,2,E. queso,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17953,001,00100017953,001000000034158,2,E. queso,14.0,1,0.0,10.0,14,,,0.0,,,1.0,,2022
17954,001,00100017954,001000000034161,1,E. POLLO,6.0,1,0.0,10.0,6,,,0.0,,,1.0,,2022
17955,001,00100017955,001000000034162,1,E. POLLO,8.0,1,0.0,10.0,8,,,0.0,,,1.0,,2022
17956,001,00100017956,001000000034174,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17957,001,00100017957,001000000034175,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
17958,001,00100017958,001000000034176,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17959,001,00100017959,001000000034179,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
17960,001,00100017960,001000000034180,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17961,001,00100017961,001000000034181,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
17962,001,00100017962,001000000034182,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17963,001,00100017963,001000000034183,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17964,001,00100017964,001000000034184,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17965,001,00100017965,001000000034185,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17966,001,00100017966,001000000034186,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17967,001,00100017967,001000000034188,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17968,001,00100017968,001000000034189,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17969,001,00100017969,001000000034190,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17970,001,00100017970,001000000034191,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17971,001,00100017971,001000000034192,1,E. POLLO,20.0,1,0.0,10.0,20,,,0.0,,,1.0,,2022
17972,001,00100017972,001000000034193,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17973,001,00100017973,001000000034194,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17974,001,00100017974,001000000034195,1,E. POLLO,20.0,1,0.0,10.0,20,,,0.0,,,1.0,,2022
17975,001,00100017975,001000000034196,1,E. POLLO,10.0,1,0.0,10.0,10,,,0.0,,,1.0,,2022
17976,001,00100017976,001000000034197,1,E. POLLO,10.0,1,0.0,10.0,10,,,0.0,,,1.0,,2022
17977,001,00100017977,001000000034198,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17978,001,00100017978,001000000034199,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17979,001,00100017979,001000000034202,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
17980,001,00100017980,001000000034205,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
17980,001,00100017980,001000000034206,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
17981,001,00100017981,001000000034207,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17982,001,00100017982,001000000034208,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
17983,001,00100017983,001000000034209,7895,magdalena,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17983,001,00100017983,001000000034210,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17984,001,00100017984,001000000034211,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
17985,001,00100017985,001000000034212,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17986,001,00100017986,001000000034213,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17987,001,00100017987,001000000034214,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17988,001,00100017988,001000000034215,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17989,001,00100017989,001000000034216,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
17990,001,00100017990,001000000034217,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17991,001,00100017991,001000000034218,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17992,001,00100017992,001000000034219,1,E. POLLO,6.0,1,0.0,10.0,6,,,0.0,,,1.0,,2022
17993,001,00100017993,001000000034220,1,E. POLLO,8.0,1,0.0,10.0,8,,,0.0,,,1.0,,2022
17994,001,00100017994,001000000034221,325,alfajores,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17994,001,00100017994,001000000034222,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17995,001,00100017995,001000000034223,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17996,001,00100017996,001000000034224,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17997,001,00100017997,001000000034225,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
17998,001,00100017998,001000000034226,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
17999,001,00100017999,001000000034227,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18000,001,00100018000,001000000034228,1,E. POLLO,11.0,1,0.0,10.0,11,,,0.0,,,1.0,,2022
18001,001,00100018001,001000000034229,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18002,001,00100018002,001000000034230,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18003,001,00100018003,001000000034231,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18004,001,00100018004,001000000034232,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18005,001,00100018005,001000000034233,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
18006,001,00100018006,001000000034234,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18007,001,00100018007,001000000034235,9,Salteña,2.0,1.5,0.0,10.0,3,,,,,,,,2022
18007,001,00100018007,001000000034236,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18008,001,00100018008,001000000034237,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
18009,001,00100018009,001000000034239,2,E. queso,9.0,1,0.0,10.0,9,,,0.0,,,1.0,,2022
18010,001,00100018010,001000000034240,2,E. queso,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
18011,001,00100018011,001000000034241,325,alfajores,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18011,001,00100018011,001000000034242,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18011,001,00100018011,001000000034243,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18012,001,00100018012,001000000034244,174,Cafe Leche,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2022
18012,001,00100018012,001000000034245,1,E. POLLO,6.0,1,0.0,10.0,6,,,0.0,,,1.0,,2022
18013,001,00100018013,001000000034248,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18014,001,00100018014,001000000034250,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
18015,001,00100018015,001000000034251,1,E. POLLO,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18016,001,00100018016,001000000034252,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18017,001,00100018017,001000000034253,1,E. POLLO,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18018,001,00100018018,001000000034254,1,E. POLLO,10.0,1,0.0,10.0,10,,,0.0,,,1.0,,2022
18019,001,00100018019,001000000034255,1,E. POLLO,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18020,001,00100018020,001000000034256,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18021,001,00100018021,001000000034267,53,Vaso R.,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18021,001,00100018021,001000000034268,3,E. arroz,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18022,001,00100018022,001000000034269,9,Salteña,5.0,1.5,0.0,10.0,7.5,,,0.0,,,1.0,,2022
18023,001,00100018023,001000000034273,1,E. POLLO,10.0,1,0.0,10.0,10,,,0.0,,,1.0,,2022
18023,001,00100018023,001000000034274,55,J. Chicha,2.0,3,0.0,10.0,6,,,0.0,,,1.0,,2022
18023,001,00100018023,001000000034275,30,Asadito yuca,2.0,2.5,0.0,10.0,5,,,0.0,,,1.0,,2022
18024,001,00100018024,001000000034276,1,E. POLLO,12.0,1,0.0,10.0,12,,,0.0,,,1.0,,2022
18025,001,00100018025,001000000034277,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18025,001,00100018025,001000000034278,1,E. POLLO,6.0,1,0.0,10.0,6,,,0.0,,,1.0,,2022
18026,001,00100018026,001000000034279,1,E. POLLO,7.0,1,0.0,10.0,7,,,0.0,,,1.0,,2022
18027,001,00100018027,001000000034284,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18028,001,00100018028,001000000034286,53,Vaso R.,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18029,001,00100018029,001000000034287,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18030,001,00100018030,001000000034288,53,Vaso R.,8.0,1,0.0,10.0,8,,,0.0,,,1.0,,2022
18031,001,00100018031,001000000034289,9,Salteña,3.0,1.5,0.0,10.0,4.5,,,0.0,,,1.0,,2022
18031,001,00100018031,001000000034290,1,E. POLLO,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18032,001,00100018032,001000000034291,1,E. POLLO,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18033,001,00100018033,001000000034292,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18034,001,00100018034,001000000034297,177,Colacao,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18034,001,00100018034,001000000034298,9,Salteña,6.0,1.5,0.0,10.0,9,,,0.0,,,1.0,,2022
18035,001,00100018035,001000000034300,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18035,001,00100018035,001000000034301,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18036,001,00100018036,001000000034302,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18037,001,00100018037,001000000034303,9,Salteña,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18038,001,00100018038,001000000034304,9,Salteña,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18038,001,00100018038,001000000034305,53,Vaso R.,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18038,001,00100018038,001000000034306,77,Tercio,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034307,174,Cafe Leche,5.0,1.2,0.0,10.0,6,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034308,31,Panza frita,3.0,3,0.0,10.0,9,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034309,9,Salteña,4.0,1.5,0.0,10.0,6,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034310,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034311,30,Asadito yuca,2.0,2.5,0.0,10.0,5,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034312,2,E. queso,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18039,001,00100018039,001000000034313,55,J. Chicha,1.0,3,0.0,10.0,3,,,0.0,,,1.0,,2022
18040,001,00100018040,001000000034314,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18040,001,00100018040,001000000034315,1,E. POLLO,14.0,1,0.0,10.0,14,,,0.0,,,1.0,,2022
18041,001,00100018041,001000000034316,1,E. POLLO,14.0,1,0.0,10.0,14,,,0.0,,,1.0,,2022
18042,001,00100018042,001000000034317,1,E. POLLO,7.0,1,0.0,10.0,7,,,0.0,,,1.0,,2022
18043,001,00100018043,001000000034318,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18044,001,00100018044,001000000034319,10254,cuñape,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18045,001,00100018045,001000000034320,78,Litro,1.0,3,0.0,10.0,3,,,0.0,,,1.0,,2022
18046,001,00100018046,001000000034321,9,Salteña,6.0,1.5,0.0,10.0,9,,,0.0,,,1.0,,2022
18046,001,00100018046,001000000034322,10254,cuñape,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18046,001,00100018046,001000000034323,1,E. POLLO,6.0,1,0.0,10.0,6,,,0.0,,,1.0,,2022
18046,001,00100018046,001000000034324,305,Pan,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18047,001,00100018047,001000000034325,10254,cuñape,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
18048,001,00100018048,001000000034326,1,E. POLLO,9.0,1,0.0,10.0,9,,,0.0,,,1.0,,2022
18049,001,00100018049,001000000034329,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
18050,001,00100018050,001000000034332,2,E. queso,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18050,001,00100018050,001000000034333,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18051,001,00100018051,001000000034334,1,E. POLLO,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
18052,001,00100018052,001000000034335,78,Litro,1.0,3,0.0,10.0,3,,,0.0,,,1.0,,2022
18053,001,00100018053,001000000034338,30,Asadito yuca,2.0,2.5,0.0,10.0,5,,,0.0,,,1.0,,2022
18053,001,00100018053,001000000034339,9968878,salchicha portachulena,4.0,1.5,0.0,21.0,6,,,0.0,,,1.0,,2022
18053,001,00100018053,001000000034340,55,J. Chicha,1.0,3,0.0,10.0,3,,,0.0,,,1.0,,2022
18054,001,00100018054,001000000034341,31,Panza frita,1.0,3,0.0,10.0,3,,,0.0,,,1.0,,2022
18054,001,00100018054,001000000034342,30,Asadito yuca,1.0,2.5,0.0,10.0,2.5,,,0.0,,,1.0,,2022
18054,001,00100018054,001000000034343,53,Vaso R.,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18054,001,00100018054,001000000034344,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18055,001,00100018055,001000000034345,9,Salteña,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18055,001,00100018055,001000000034346,2,E. queso,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18055,001,00100018055,001000000034347,3,E. arroz,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18055,001,00100018055,001000000034348,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18056,001,00100018056,001000000034349,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
18053,001,00100018053,001000000034351,9,Salteña,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034353,174,Cafe Leche,1.0,1.2,0.0,10.0,1.2,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034354,1455568,   AMERICANO,1.0,1.2,0.0,21.0,1.2,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034356,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034357,3,E. arroz,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034358,9968878,salchicha portachulena,1.0,1.5,0.0,21.0,1.5,,,0.0,,,1.0,,2022
18058,001,00100018058,001000000034365,1,E. POLLO,6.0,1,0.0,10.0,6,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034367,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18057,001,00100018057,001000000034368,2,E. queso,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18059,001,00100018059,001000000034369,602,zuma de naranja,1.0,2,0.0,10.0,2,,,0.0,,,1.0,,2022
18059,001,00100018059,001000000034370,2,E. queso,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18060,001,00100018060,001000000034372,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
18061,001,00100018061,001000000034373,9,Salteña,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18061,001,00100018061,001000000034374,3,E. arroz,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18061,001,00100018061,001000000034375,9968878,salchicha portachulena,2.0,1.5,0.0,21.0,3,,,0.0,,,1.0,,2022
18061,001,00100018061,001000000034376,31,Panza frita,2.0,3,0.0,10.0,6,,,0.0,,,1.0,,2022
18062,001,00100018062,001000000034377,56,J. Mocochinchi,1.0,3,0.0,21.0,3,,,0.0,,,1.0,,2022
18063,001,00100018063,001000000034384,9,Salteña,10.0,1.5,0.0,10.0,15,,,0.0,,,1.0,,2022
18063,001,00100018063,001000000034385,3,E. arroz,10.0,1,0.0,10.0,10,,,0.0,,,1.0,,2022
18063,001,00100018063,001000000034386,1,E. POLLO,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18063,001,00100018063,001000000034387,10254,cuñape,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18064,001,00100018064,001000000034389,20,B. platano,1.0,2.5,0.0,10.0,2.5,,,0.0,,,1.0,,2022
18064,001,00100018064,001000000034390,177,Colacao,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18064,001,00100018064,001000000034391,147777,americano G,1.0,1.5,0.0,21.0,1.5,,,0.0,,,1.0,,2022
18064,001,00100018064,001000000034392,2,E. queso,5.0,1,0.0,10.0,5,,,0.0,,,1.0,,2022
18064,001,00100018064,001000000034393,9,Salteña,4.0,1.5,0.0,10.0,6,,,0.0,,,1.0,,2022
18064,001,00100018064,001000000034394,1,E. POLLO,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18065,001,00100018065,001000000034395,1,E. POLLO,3.0,1,0.0,10.0,3,,,0.0,,,1.0,,2022
18066,001,00100018066,001000000034396,77,Tercio,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18067,001,00100018067,001000000034398,9,Salteña,4.0,1.5,0.0,10.0,6,,,0.0,,,1.0,,2022
18067,001,00100018067,001000000034399,53,Vaso R.,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18068,001,00100018068,001000000034400,1,E. POLLO,4.0,1,0.0,10.0,4,,,0.0,,,1.0,,2022
18068,001,00100018068,001000000034401,10254,cuñape,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18068,001,00100018068,001000000034402,2,E. queso,1.0,1,0.0,10.0,1,,,0.0,,,1.0,,2022
18068,001,00100018068,001000000034403,9,Salteña,1.0,1.5,0.0,10.0,1.5,,,0.0,,,1.0,,2022
18068,001,00100018068,001000000034404,9968878,salchicha portachulena,1.0,1.5,0.0,21.0,1.5,,,0.0,,,1.0,,2022
18067,001,00100018067,001000000034406,30,Asadito yuca,1.0,2.5,0.0,10.0,2.5,,,0.0,,,1.0,,2022
18067,001,00100018067,001000000034407,10254,cuñape,2.0,1,0.0,10.0,2,,,0.0,,,1.0,,2022
18069,001,00100018069,001000000034408,30,Asadito yuca,1.0,2.5,0.0,10.0,2.5,,,0.0,,,1.0,,2022
18069,001,00100018069,001000000034409,9968878,salchicha portachulena,1.0,1.5,0.0,21.0,1.5,,,0.0,,,1.0,,2022
18069,001,00100018069,001000000034410,9,Salteña,2.0,1.5,0.0,10.0,3,,,0.0,,,1.0,,2022
18069,001,00100018069,001000000034411,174,Cafe Leche,2.0,1.2,0.0,10.0,2.4,,,0.0,,,1.0,,2022
18070,001,00100018070,001000000034412,32,Sopa de Mani,2.0,6,0.0,10.0,12,,,0.0,,,1.0,,2022
18070,001,00100018070,001000000034413,555,majadito,2.0,7,0.0,10.0,14,,,0.0,,,1.0,,2022
18070,001,00100018070,001000000034414,114,Pollo a la broaster,1.0,7,0.0,10.0,7,,,0.0,,,1.0,,2022
18070,001,00100018070,001000000034415,56,J. Mocochinchi,1.0,3,0.0,21.0,3,,,0.0,,,1.0,,2022
