NUMTIC,NUMCAJ,CODIGO,DESCRI,CANTIDAD,PRECIO,year_file
959,100000959,53.0,Vaso R.,2.0,1.0,2020
960,100000960,171.0,solo,1.0,1.0,2020
961,100000961,171.0,solo,1.0,1.0,2020
962,100000962,3000.0,suspiro,2.0,0.5,2020
963,100000963,175.0,Belmonte,1.0,1.2,2020
964,100000964,53.0,Vaso R.,2.0,1.0,2020
964,100000964,9.0,Salteña,1.0,1.5,2020
964,100000964,3.0,E. arroz,1.0,1.0,2020
964,100000964,3000.0,suspiro,1.0,0.5,2020
965,100000965,53.0,Vaso R.,2.0,1.0,2020
965,100000965,5.0,Cuñape,1.0,1.0,2020
965,100000965,3.0,E. arroz,1.0,1.0,2020
966,100000966,1.0,E. POLLO,1.0,1.0,2020
967,100000967,2.0,E. queso,1.0,1.0,2020
967,100000967,76.0,Quinto,2.0,1.0,2020
968,100000968,2.0,E. queso,2.0,1.0,2020
968,100000968,53.0,Vaso R.,1.0,1.0,2020
969,100000969,73.0,Jarra,2.0,1.5,2020
969,100000969,1.0,E. POLLO,2.0,1.0,2020
969,100000969,9.0,Salteña,1.0,1.5,2020
970,100000970,53.0,Vaso R.,10.0,1.0,2020
970,100000970,39.0,Salchipapas,2.0,4.0,2020
970,100000970,3.0,E. arroz,3.0,1.0,2020
970,100000970,1.0,E. POLLO,1.0,1.0,2020
970,100000970,74.0,Tanque,3.0,2.5,2020
971,100000971,53.0,Vaso R.,6.0,1.0,2020
971,100000971,1.0,E. POLLO,4.0,1.0,2020
971,100000971,5.0,Cuñape,1.0,1.0,2020
971,100000971,2.0,E. queso,2.0,1.0,2020
971,100000971,50.0,Agua p.,1.0,1.0,2020
972,100000972,52.0,Refresco,2.0,1.5,2020
973,100000973,9.0,Salteña,1.0,1.5,2020
973,100000973,1.0,E. POLLO,1.0,1.0,2020
973,100000973,2.0,E. queso,1.0,1.0,2020
973,100000973,53.0,Vaso R.,2.0,1.0,2020
973,100000973,174.0,Cafe Leche,1.0,1.2,2020
974,100000974,6.0,R.queso,9.0,1.0,2020
974,100000974,9.0,Salteña,3.0,1.5,2020
975,100000975,3.0,E. arroz,1.0,1.0,2020
975,100000975,174.0,Cafe Leche,1.0,1.2,2020
976,100000976,9.0,Salteña,3.0,1.5,2020
976,100000976,1.0,E. POLLO,4.0,1.0,2020
977,100000977,2.0,E. queso,1.0,1.0,2020
978,100000978,9.0,Salteña,2.0,1.5,2020
978,100000978,53.0,Vaso R.,1.0,1.0,2020
978,100000978,174.0,Cafe Leche,1.0,1.2,2020
979,100000979,53.0,Vaso R.,1.0,1.0,2020
979,100000979,34.0,Patasca,1.0,4.0,2020
980,100000980,3.0,E. arroz,5.0,1.0,2020
980,100000980,2.0,E. queso,2.0,1.0,2020
980,100000980,9.0,Salteña,2.0,1.5,2020
978,100000978,2.0,E. queso,1.0,1.0,2020
979,100000979,9.0,Salteña,3.0,1.5,2020
979,100000979,53.0,Vaso R.,1.0,1.0,2020
981,100000981,1.0,E. POLLO,4.0,1.0,2020
982,100000982,2.0,E. queso,1.0,1.0,2020
982,100000982,30.0,Asadito yuca,1.0,2.0,2020
982,100000982,53.0,Vaso R.,1.0,1.0,2020
983,100000983,53.0,Vaso R.,1.0,1.0,2020
983,100000983,9.0,Salteña,1.0,1.5,2020
983,100000983,30.0,Asadito yuca,1.0,2.0,2020
984,100000984,174.0,Cafe Leche,1.0,1.2,2020
984,100000984,3.0,E. arroz,1.0,1.0,2020
985,100000985,175.0,Belmonte,1.0,1.2,2020
986,100000986,53.0,Vaso R.,2.0,1.0,2020
986,100000986,9.0,Salteña,2.0,1.5,2020
987,100000987,52.0,Refresco,2.0,1.5,2020
987,100000987,78.0,Litro,1.0,2.5,2020
987,100000987,5.0,Cuñape,1.0,1.0,2020
988,100000988,76.0,Quinto,2.0,1.0,2020
989,100000989,77.0,Tercio,1.0,1.2,2020
990,100000990,34.0,Patasca,1.0,4.0,2020
991,100000991,3.0,E. arroz,2.0,1.0,2020
991,100000991,53.0,Vaso R.,1.0,1.0,2020
992,100000992,5.0,Cuñape,1.0,1.0,2020
992,100000992,2.0,E. queso,2.0,1.0,2020
992,100000992,53.0,Vaso R.,2.0,1.0,2020
993,100000993,30.0,Asadito yuca,4.0,2.0,2020
993,100000993,53.0,Vaso R.,3.0,1.0,2020
993,100000993,52.0,Refresco,1.0,1.5,2020
993,100000993,78.0,Litro,1.0,2.5,2020
994,100000994,9.0,Salteña,1.0,1.5,2020
994,100000994,1.0,E. POLLO,1.0,1.0,2020
995,100000995,9.0,Salteña,1.0,1.5,2020
995,100000995,174.0,Cafe Leche,1.0,1.2,2020
996,100000996,172.0,Cortado/Manchado,2.0,1.0,2020
996,100000996,171.0,solo,1.0,1.0,2020
997,100000997,76.0,Quinto,1.0,1.0,2020
998,100000998,171.0,solo,1.0,1.0,2020
998,100000998,175.0,Belmonte,1.0,1.2,2020
998,100000998,71.0,Caña,2.0,1.0,2020
999,100000999,191.0,chupitos,1.0,1.0,2020
1000,100001000,91.0,Copa Rioja,1.0,1.5,2020
1001,100001001,73.0,Jarra,2.0,1.5,2020
1002,100001002,35.0,Cerdo al Horno,1.0,6.0,2020
1003,100001003,32.0,Sopa de Mani,1.0,4.0,2020
1003,100001003,52.0,Refresco,1.0,1.5,2020
1003,100001003,78.0,Litro,1.0,2.5,2020
1004,100001004,211.0,Arroz leche,1.0,1.0,2020
1004,100001004,212.0,Natillas,1.0,1.0,2020
1005,100001005,1.0,E. POLLO,3.0,1.0,2020
1006,100001006,194.0,wisky,1.0,4.0,2020
1007,100001007,78.0,Litro,1.0,2.5,2020
1008,100001008,115.0,Picante Pollo,1.0,8.0,2020
1009,100001009,9.0,Salteña,7.0,1.5,2020
1009,100001009,3.0,E. arroz,4.0,1.0,2020
1009,100001009,53.0,Vaso R.,2.0,1.0,2020
1010,100001010,1.0,E. POLLO,1.0,1.0,2020
1011,100001011,1.0,E. POLLO,1.0,1.0,2020
1012,100001012,52.0,Refresco,2.0,1.5,2020
1013,100001013,3000.0,suspiro,1.0,0.5,2020
1014,100001014,3000.0,suspiro,1.0,0.5,2020
1015,100001015,1.0,E. POLLO,1.0,1.0,2020
1015,100001015,3.0,E. arroz,1.0,1.0,2020
1016,100001016,53.0,Vaso R.,5.0,1.0,2020
1017,100001017,53.0,Vaso R.,3.0,1.0,2020
1017,100001017,52.0,Refresco,1.0,1.5,2020
1017,100001017,5.0,Cuñape,2.0,1.0,2020
1017,100001017,3.0,E. arroz,2.0,1.0,2020
1017,100001017,30.0,Asadito yuca,1.0,2.0,2020
1018,100001018,3.0,E. arroz,2.0,1.0,2020
1018,100001018,50.0,Agua p.,1.0,1.0,2020
1019,100001019,3000.0,suspiro,1.0,0.5,2020
1020,100001020,52.0,Refresco,3.0,1.5,2020
1021,100001021,76.0,Quinto,8.0,1.0,2020
1022,100001022,76.0,Quinto,2.0,1.0,2020
1023,100001023,77.0,Tercio,2.0,1.2,2020
1023,100001023,2.0,E. queso,1.0,1.0,2020
1024,100001024,1.0,E. POLLO,1.0,1.0,2020
1025,100001025,175.0,Belmonte,1.0,1.2,2020
1026,100001026,175.0,Belmonte,1.0,1.2,2020
1027,100001027,1.0,E. POLLO,1.0,1.0,2020
1028,100001028,175.0,Belmonte,2.0,1.2,2020
1029,100001029,174.0,Cafe Leche,3.0,1.2,2020
1029,100001029,1.0,E. POLLO,3.0,1.0,2020
1030,100001030,174.0,Cafe Leche,1.0,1.2,2020
1031,100001031,9.0,Salteña,4.0,1.5,2020
1031,100001031,52.0,Refresco,1.0,1.5,2020
1031,100001031,53.0,Vaso R.,2.0,1.0,2020
1031,100001031,1.0,E. POLLO,3.0,1.0,2020
1031,100001031,51.0,Agua g.,1.0,1.5,2020
1031,100001031,53.0,Vaso R.,1.0,1.0,2020
1031,100001031,9.0,Salteña,2.0,1.5,2020
1032,100001032,9.0,Salteña,1.0,1.5,2020
1033,100001033,1.0,E. POLLO,2.0,1.0,2020
1034,100001034,1.0,E. POLLO,1.0,1.0,2020
1035,100001035,1.0,E. POLLO,4.0,1.0,2020
1035,100001035,9.0,Salteña,1.0,1.5,2020
1035,100001035,55.0,J. Chicha,1.0,3.0,2020
1035,100001035,1.0,E. POLLO,1.0,1.0,2020
1035,100001035,175.0,Belmonte,1.0,1.2,2020
1035,100001035,171.0,solo,1.0,1.0,2020
1035,100001035,1.0,E. POLLO,1.0,1.0,2020
1036,100001036,1.0,E. POLLO,3.0,1.0,2020
1037,100001037,1.0,E. POLLO,1.0,1.0,2020
1038,100001038,1.0,E. POLLO,1.0,1.0,2020
1039,100001039,9.0,Salteña,4.0,1.5,2020
1040,100001040,1.0,E. POLLO,1.0,1.0,2020
1041,100001041,1.0,E. POLLO,1.0,1.0,2020
1042,100001042,1.0,E. POLLO,1.0,1.0,2020
1043,100001043,1.0,E. POLLO,2.0,1.0,2020
1044,100001044,9.0,Salteña,4.0,1.5,2020
1045,100001045,9.0,Salteña,5.0,1.5,2020
1046,100001046,1.0,E. POLLO,1.0,1.0,2020
1047,100001047,1.0,E. POLLO,1.0,1.0,2020
1048,100001048,1.0,E. POLLO,1.0,1.0,2020
1049,100001049,1.0,E. POLLO,1.0,1.0,2020
1049,100001049,9.0,Salteña,1.0,1.5,2020
1050,100001050,1.0,E. POLLO,1.0,1.0,2020
1051,100001051,1.0,E. POLLO,1.0,1.0,2020
1052,100001052,1.0,E. POLLO,1.0,1.0,2020
1053,100001053,1.0,E. POLLO,1.0,1.0,2020
1054,100001054,1.0,E. POLLO,1.0,1.0,2020
1055,100001055,1.0,E. POLLO,1.0,1.0,2020
1056,100001056,1.0,E. POLLO,1.0,1.0,2020
1057,100001057,1.0,E. POLLO,1.0,1.0,2020
1058,100001058,1.0,E. POLLO,1.0,1.0,2020
1059,100001059,1.0,E. POLLO,1.0,1.0,2020
1060,100001060,1.0,E. POLLO,1.0,1.0,2020
1061,100001061,1.0,E. POLLO,1.0,1.0,2020
1062,100001062,1.0,E. POLLO,1.0,1.0,2020
1063,100001063,1.0,E. POLLO,1.0,1.0,2020
1064,100001064,1.0,E. POLLO,1.0,1.0,2020
1065,100001065,1.0,E. POLLO,1.0,1.0,2020
1066,100001066,1.0,E. POLLO,1.0,1.0,2020
1067,100001067,1.0,E. POLLO,5.0,1.0,2020
1068,100001068,1.0,E. POLLO,2.0,1.0,2020
1069,100001069,1.0,E. POLLO,1.0,1.0,2020
1070,100001070,1.0,E. POLLO,2.0,1.0,2020
1071,100001071,1.0,E. POLLO,1.0,1.0,2020
1072,100001072,1.0,E. POLLO,1.0,1.0,2020
1073,100001073,1.0,E. POLLO,1.0,1.0,2020
1074,100001074,1.0,E. POLLO,1.0,1.0,2020
1075,100001075,6.0,R.queso,1.0,1.0,2020
1075,100001075,1.0,E. POLLO,2.0,1.0,2020
1076,100001076,9.0,Salteña,2.0,1.5,2020
1077,100001077,9.0,Salteña,4.0,1.5,2020
1077,100001077,3.0,E. arroz,2.0,1.0,2020
1077,100001077,53.0,Vaso R.,2.0,1.0,2020
1078,100001078,3.0,E. arroz,4.0,1.0,2020
1078,100001078,54.0,J. Linaza,1.0,3.0,2020
1079,100001079,1.0,E. POLLO,5.0,1.0,2020
1078,100001078,30.0,Asadito yuca,2.0,2.0,2020
1080,100001080,174.0,Cafe Leche,2.0,1.2,2020
1080,100001080,2.0,E. queso,4.0,1.0,2020
1081,100001081,52.0,Refresco,2.0,1.5,2020
1081,100001081,9.0,Salteña,3.0,1.5,2020
1080,100001080,3.0,E. arroz,2.0,1.0,2020
1080,100001080,2.0,E. queso,4.0,1.0,2020
1080,100001080,1.0,E. POLLO,2.0,1.0,2020
1081,100001081,9.0,Salteña,5.0,1.5,2020
1082,100001082,3.0,E. arroz,10.0,1.0,2020
1083,100001083,9.0,Salteña,10.0,1.5,2020
1084,100001084,2.0,E. queso,2.0,1.0,2020
1085,100001085,77.0,Tercio,1.0,1.2,2020
1086,100001086,1.0,E. POLLO,1.0,1.0,2020
1086,100001086,2.0,E. queso,1.0,1.0,2020
1087,100001087,77.0,Tercio,2.0,1.2,2020
1088,100001088,77.0,Tercio,1.0,1.2,2020
1088,100001088,142.0,tapas1€,1.0,1.0,2020
1089,100001089,3.0,E. arroz,2.0,1.0,2020
1089,100001089,53.0,Vaso R.,1.0,1.0,2020
1090,100001090,1.0,E. POLLO,2.0,1.0,2020
1091,100001091,1.0,E. POLLO,2.0,1.0,2020
1091,100001091,52.0,Refresco,1.0,1.5,2020
1091,100001091,3000.0,suspiro,3.0,0.5,2020
1092,100001092,41.0,menu 8€,1.0,8.0,2020
1093,100001093,1.0,E. POLLO,1.0,1.0,2020
1094,100001094,3.0,E. arroz,5.0,1.0,2020
1095,100001095,52.0,Refresco,2.0,1.5,2020
1096,100001096,77.0,Tercio,2.0,1.2,2020
1097,100001097,171.0,solo,1.0,1.0,2020
1098,100001098,1.0,E. POLLO,2.0,1.0,2020
1099,100001099,172.0,Cortado/Manchado,1.0,1.0,2020
1100,100001100,221.0,gelatina de pata,1.0,1.0,2020
1100,100001100,2.0,E. queso,4.0,1.0,2020
1100,100001100,174.0,Cafe Leche,2.0,1.2,2020
1101,100001101,1.0,E. POLLO,1.0,1.0,2020
1102,100001102,3.0,E. arroz,2.0,1.0,2020
1103,100001103,9.0,Salteña,2.0,1.5,2020
1103,100001103,53.0,Vaso R.,2.0,1.0,2020
1103,100001103,30.0,Asadito yuca,2.0,2.0,2020
1103,100001103,53.0,Vaso R.,1.0,1.0,2020
1104,100001104,30.0,Asadito yuca,2.0,2.0,2020
1104,100001104,52.0,Refresco,1.0,1.5,2020
1104,100001104,71.0,Caña,2.0,1.0,2020
1105,100001105,52.0,Refresco,1.0,1.5,2020
1106,100001106,3000.0,suspiro,1.0,0.5,2020
1104,100001104,9.0,Salteña,2.0,1.5,2020
1104,100001104,52.0,Refresco,1.0,1.5,2020
1107,100001107,9.0,Salteña,1.0,1.5,2020
1107,100001107,177.0,Colacao,1.0,1.5,2020
1108,100001108,53.0,Vaso R.,3.0,1.0,2020
1108,100001108,32.0,Sopa de Mani,1.0,4.0,2020
1108,100001108,144.0,tapas 2€,1.0,2.0,2020
1109,100001109,9.0,Salteña,4.0,1.5,2020
1110,100001110,71.0,Caña,1.0,1.0,2020
1111,100001111,53.0,Vaso R.,2.0,1.0,2020
1111,100001111,9.0,Salteña,2.0,1.5,2020
1111,100001111,1.0,E. POLLO,2.0,1.0,2020
1111,100001111,3000.0,suspiro,2.0,0.5,2020
1112,100001112,1.0,E. POLLO,4.0,1.0,2020
1113,100001113,3000.0,suspiro,1.0,0.5,2020
1114,100001114,3.0,E. arroz,2.0,1.0,2020
1114,100001114,53.0,Vaso R.,2.0,1.0,2020
1115,100001115,77.0,Tercio,2.0,1.2,2020
1115,100001115,142.0,tapas1€,1.0,1.0,2020
1115,100001115,52.0,Refresco,1.0,1.5,2020
1115,100001115,1.0,E. POLLO,2.0,1.0,2020
1115,100001115,1.0,E. POLLO,1.0,1.0,2020
1116,100001116,174.0,Cafe Leche,2.0,1.2,2020
1116,100001116,1.0,E. POLLO,2.0,1.0,2020
1116,100001116,3.0,E. arroz,2.0,1.0,2020
1117,100001117,77.0,Tercio,2.0,1.2,2020
1117,100001117,91.0,Copa Rioja,1.0,1.5,2020
1117,100001117,142.0,tapas1€,1.0,1.0,2020
1117,100001117,758.0,bolsa de patatas,1.0,1.0,2020
1118,100001118,91.0,Copa Rioja,1.0,1.5,2020
1118,100001118,76.0,Quinto,1.0,1.0,2020
1118,100001118,142.0,tapas1€,1.0,1.0,2020
1119,100001119,3.0,E. arroz,2.0,1.0,2020
1120,100001120,1.0,E. POLLO,1.0,1.0,2020
1121,100001121,30.0,Asadito yuca,4.0,2.0,2020
1121,100001121,53.0,Vaso R.,1.0,1.0,2020
1122,100001122,30.0,Asadito yuca,2.0,2.0,2020
1122,100001122,71.0,Caña,1.0,1.0,2020
1123,100001123,1.0,E. POLLO,1.0,1.0,2020
1124,100001124,1.0,E. POLLO,1.0,1.0,2020
1125,100001125,1.0,E. POLLO,1.0,1.0,2020
1126,100001126,1.0,E. POLLO,1.0,1.0,2020
1127,100001127,1.0,E. POLLO,1.0,1.0,2020
1128,100001128,77.0,Tercio,1.0,1.2,2020
1129,100001129,171.0,solo,1.0,1.0,2020
1129,100001129,175.0,Belmonte,1.0,1.2,2020
1130,100001130,1.0,E. POLLO,2.0,1.0,2020
1131,100001131,77.0,Tercio,2.0,1.2,2020
1132,100001132,74.0,Tanque,1.0,2.5,2020
1132,100001132,52.0,Refresco,1.0,1.5,2020
1132,100001132,1.0,E. POLLO,2.0,1.0,2020
1133,100001133,77.0,Tercio,1.0,1.2,2020
1134,100001134,193.0,cubatas,1.0,4.0,2020
1135,100001135,76.0,Quinto,4.0,1.0,2020
1136,100001136,77.0,Tercio,4.0,1.2,2020
1137,100001137,174.0,Cafe Leche,1.0,1.2,2020
1138,100001138,3.0,E. arroz,2.0,1.0,2020
1138,100001138,1.0,E. POLLO,1.0,1.0,2020
1138,100001138,53.0,Vaso R.,2.0,1.0,2020
1139,100001139,53.0,Vaso R.,1.0,1.0,2020
1139,100001139,77.0,Tercio,1.0,1.2,2020
1139,100001139,30.0,Asadito yuca,2.0,2.0,2020
1140,100001140,171.0,solo,1.0,1.0,2020
1139,100001139,2.0,E. queso,2.0,1.0,2020
1141,100001141,52.0,Refresco,2.0,1.5,2020
1142,100001142,76.0,Quinto,9.0,1.0,2020
1142,100001142,142.0,tapas1€,1.0,1.0,2020
1143,100001143,53.0,Vaso R.,4.0,1.0,2020
1144,100001144,2.0,E. queso,2.0,1.0,2020
1144,100001144,53.0,Vaso R.,1.0,1.0,2020
1145,100001145,1.0,E. POLLO,4.0,1.0,2020
1145,100001145,2.0,E. queso,1.0,1.0,2020
1146,100001146,1.0,E. POLLO,3.0,1.0,2020
1147,100001147,6.0,R.queso,1.0,1.0,2020
1148,100001148,73.0,Jarra,2.0,1.5,2020
1148,100001148,144.0,tapas 2€,1.0,2.0,2020
1149,100001149,1.0,E. POLLO,2.0,1.0,2020
1150,100001150,44.0,suspiro 5x1€,1.0,1.0,2020
1150,100001150,1.0,E. POLLO,2.0,1.0,2020
1151,100001151,1.0,E. POLLO,2.0,1.0,2020
1151,100001151,52.0,Refresco,1.0,1.5,2020
1152,100001152,1.0,E. POLLO,2.0,1.0,2020
1152,100001152,3.0,E. arroz,1.0,1.0,2020
1153,100001153,5.0,Cuñape,1.0,1.0,2020
1153,100001153,6.0,R.queso,1.0,1.0,2020
1153,100001153,3.0,E. arroz,1.0,1.0,2020
1154,100001154,1.0,E. POLLO,1.0,1.0,2020
1154,100001154,17.0,pan 2x1,1.0,1.0,2020
1155,100001155,1.0,E. POLLO,1.0,1.0,2020
1156,100001156,1.0,E. POLLO,1.0,1.0,2020
1157,100001157,1.0,E. POLLO,2.0,1.0,2020
1158,100001158,1.0,E. POLLO,2.0,1.0,2020
1158,100001158,52.0,Refresco,1.0,1.5,2020
1159,100001159,1.0,E. POLLO,1.0,1.0,2020
1160,100001160,52.0,Refresco,2.0,1.5,2020
1161,100001161,1.0,E. POLLO,1.0,1.0,2020
1162,100001162,5.0,Cuñape,5.0,1.0,2020
1163,100001163,76.0,Quinto,1.0,1.0,2020
1164,100001164,1.0,E. POLLO,2.0,1.0,2020
1164,100001164,2.0,E. queso,2.0,1.0,2020
1164,100001164,3.0,E. arroz,2.0,1.0,2020
1165,100001165,1.0,E. POLLO,3.0,1.0,2020
1166,100001166,9.0,Salteña,4.0,1.5,2020
1166,100001166,1.0,E. POLLO,1.0,1.0,2020
1166,100001166,20.0,B. platano,1.0,2.0,2020
1166,100001166,325.0,alfajores,1.0,0.5,2020
1167,100001167,1.0,E. POLLO,3.0,1.0,2020
1166,100001166,221.0,gelatina de pata,1.0,1.0,2020
1166,100001166,5.0,Cuñape,1.0,1.0,2020
1168,100001168,3.0,E. arroz,3.0,1.0,2020
1168,100001168,1.0,E. POLLO,3.0,1.0,2020
1169,100001169,5.0,Cuñape,3.0,1.0,2020
1170,100001170,9.0,Salteña,17.0,1.5,2020
1170,100001170,56.0,J. Mocochinchi,1.0,3.0,2020
1170,100001170,54.0,J. Linaza,1.0,3.0,2020
1170,100001170,30.0,Asadito yuca,5.0,2.0,2020
1170,100001170,10254.0,cuñape 0.50,1.0,0.5,2020
1170,100001170,2.0,E. queso,1.0,1.0,2020
1171,100001171,30.0,Asadito yuca,4.0,2.0,2020
1171,100001171,3.0,E. arroz,1.0,1.0,2020
1171,100001171,56.0,J. Mocochinchi,1.0,3.0,2020
1171,100001171,54.0,J. Linaza,1.0,3.0,2020
1172,100001172,9.0,Salteña,3.0,1.5,2020
1172,100001172,78.0,Litro,1.0,2.5,2020
1172,100001172,53.0,Vaso R.,2.0,1.0,2020
1171,100001171,53.0,Vaso R.,1.0,1.0,2020
1171,100001171,30.0,Asadito yuca,2.0,2.0,2020
1170,100001170,2.0,E. queso,2.0,1.0,2020
1170,100001170,32.0,Sopa de Mani,3.0,4.0,2020
1171,100001171,3.0,E. arroz,1.0,1.0,2020
1171,100001171,2.0,E. queso,1.0,1.0,2020
1171,100001171,53.0,Vaso R.,1.0,1.0,2020
1173,100001173,53.0,Vaso R.,4.0,1.0,2020
1173,100001173,10254.0,cuñape 0.50,4.0,0.5,2020
1173,100001173,3.0,E. arroz,3.0,1.0,2020
1173,100001173,10254.0,cuñape 0.50,4.0,0.5,2020
1173,100001173,52.0,Refresco,1.0,1.5,2020
1174,100001174,71.0,Caña,1.0,1.0,2020
1175,100001175,1.0,E. POLLO,4.0,1.0,2020
1176,100001176,32.0,Sopa de Mani,2.0,4.0,2020
1176,100001176,53.0,Vaso R.,3.0,1.0,2020
1177,100001177,10254.0,cuñape 0.50,1.0,0.5,2020
1177,100001177,3.0,E. arroz,1.0,1.0,2020
1177,100001177,2.0,E. queso,1.0,1.0,2020
1178,100001178,76.0,Quinto,1.0,1.0,2020
1179,100001179,55.0,J. Chicha,1.0,3.0,2020
1179,100001179,1.0,E. POLLO,2.0,1.0,2020
1179,100001179,3.0,E. arroz,2.0,1.0,2020
1180,100001180,1.0,E. POLLO,1.0,1.0,2020
1180,100001180,5.0,Cuñape,3.0,1.0,2020
1181,100001181,1.0,E. POLLO,1.0,1.0,2020
1182,100001182,1.0,E. POLLO,1.0,1.0,2020
1183,100001183,1.0,E. POLLO,10.0,1.0,2020
1184,100001184,1.0,E. POLLO,2.0,1.0,2020
1184,100001184,76.0,Quinto,1.0,1.0,2020
1184,100001184,52.0,Refresco,1.0,1.5,2020
1185,100001185,53.0,Vaso R.,1.0,1.0,2020
1185,100001185,52.0,Refresco,1.0,1.5,2020
1185,100001185,1.0,E. POLLO,2.0,1.0,2020
1185,100001185,2.0,E. queso,1.0,1.0,2020
1186,100001186,34.0,Patasca,1.0,4.0,2020
1186,100001186,53.0,Vaso R.,2.0,1.0,2020
1187,100001187,3000.0,suspiro,2.0,0.5,2020
1187,100001187,2.0,E. queso,1.0,1.0,2020
1187,100001187,53.0,Vaso R.,1.0,1.0,2020
1188,100001188,76.0,Quinto,2.0,1.0,2020
1189,100001189,2.0,E. queso,3.0,1.0,2020
1190,100001190,171.0,solo,1.0,1.0,2020
1191,100001191,91.0,Copa Rioja,1.0,1.5,2020
1192,100001192,78.0,Litro,5.0,2.5,2020
1192,100001192,143.0,Tapas 1.50€,1.0,1.5,2020
1192,100001192,2358.0,salchipapas grande,1.0,6.0,2020
1193,100001193,91.0,Copa Rioja,2.0,1.5,2020
1193,100001193,52.0,Refresco,1.0,1.5,2020
1194,100001194,1.0,E. POLLO,1.0,1.0,2020
1195,100001195,171.0,solo,2.0,1.0,2020
1195,100001195,50.0,Agua p.,1.0,1.0,2020
1196,100001196,52.0,Refresco,3.0,1.5,2020
1196,100001196,9.0,Salteña,2.0,1.5,2020
1196,100001196,2.0,E. queso,1.0,1.0,2020
1196,100001196,3.0,E. arroz,1.0,1.0,2020
1196,100001196,174.0,Cafe Leche,1.0,1.2,2020
1196,100001196,53.0,Vaso R.,1.0,1.0,2020
1196,100001196,3.0,E. arroz,1.0,1.0,2020
1196,100001196,30.0,Asadito yuca,5.0,2.0,2020
1197,100001197,1.0,E. POLLO,1.0,1.0,2020
1197,100001197,325.0,alfajores,1.0,0.5,2020
1198,100001198,1.0,E. POLLO,1.0,1.0,2020
1199,100001199,3.0,E. arroz,5.0,1.0,2020
1199,100001199,9.0,Salteña,3.0,1.5,2020
1199,100001199,52.0,Refresco,1.0,1.5,2020
1200,100001200,9.0,Salteña,1.0,1.5,2020
1200,100001200,10254.0,cuñape 0.50,1.0,0.5,2020
1201,100001201,1.0,E. POLLO,1.0,1.0,2020
1202,100001202,1.0,E. POLLO,1.0,1.0,2020
1203,100001203,52.0,Refresco,1.0,1.5,2020
1204,100001204,1.0,E. POLLO,1.0,1.0,2020
1205,100001205,1.0,E. POLLO,1.0,1.0,2020
1206,100001206,1.0,E. POLLO,1.0,1.0,2020
1207,100001207,76.0,Quinto,2.0,1.0,2020
1208,100001208,1.0,E. POLLO,1.0,1.0,2020
1209,100001209,1.0,E. POLLO,1.0,1.0,2020
1210,100001210,78.0,Litro,1.0,2.5,2020
1210,100001210,52.0,Refresco,1.0,1.5,2020
1211,100001211,1.0,E. POLLO,1.0,1.0,2020
1211,100001211,211.0,Arroz leche,1.0,1.0,2020
1212,100001212,1.0,E. POLLO,1.0,1.0,2020
1213,100001213,1.0,E. POLLO,4.0,1.0,2020
1214,100001214,174.0,Cafe Leche,1.0,1.2,2020
1214,100001214,1.0,E. POLLO,1.0,1.0,2020
1214,100001214,176.0,Calajilllo,1.0,1.5,2020
1215,100001215,1.0,E. POLLO,4.0,1.0,2020
1215,100001215,9.0,Salteña,3.0,1.5,2020
1216,100001216,76.0,Quinto,1.0,1.0,2020
1217,100001217,53.0,Vaso R.,2.0,1.0,2020
1217,100001217,1.0,E. POLLO,1.0,1.0,2020
1217,100001217,2.0,E. queso,3.0,1.0,2020
1218,100001218,2.0,E. queso,1.0,1.0,2020
1218,100001218,53.0,Vaso R.,1.0,1.0,2020
1219,100001219,54.0,J. Linaza,1.0,3.0,2020
1219,100001219,1.0,E. POLLO,2.0,1.0,2020
1219,100001219,2.0,E. queso,2.0,1.0,2020
1220,100001220,3.0,E. arroz,1.0,1.0,2020
1221,100001221,53.0,Vaso R.,1.0,1.0,2020
1221,100001221,10254.0,cuñape 0.50,1.0,0.5,2020
1222,100001222,51.0,Agua g.,1.0,1.5,2020
1222,100001222,2.0,E. queso,3.0,1.0,2020
1222,100001222,76.0,Quinto,10.0,1.0,2020
1222,100001222,53.0,Vaso R.,1.0,1.0,2020
1223,100001223,76.0,Quinto,4.0,1.0,2020
1224,100001224,30.0,Asadito yuca,1.0,2.0,2020
1224,100001224,9.0,Salteña,1.0,1.5,2020
1224,100001224,53.0,Vaso R.,1.0,1.0,2020
1224,100001224,3.0,E. arroz,2.0,1.0,2020
1224,100001224,10254.0,cuñape 0.50,2.0,0.5,2020
1225,100001225,9.0,Salteña,5.0,1.5,2020
1225,100001225,52.0,Refresco,3.0,1.5,2020
1225,100001225,2.0,E. queso,2.0,1.0,2020
1225,100001225,30.0,Asadito yuca,1.0,2.0,2020
1226,100001226,55.0,J. Chicha,1.0,3.0,2020
1226,100001226,3.0,E. arroz,3.0,1.0,2020
1227,100001227,55.0,J. Chicha,1.0,3.0,2020
1227,100001227,9.0,Salteña,1.0,1.5,2020
1227,100001227,52.0,Refresco,1.0,1.5,2020
1227,100001227,1.0,E. POLLO,1.0,1.0,2020
1227,100001227,53.0,Vaso R.,1.0,1.0,2020
1228,100001228,1.0,E. POLLO,9.0,1.0,2020
1229,100001229,1.0,E. POLLO,1.0,1.0,2020
1230,100001230,1.0,E. POLLO,4.0,1.0,2020
