NUMTIC,NUMCAJ,CODIGO,DESCRI,CANTIDAD,PRECIO,year_file
2305,100002305,132.0,Marinera,1.0,1.5,2020
2306,100002306,192.0,copa coñac,1.0,1.5,2020
2307,100002307,52.0,Refresco,1.0,1.5,2020
2307,100002307,72.0,Copa,1.0,1.2,2020
2307,100002307,144.0,alitas de pollo,1.0,3.0,2020
2307,100002307,143.0,Tapas 1.50€,1.0,1.5,2020
2308,100002308,1.0,E. POLLO,6.0,1.0,2020
2309,100002309,53.0,Vaso R.,4.0,1.0,2020
2309,100002309,3.0,E. arroz,2.0,1.0,2020
2309,100002309,9.0,Salteña,2.0,1.5,2020
2310,100002310,1.0,E. POLLO,2.0,1.0,2020
2311,100002311,1.0,E. POLLO,1.0,1.0,2020
2312,100002312,171.0,solo,1.0,1.0,2020
2313,100002313,1.0,E. POLLO,1.0,1.0,2020
2314,100002314,1.0,E. POLLO,2.0,1.0,2020
2314,100002314,2.0,E. queso,2.0,1.0,2020
2314,100002314,3000.0,suspiro,2.0,0.5,2020
2314,100002314,71.0,Caña,1.0,1.0,2020
2315,100002315,9.0,Salteña,1.0,1.5,2020
2315,100002315,53.0,Vaso R.,1.0,1.0,2020
2315,100002315,30.0,Asadito yuca,1.0,2.0,2020
2316,100002316,30.0,Asadito yuca,1.0,2.0,2020
2316,100002316,9.0,Salteña,1.0,1.5,2020
2316,100002316,53.0,Vaso R.,1.0,1.0,2020
2317,100002317,53.0,Vaso R.,1.0,1.0,2020
2317,100002317,9.0,Salteña,1.0,1.5,2020
2317,100002317,30.0,Asadito yuca,1.0,2.0,2020
2317,100002317,9.0,Salteña,2.0,1.5,2020
2318,100002318,2.0,E. queso,2.0,1.0,2020
2319,100002319,34.0,Patasca,1.0,5.0,2020
2319,100002319,77.0,Tercio,1.0,1.2,2020
2319,100002319,3.0,E. arroz,1.0,1.0,2020
2320,100002320,78.0,Litro,1.0,2.5,2020
2321,100002321,192.0,copa coñac,4.0,1.5,2020
2321,100002321,52.0,Refresco,1.0,1.5,2020
2322,100002322,77.0,Tercio,3.0,1.2,2020
2322,100002322,52.0,Refresco,1.0,1.5,2020
2322,100002322,35.0,Cerdo al Horno,1.0,6.0,2020
2322,100002322,809.0,asado en olla,1.0,6.0,2020
2323,100002323,114.0,Pollo a la broaster,1.0,6.0,2020
2323,100002323,34.0,Patasca,3.0,5.0,2020
2323,100002323,65.0,referesco 2 litros,1.0,3.0,2020
2323,100002323,10254.0,cuñape 0.50,3.0,0.5,2020
2323,100002323,40.0,pique macho 10€,1.0,10.0,2020
2324,100002324,73.0,Jarra,1.0,1.5,2020
2324,100002324,142.0,tapas1€,1.0,1.0,2020
2325,100002325,76.0,Quinto,1.0,1.0,2020
2326,100002326,809.0,sasado en olla,1.0,6.0,2020
2326,100002326,53.0,Vaso R.,1.0,1.0,2020
2323,100002323,1.0,E. POLLO,2.0,1.0,2020
2323,100002323,10254.0,cuñape 0.50,1.0,0.5,2020
2327,100002327,200.0,BIFE,2.0,7.0,2020
2327,100002327,74.0,Tanque,1.0,2.5,2020
2327,100002327,53.0,Vaso R.,1.0,1.0,2020
2328,100002328,10254.0,cuñape 0.50,1.0,0.5,2020
2329,100002329,77.0,Tercio,1.0,1.2,2020
2330,100002330,10254.0,cuñape 0.50,1.0,0.5,2020
2331,100002331,53.0,Vaso R.,1.0,1.0,2020
2332,100002332,1.0,E. POLLO,2.0,1.0,2020
2333,100002333,10254.0,cuñape 0.50,1.0,0.5,2020
2334,100002334,10254.0,cuñape 0.50,1.0,0.5,2020
2335,100002335,9.0,Salteña,4.0,1.5,2020
2336,100002336,30.0,Asadito yuca,1.0,2.0,2020
2336,100002336,53.0,Vaso R.,1.0,1.0,2020
2337,100002337,175.0,Belmonte,1.0,1.2,2020
2338,100002338,175.0,Belmonte,1.0,1.2,2020
2338,100002338,171.0,solo,3.0,1.0,2020
2339,100002339,9.0,Salteña,4.0,1.5,2020
2340,100002340,1.0,E. POLLO,6.0,1.0,2020
2340,100002340,2.0,E. queso,1.0,1.0,2020
2341,100002341,1.0,E. POLLO,3.0,1.0,2020
2341,100002341,53.0,Vaso R.,2.0,1.0,2020
2341,100002341,171.0,solo,1.0,1.0,2020
2341,100002341,10254.0,cuñape 0.50,1.0,0.5,2020
2341,100002341,9.0,Salteña,1.0,1.5,2020
2341,100002341,10254.0,cuñape 0.50,2.0,0.5,2020
2341,100002341,221.0,gelatina de pata,2.0,1.0,2020
2339,100002339,1.0,E. POLLO,8.0,1.0,2020
2343,100002343,9.0,Salteña,1.0,1.5,2020
2343,100002343,1.0,E. POLLO,16.0,1.0,2020
2344,100002344,77.0,Tercio,1.0,1.2,2020
2345,100002345,53.0,Vaso R.,1.0,1.0,2020
2345,100002345,1.0,E. POLLO,6.0,1.0,2020
2345,100002345,30.0,Asadito yuca,2.0,2.0,2020
2346,100002346,3000.0,suspiro,1.0,0.5,2020
2347,100002347,3.0,E. arroz,5.0,1.0,2020
2348,100002348,3.0,E. arroz,6.0,1.0,2020
2348,100002348,9.0,Salteña,1.0,1.5,2020
2348,100002348,53.0,Vaso R.,1.0,1.0,2020
2348,100002348,77.0,Tercio,1.0,1.2,2020
2349,100002349,1.0,E. POLLO,3.0,1.0,2020
2350,100002350,2.0,E. queso,3.0,1.0,2020
2351,100002351,34.0,Patasca,2.0,5.0,2020
2351,100002351,9.0,Salteña,2.0,1.5,2020
2351,100002351,56.0,J. Mocochinchi,1.0,3.0,2020
2351,100002351,9.0,Salteña,5.0,1.5,2020
2351,100002351,3.0,E. arroz,1.0,1.0,2020
2351,100002351,10254.0,cuñape 0.50,1.0,0.5,2020
2352,100002352,21.0,B.fresa,1.0,2.0,2020
2352,100002352,9.0,Salteña,1.0,1.5,2020
2352,100002352,1.0,E. POLLO,1.0,1.0,2020
2353,100002353,171.0,solo,1.0,1.0,2020
2354,100002354,10254.0,cuñape 0.50,1.0,0.5,2020
2355,100002355,192.0,copa coñac,1.0,1.5,2020
2356,100002356,2.0,E. queso,1.0,1.0,2020
2356,100002356,53.0,Vaso R.,2.0,1.0,2020
2356,100002356,30.0,Asadito yuca,2.0,2.0,2020
2342,100002342,34.0,Patasca,2.0,5.0,2020
2342,100002342,53.0,Vaso R.,1.0,1.0,2020
2342,100002342,30.0,Asadito yuca,1.0,2.0,2020
2342,100002342,177.0,Colacao,1.0,1.5,2020
2342,100002342,173.0,Infusiones,1.0,1.0,2020
2342,100002342,171.0,solo,1.0,1.0,2020
2357,100002357,9.0,Salteña,4.0,1.5,2020
2357,100002357,21.0,B.fresa,1.0,2.0,2020
2357,100002357,20.0,B. platano,1.0,2.0,2020
2358,100002358,1.0,E. POLLO,3.0,1.0,2020
2359,100002359,3.0,E. arroz,1.0,1.0,2020
2359,100002359,174.0,Cafe Leche,1.0,1.2,2020
2360,100002360,1.0,E. POLLO,11.0,1.0,2020
2360,100002360,3000.0,suspiro,1.0,0.5,2020
2361,100002361,34.0,Patasca,1.0,5.0,2020
2361,100002361,53.0,Vaso R.,1.0,1.0,2020
2361,100002361,2.0,E. queso,1.0,1.0,2020
2361,100002361,221.0,gelatina de pata,1.0,1.0,2020
2362,100002362,34.0,Patasca,1.0,5.0,2020
2362,100002362,9.0,Salteña,3.0,1.5,2020
2362,100002362,3.0,E. arroz,3.0,1.0,2020
2363,100002363,9.0,Salteña,2.0,1.5,2020
2363,100002363,3.0,E. arroz,1.0,1.0,2020
2364,100002364,3000.0,suspiro,1.0,0.5,2020
2365,100002365,10254.0,cuñape 0.50,1.0,0.5,2020
2366,100002366,30.0,Asadito yuca,3.0,2.0,2020
2366,100002366,55.0,J. Chicha,1.0,3.0,2020
2366,100002366,9.0,Salteña,2.0,1.5,2020
2366,100002366,1.0,E. POLLO,2.0,1.0,2020
2367,100002367,63.0,Zumo de melocoton,1.0,1.0,2020
2368,100002368,77.0,Tercio,2.0,1.2,2020
2366,100002366,52.0,Refresco,1.0,1.5,2020
2369,100002369,53.0,Vaso R.,4.0,1.0,2020
2370,100002370,3.0,E. arroz,2.0,1.0,2020
2371,100002371,40.0,pique macho 10€,1.0,10.0,2020
2371,100002371,175.0,Belmonte,1.0,1.2,2020
2372,100002372,1.0,E. POLLO,3.0,1.0,2020
2373,100002373,174.0,Cafe Leche,1.0,1.2,2020
2373,100002373,52.0,Refresco,1.0,1.5,2020
2373,100002373,142.0,tapas1€,1.0,1.0,2020
2374,100002374,52.0,Refresco,2.0,1.5,2020
2375,100002375,55.0,J. Chicha,1.0,3.0,2020
2375,100002375,1.0,E. POLLO,2.0,1.0,2020
2375,100002375,9.0,Salteña,1.0,1.5,2020
2376,100002376,32.0,Sopa de Mani,1.0,4.0,2020
2376,100002376,809.0,sasado en olla,1.0,6.0,2020
2376,100002376,53.0,Vaso R.,1.0,1.0,2020
2377,100002377,78.0,Litro,4.0,2.5,2020
2377,100002377,9.0,Salteña,3.0,1.5,2020
2378,100002378,2.0,E. queso,2.0,1.0,2020
2378,100002378,53.0,Vaso R.,1.0,1.0,2020
2379,100002379,77.0,Tercio,1.0,1.2,2020
2379,100002379,192.0,copa coñac,1.0,1.5,2020
2380,100002380,1.0,E. POLLO,3.0,1.0,2020
2381,100002381,9.0,Salteña,5.0,1.5,2020
2381,100002381,20.0,B. platano,1.0,2.0,2020
2381,100002381,52.0,Refresco,1.0,1.5,2020
2382,100002382,76.0,Quinto,2.0,1.0,2020
2383,100002383,78.0,Litro,5.0,2.5,2020
2383,100002383,147774.0,PACEÑA,4.0,3.0,2020
2383,100002383,62.0,Zumo de piña,2.0,1.0,2020
2383,100002383,34.0,Patasca,2.0,5.0,2020
2383,100002383,2.0,E. queso,2.0,1.0,2020
2384,100002384,40.0,pique macho 10€,1.0,10.0,2020
2384,100002384,52.0,Refresco,1.0,1.5,2020
2384,100002384,78.0,Litro,1.0,2.5,2020
2381,100002381,53.0,Vaso R.,1.0,1.0,2020
2381,100002381,325.0,alfajores,1.0,0.5,2020
2385,100002385,1.0,E. POLLO,10.0,1.0,2020
2386,100002386,76.0,Quinto,2.0,1.0,2020
2381,100002381,1.0,E. POLLO,1.0,1.0,2020
2387,100002387,53.0,Vaso R.,1.0,1.0,2020
2384,100002384,30.0,Asadito yuca,2.0,2.0,2020
2388,100002388,40.0,pique macho 10€,1.0,10.0,2020
2388,100002388,1.0,E. POLLO,4.0,1.0,2020
2389,100002389,36.0,Milanesa de pollo,1.0,6.0,2020
2389,100002389,114.0,Pollo a la broaster,1.0,6.0,2020
2389,100002389,53.0,Vaso R.,1.0,1.0,2020
2390,100002390,114.0,Pollo a la broaster,1.0,6.0,2020
2390,100002390,36.0,Milanesa de pollo,2.0,6.0,2020
2390,100002390,32.0,Sopa de Mani,1.0,5.0,2020
2390,100002390,55.0,J. Chicha,1.0,3.0,2020
2390,100002390,30.0,Asadito yuca,3.0,2.0,2020
2390,100002390,34.0,Patasca,1.0,5.0,2020
2390,100002390,51.0,Agua g.,1.0,1.5,2020
2391,100002391,32.0,Sopa de Mani,1.0,5.0,2020
2391,100002391,34.0,sopa de platano,2.0,5.0,2020
2391,100002391,56.0,J. Mocochinchi,2.0,3.0,2020
2391,100002391,51.0,Agua g.,1.0,1.5,2020
2391,100002391,35.0,Cerdo al Horno,1.0,6.0,2020
2391,100002391,809.0,sasado en olla,3.0,6.0,2020
2391,100002391,71.0,Caña,1.0,1.0,2020
2391,100002391,325.0,alfajores,2.0,0.5,2020
2391,100002391,36.0,Milanesa de pollo,1.0,6.0,2020
2392,100002392,555.0,majadito,2.0,6.0,2020
2392,100002392,78.0,Litro,1.0,2.5,2020
2392,100002392,1.0,E. POLLO,2.0,1.0,2020
2393,100002393,32.0,Sopa de Mani,1.0,5.0,2020
2393,100002393,114.0,Pollo a la broaster,1.0,6.0,2020
2393,100002393,40.0,pique macho 10€,1.0,10.0,2020
2393,100002393,65.0,referesco 2 litros,1.0,3.0,2020
2393,100002393,54.0,J. Linaza,1.0,3.0,2020
2393,100002393,221.0,gelatina de pata,1.0,1.0,2020
2394,100002394,40.0,pique macho 10€,3.0,10.0,2020
2394,100002394,114.0,Pollo a la broaster,1.0,6.0,2020
2394,100002394,32.0,Sopa de Mani,2.0,5.0,2020
2394,100002394,52.0,Refresco,8.0,1.5,2020
2394,100002394,62.0,Zumo de piña,1.0,1.0,2020
2394,100002394,56.0,J. Mocochinchi,1.0,3.0,2020
2394,100002394,34.0,Patasca,1.0,5.0,2020
2394,100002394,555.0,majadito,1.0,6.0,2020
2394,100002394,51.0,Agua g.,2.0,1.5,2020
2395,100002395,34.0,Patasca,1.0,5.0,2020
2395,100002395,114.0,Pollo a la broaster,1.0,6.0,2020
2395,100002395,52.0,Refresco,1.0,1.5,2020
2395,100002395,53.0,Vaso R.,1.0,1.0,2020
2396,100002396,3.0,E. arroz,5.0,1.0,2020
2396,100002396,3000.0,suspiro,2.0,0.5,2020
2396,100002396,325.0,alfajores,1.0,0.5,2020
2397,100002397,171.0,solo,1.0,1.0,2020
2397,100002397,172.0,Cortado/Manchado,1.0,1.0,2020
2398,100002398,40.0,pique macho 10€,1.0,10.0,2020
2398,100002398,36.0,Milanesa de pollo,1.0,6.0,2020
2398,100002398,34.0,Patasca,2.0,5.0,2020
2398,100002398,325.0,alfajores,2.0,0.5,2020
2399,100002399,114.0,Pollo a la broaster,4.0,6.0,2020
2399,100002399,809.0,sasado en olla,1.0,6.0,2020
2399,100002399,78.0,Litro,3.0,2.5,2020
2399,100002399,52.0,Refresco,1.0,1.5,2020
2400,100002400,1.0,E. POLLO,1.0,1.0,2020
2401,100002401,191.0,chupitos,2.0,1.0,2020
2402,100002402,2.0,E. queso,2.0,1.0,2020
2403,100002403,171.0,solo,1.0,1.0,2020
2404,100002404,21.0,B.fresa,1.0,2.0,2020
2404,100002404,9.0,Salteña,2.0,1.5,2020
2404,100002404,1.0,E. POLLO,1.0,1.0,2020
2404,100002404,2.0,E. queso,1.0,1.0,2020
2404,100002404,174.0,Cafe Leche,1.0,1.2,2020
2405,100002405,10254.0,cuñape 0.50,4.0,0.5,2020
2405,100002405,3.0,E. arroz,1.0,1.0,2020
2405,100002405,9.0,Salteña,1.0,1.5,2020
2406,100002406,21.0,B.fresa,1.0,2.0,2020
2406,100002406,9.0,Salteña,1.0,1.5,2020
2406,100002406,50.0,Agua p.,1.0,1.0,2020
2404,100002404,174.0,Cafe Leche,1.0,1.2,2020
2407,100002407,34.0,Patasca,1.0,5.0,2020
2407,100002407,77.0,Tercio,1.0,1.2,2020
2408,100002408,32.0,Sopa de Mani,2.0,5.0,2020
2408,100002408,53.0,Vaso R.,2.0,1.0,2020
2409,100002409,3.0,E. arroz,1.0,1.0,2020
2410,100002410,174.0,Cafe Leche,1.0,1.2,2020
2410,100002410,21.0,B.fresa,1.0,2.0,2020
2410,100002410,52.0,Refresco,2.0,1.5,2020
2410,100002410,9.0,Salteña,1.0,1.5,2020
2410,100002410,1.0,E. POLLO,4.0,1.0,2020
2408,100002408,51.0,Agua g.,1.0,1.5,2020
2411,100002411,1.0,E. POLLO,8.0,1.0,2020
2412,100002412,52.0,Refresco,1.0,1.5,2020
2412,100002412,77.0,Tercio,1.0,1.2,2020
2412,100002412,52.0,Refresco,1.0,1.5,2020
2410,100002410,3.0,E. arroz,4.0,1.0,2020
2413,100002413,175.0,Belmonte,2.0,1.2,2020
2414,100002414,77.0,Tercio,1.0,1.2,2020
2415,100002415,9.0,Salteña,1.0,1.5,2020
2415,100002415,3.0,E. arroz,3.0,1.0,2020
2415,100002415,53.0,Vaso R.,2.0,1.0,2020
2416,100002416,1.0,E. POLLO,1.0,1.0,2020
2416,100002416,2.0,E. queso,1.0,1.0,2020
2416,100002416,9.0,Salteña,1.0,1.5,2020
2416,100002416,53.0,Vaso R.,2.0,1.0,2020
2416,100002416,41.0,menu 8€,1.0,8.0,2020
2417,100002417,1.0,E. POLLO,2.0,1.0,2020
2417,100002417,52.0,Refresco,1.0,1.5,2020
2418,100002418,1.0,E. POLLO,4.0,1.0,2020
2419,100002419,53.0,Vaso R.,1.0,1.0,2020
2419,100002419,3.0,E. arroz,1.0,1.0,2020
2419,100002419,34.0,Patasca,1.0,5.0,2020
2421,100002421,3000.0,suspiro,1.0,0.5,2020
2420,100002420,3000.0,suspiro,1.0,0.5,2020
2422,100002422,77.0,Tercio,2.0,1.2,2020
2423,100002423,34.0,Patasca,1.0,5.0,2020
2423,100002423,40.0,pique macho 10€,1.0,10.0,2020
2423,100002423,65.0,referesco 2 litros,1.0,3.0,2020
2424,100002424,77.0,Tercio,2.0,1.2,2020
2425,100002425,192.0,copa coñac,1.0,1.5,2020
2426,100002426,78.0,Litro,3.0,2.5,2020
2426,100002426,62.0,Zumo de piña,1.0,1.0,2020
2426,100002426,3000.0,suspiro,3.0,0.5,2020
2427,100002427,9.0,Salteña,2.0,1.5,2020
2429,100002429,3.0,E. arroz,2.0,1.0,2020
2428,100002428,2.0,E. queso,1.0,1.0,2020
2428,100002428,34.0,Patasca,1.0,5.0,2020
2428,100002428,53.0,Vaso R.,2.0,1.0,2020
2430,100002430,9.0,Salteña,2.0,1.5,2020
2430,100002430,2.0,E. queso,1.0,1.0,2020
2430,100002430,53.0,Vaso R.,2.0,1.0,2020
2431,100002431,53.0,Vaso R.,2.0,1.0,2020
2431,100002431,9.0,Salteña,3.0,1.5,2020
2432,100002432,2.0,E. queso,2.0,1.0,2020
2433,100002433,1.0,E. POLLO,3.0,1.0,2020
2434,100002434,3.0,E. arroz,4.0,1.0,2020
2434,100002434,1.0,E. POLLO,3.0,1.0,2020
2434,100002434,2.0,E. queso,3.0,1.0,2020
2434,100002434,52.0,Refresco,1.0,1.5,2020
2435,100002435,53.0,Vaso R.,2.0,1.0,2020
2436,100002436,53.0,Vaso R.,2.0,1.0,2020
2436,100002436,30.0,Asadito yuca,2.0,2.0,2020
2436,100002436,2.0,E. queso,1.0,1.0,2020
2436,100002436,3.0,E. arroz,1.0,1.0,2020
2437,100002437,30.0,Asadito yuca,5.0,2.0,2020
2437,100002437,52.0,Refresco,2.0,1.5,2020
2437,100002437,53.0,Vaso R.,1.0,1.0,2020
2438,100002438,3.0,E. arroz,3.0,1.0,2020
2439,100002439,144.0,tapas 2€,2.0,2.0,2020
2439,100002439,52.0,Refresco,2.0,1.5,2020
2439,100002439,601.0,sopa de fideo,1.0,5.0,2020
2440,100002440,41.0,menu 8€,1.0,8.0,2020
2440,100002440,200.0,BIFE,1.0,6.0,2020
2440,100002440,65.0,referesco 2 litros,1.0,3.0,2020
2440,100002440,77.0,Tercio,2.0,1.2,2020
2441,100002441,144.0,tapas 2€,1.0,2.0,2020
2441,100002441,143.0,Tapas 1.50€,1.0,1.5,2020
2441,100002441,52.0,Refresco,2.0,1.5,2020
2441,100002441,3000.0,suspiro,1.0,0.5,2020
2442,100002442,9.0,Salteña,1.0,1.5,2020
2443,100002443,77.0,Tercio,4.0,1.2,2020
2444,100002444,76.0,Quinto,2.0,1.0,2020
2445,100002445,10254.0,cuñape 0.50,1.0,0.5,2020
2446,100002446,3.0,E. arroz,1.0,1.0,2020
2446,100002446,9.0,Salteña,1.0,1.5,2020
2447,100002447,1.0,E. POLLO,3.0,1.0,2020
2448,100002448,9.0,Salteña,1.0,1.5,2020
2449,100002449,9.0,Salteña,6.0,1.5,2020
2450,100002450,1.0,E. POLLO,5.0,1.0,2020
2450,100002450,52.0,Refresco,1.0,1.5,2020
2451,100002451,1.0,E. POLLO,4.0,1.0,2020
2452,100002452,1.0,E. POLLO,2.0,1.0,2020
2453,100002453,9.0,Salteña,1.0,1.5,2020
2454,100002454,1.0,E. POLLO,4.0,1.0,2020
2455,100002455,1.0,E. POLLO,4.0,1.0,2020
2456,100002456,76.0,Quinto,2.0,1.0,2020
2457,100002457,3.0,E. arroz,7.0,1.0,2020
2458,100002458,77.0,Tercio,1.0,1.2,2020
2459,100002459,1.0,E. POLLO,5.0,1.0,2020
2460,100002460,77.0,Tercio,4.0,1.2,2020
2460,100002460,174.0,Cafe Leche,2.0,1.2,2020
2461,100002461,1.0,E. POLLO,10.0,1.0,2020
2462,100002462,76.0,Quinto,1.0,1.0,2020
2463,100002463,1.0,E. POLLO,3.0,1.0,2020
2464,100002464,9.0,Salteña,2.0,1.5,2020
2465,100002465,30.0,Asadito yuca,3.0,2.0,2020
2465,100002465,31.0,Panza frita,3.0,3.0,2020
2465,100002465,78.0,Litro,1.0,2.5,2020
2466,100002466,9.0,Salteña,2.0,1.5,2020
2466,100002466,2.0,E. queso,1.0,1.0,2020
2467,100002467,151.0,B. Jamon,1.0,3.0,2020
2467,100002467,53.0,Vaso R.,1.0,1.0,2020
2467,100002467,172.0,Cortado/Manchado,1.0,1.0,2020
2467,100002467,9.0,Salteña,2.0,1.5,2020
2468,100002468,53.0,Vaso R.,1.0,1.0,2020
2468,100002468,9.0,Salteña,1.0,1.5,2020
2468,100002468,2.0,E. queso,2.0,1.0,2020
2469,100002469,1.0,E. POLLO,2.0,1.0,2020
2469,100002469,9.0,Salteña,1.0,1.5,2020
2469,100002469,1.0,E. POLLO,1.0,1.0,2020
2469,100002469,174.0,Cafe Leche,1.0,1.2,2020
2469,100002469,20.0,B. platano,1.0,2.0,2020
2470,100002470,9.0,Salteña,2.0,1.5,2020
2470,100002470,1.0,E. POLLO,2.0,1.0,2020
2470,100002470,2.0,E. queso,2.0,1.0,2020
2471,100002471,1.0,E. POLLO,1.0,1.0,2020
2471,100002471,221.0,gelatina de pata,1.0,1.0,2020
2471,100002471,53.0,Vaso R.,1.0,1.0,2020
2471,100002471,30.0,Asadito yuca,3.0,2.0,2020
2472,100002472,9.0,Salteña,2.0,1.5,2020
2472,100002472,3.0,E. arroz,1.0,1.0,2020
2472,100002472,53.0,Vaso R.,1.0,1.0,2020
2472,100002472,63.0,Zumo de melocoton,1.0,1.0,2020
2471,100002471,9.0,Salteña,4.0,1.5,2020
2473,100002473,2.0,E. queso,1.0,1.0,2020
2473,100002473,9.0,Salteña,1.0,1.5,2020
2473,100002473,174.0,Cafe Leche,1.0,1.2,2020
2473,100002473,53.0,Vaso R.,1.0,1.0,2020
2474,100002474,1.0,E. POLLO,2.0,1.0,2020
2474,100002474,2.0,E. queso,2.0,1.0,2020
2474,100002474,3.0,E. arroz,2.0,1.0,2020
2475,100002475,2.0,E. queso,4.0,1.0,2020
2476,100002476,173.0,Infusiones,1.0,1.0,2020
2477,100002477,1.0,E. POLLO,4.0,1.0,2020
2477,100002477,55.0,J. Chicha,1.0,3.0,2020
2478,100002478,53.0,Vaso R.,1.0,1.0,2020
2478,100002478,52.0,Refresco,1.0,1.5,2020
2478,100002478,2.0,E. queso,1.0,1.0,2020
2478,100002478,1.0,E. POLLO,1.0,1.0,2020
2478,100002478,2.0,E. queso,1.0,1.0,2020
2479,100002479,9.0,Salteña,1.0,1.5,2020
2479,100002479,1.0,E. POLLO,1.0,1.0,2020
2480,100002480,1.0,E. POLLO,2.0,1.0,2020
2481,100002481,77.0,Tercio,3.0,1.2,2020
2481,100002481,142.0,tapas1€,1.0,1.0,2020
2482,100002482,191.0,chupitos,1.0,1.0,2020
2482,100002482,192.0,copa coñac,1.0,1.5,2020
2483,100002483,41.0,menu 8€,2.0,8.0,2020
2484,100002484,41.0,menu 8€,1.0,8.0,2020
2484,100002484,55.0,J. Chicha,1.0,3.0,2020
2485,100002485,142.0,tapas1€,1.0,1.0,2020
2485,100002485,77.0,Tercio,1.0,1.2,2020
2486,100002486,41.0,menu 8€,1.0,8.0,2020
2486,100002486,53.0,Vaso R.,1.0,1.0,2020
2487,100002487,41.0,menu 8€,1.0,8.0,2020
2487,100002487,31.0,Panza frita,1.0,3.0,2020
2487,100002487,9.0,Salteña,3.0,1.5,2020
2488,100002488,171.0,solo,1.0,1.0,2020
2489,100002489,52.0,Refresco,1.0,1.5,2020
2489,100002489,78.0,Litro,1.0,2.5,2020
2489,100002489,1.0,E. POLLO,2.0,1.0,2020
2490,100002490,2.0,E. queso,3.0,1.0,2020
2490,100002490,171.0,solo,1.0,1.0,2020
2490,100002490,173.0,Infusiones,1.0,1.0,2020
2491,100002491,1.0,E. POLLO,5.0,1.0,2020
2492,100002492,78.0,Litro,2.0,2.5,2020
2492,100002492,52.0,Refresco,1.0,1.5,2020
2490,100002490,2587142.0,1/5 sin alcohol,1.0,1.0,2020
2490,100002490,77.0,Tercio,1.0,1.2,2020
2493,100002493,172.0,Cortado/Manchado,1.0,1.0,2020
2494,100002494,325.0,alfajores,2.0,0.5,2020
2495,100002495,2.0,E. queso,2.0,1.0,2020
2496,100002496,3.0,E. arroz,1.0,1.0,2020
2496,100002496,53.0,Vaso R.,1.0,1.0,2020
2497,100002497,1.0,E. POLLO,2.0,1.0,2020
2497,100002497,53.0,Vaso R.,1.0,1.0,2020
2498,100002498,52.0,Refresco,2.0,1.5,2020
2499,100002499,1.0,E. POLLO,2.0,1.0,2020
2499,100002499,3000.0,suspiro,1.0,0.5,2020
2499,100002499,325.0,alfajores,2.0,0.5,2020
2499,100002499,53.0,Vaso R.,1.0,1.0,2020
2500,100002500,221.0,gelatina de pata,2.0,1.0,2020
2501,100002501,53.0,Vaso R.,1.0,1.0,2020
2502,100002502,2.0,E. queso,12.0,1.0,2020
2502,100002502,3000.0,suspiro,2.0,0.5,2020
2503,100002503,2.0,E. queso,3.0,1.0,2020
2504,100002504,750.0,desayuno,1.0,2.0,2020
2505,100002505,3.0,E. arroz,2.0,1.0,2020
2506,100002506,3.0,E. arroz,2.0,1.0,2020
2507,100002507,325.0,alfajores,5.0,0.5,2020
2509,100002509,3000.0,suspiro,12.0,0.5,2020
2509,100002509,2.0,E. queso,1.0,1.0,2020
2509,100002509,174.0,Cafe Leche,1.0,1.2,2020
2510,100002510,171.0,solo,1.0,1.0,2020
2508,100002508,174.0,Cafe Leche,1.0,1.2,2020
2508,100002508,1.0,E. POLLO,1.0,1.0,2020
2508,100002508,9.0,Salteña,1.0,1.5,2020
2508,100002508,3.0,E. arroz,1.0,1.0,2020
2508,100002508,1.0,E. POLLO,2.0,1.0,2020
2508,100002508,3.0,E. arroz,1.0,1.0,2020
2511,100002511,174.0,Cafe Leche,1.0,1.2,2020
2511,100002511,1.0,E. POLLO,1.0,1.0,2020
2511,100002511,3.0,E. arroz,1.0,1.0,2020
2511,100002511,9.0,Salteña,1.0,1.5,2020
2511,100002511,1.0,E. POLLO,3.0,1.0,2020
2511,100002511,9.0,Salteña,1.0,1.5,2020
2511,100002511,3.0,E. arroz,1.0,1.0,2020
2512,100002512,9.0,Salteña,2.0,1.5,2020
2512,100002512,10254.0,cuñape 0.50,3.0,0.5,2020
2512,100002512,53.0,Vaso R.,1.0,1.0,2020
2513,100002513,9.0,Salteña,1.0,1.5,2020
2514,100002514,9.0,Salteña,5.0,1.5,2020
2514,100002514,10254.0,cuñape 0.50,1.0,0.5,2020
2514,100002514,53.0,Vaso R.,1.0,1.0,2020
2515,100002515,30.0,Asadito yuca,4.0,2.0,2020
2515,100002515,221.0,gelatina de pata,1.0,1.0,2020
2516,100002516,9.0,Salteña,5.0,1.5,2020
2516,100002516,1.0,E. POLLO,1.0,1.0,2020
2516,100002516,52.0,Refresco,1.0,1.5,2020
2517,100002517,55.0,J. Chicha,1.0,3.0,2020
2517,100002517,1.0,E. POLLO,4.0,1.0,2020
2518,100002518,73.0,Jarra,1.0,1.5,2020
2518,100002518,76.0,Quinto,1.0,1.0,2020
2518,100002518,142.0,tapas1€,1.0,1.0,2020
2518,100002518,144.0,tapas 2€,1.0,2.0,2020
2518,100002518,73.0,Jarra,1.0,1.5,2020
2519,100002519,77.0,Tercio,1.0,1.2,2020
2519,100002519,1.0,E. POLLO,1.0,1.0,2020
2520,100002520,2.0,E. queso,2.0,1.0,2020
2521,100002521,1.0,E. POLLO,2.0,1.0,2020
