NUMCAJ,FECHA,year_file
100000400,2020-06-29,2020
100000401,2020-06-29,2020
100000402,2020-06-29,2020
100000403,2020-06-29,2020
100000404,2020-06-29,2020
100000405,2020-06-29,2020
100000406,2020-06-29,2020
100000407,2020-06-29,2020
100000408,2020-06-29,2020
100000409,2020-06-29,2020
100000410,2020-06-29,2020
100000411,2020-06-29,2020
100000412,2020-06-29,2020
100000413,2020-06-29,2020
100000414,2020-06-30,2020
100000415,2020-06-30,2020
100000416,2020-06-30,2020
100000417,2020-06-30,2020
100000418,2020-06-30,2020
100000419,2020-06-30,2020
100000420,2020-06-30,2020
100000421,2020-06-30,2020
100000422,2020-06-30,2020
100000423,2020-06-30,2020
100000424,2020-06-30,2020
100000425,2020-06-30,2020
100000426,2020-06-30,2020
100000427,2020-06-30,2020
100000428,2020-06-30,2020
100000429,2020-06-30,2020
100000430,2020-06-30,2020
100000431,2020-06-30,2020
100000432,2020-06-30,2020
100000433,2020-06-30,2020
100000434,2020-06-30,2020
100000435,2020-06-30,2020
100000436,2020-06-30,2020
100000437,2020-06-30,2020
100000438,2020-06-30,2020
100000439,2020-06-30,2020
100000440,2020-06-30,2020
100000441,2020-06-30,2020
100000442,2020-06-30,2020
100000443,2020-06-30,2020
100000444,2020-06-30,2020
100000445,2020-07-01,2020
100000446,2020-07-01,2020
100000447,2020-07-01,2020
100000448,2020-07-01,2020
100000449,2020-07-01,2020
100000450,2020-07-01,2020
100000451,2020-07-01,2020
100000452,2020-07-01,2020
100000453,2020-07-01,2020
100000454,2020-07-01,2020
100000455,2020-07-01,2020
100000456,2020-07-01,2020
100000457,2020-07-01,2020
100000458,2020-07-01,2020
100000459,2020-07-01,2020
100000460,2020-07-01,2020
100000461,2020-07-01,2020
100000462,2020-07-01,2020
100000463,2020-07-01,2020
100000464,2020-07-01,2020
100000465,2020-07-01,2020
100000466,2020-07-01,2020
100000467,2020-07-01,2020
100000468,2020-07-01,2020
100000469,2020-07-01,2020
100000470,2020-07-02,2020
100000471,2020-07-02,2020
100000472,2020-07-02,2020
100000473,2020-07-02,2020
100000474,2020-07-02,2020
100000475,2020-07-02,2020
100000476,2020-07-02,2020
100000477,2020-07-02,2020
100000478,2020-07-02,2020
100000479,2020-07-02,2020
100000480,2020-07-02,2020
100000481,2020-07-02,2020
100000482,2020-07-02,2020
100000483,2020-07-02,2020
100000484,2020-07-02,2020
100000485,2020-07-02,2020
100000486,2020-07-02,2020
100000487,2020-07-02,2020
100000488,2020-07-02,2020
100000489,2020-07-02,2020
100000490,2020-07-02,2020
100000491,2020-07-02,2020
100000492,2020-07-02,2020
100000493,2020-07-02,2020
100000494,2020-07-03,2020
100000495,2020-07-03,2020
100000496,2020-07-03,2020
100000497,2020-07-03,2020
100000498,2020-07-03,2020
100000499,2020-07-03,2020
100000500,2020-07-03,2020
100000501,2020-07-03,2020
100000502,2020-07-03,2020
100000503,2020-07-03,2020
100000504,2020-07-03,2020
100000505,2020-07-03,2020
100000506,2020-07-03,2020
100000507,2020-07-03,2020
100000508,2020-07-03,2020
100000509,2020-07-03,2020
100000510,2020-07-03,2020
100000511,2020-07-03,2020
100000512,2020-07-03,2020
100000513,2020-07-03,2020
100000514,2020-07-03,2020
100000515,2020-07-03,2020
100000516,2020-07-03,2020
100000517,2020-07-03,2020
100000518,2020-07-03,2020
100000519,2020-07-03,2020
100000520,2020-07-03,2020
100000521,2020-07-03,2020
100000522,2020-07-03,2020
100000523,2020-07-03,2020
100000524,2020-07-03,2020
100000525,2020-07-03,2020
100000526,2020-07-03,2020
100000527,2020-07-03,2020
100000528,2020-07-03,2020
100000529,2020-07-03,2020
100000530,2020-07-03,2020
100000531,2020-07-04,2020
100000532,2020-07-04,2020
100000533,2020-07-04,2020
100000534,2020-07-04,2020
100000535,2020-07-04,2020
100000536,2020-07-04,2020
100000537,2020-07-04,2020
100000538,2020-07-04,2020
100000539,2020-07-04,2020
100000540,2020-07-04,2020
100000541,2020-07-04,2020
100000542,2020-07-04,2020
100000543,2020-07-04,2020
100000544,2020-07-04,2020
100000545,2020-07-04,2020
100000546,2020-07-04,2020
100000547,2020-07-04,2020
100000548,2020-07-04,2020
100000549,2020-07-04,2020
100000550,2020-07-04,2020
100000551,2020-07-04,2020
100000552,2020-07-04,2020
100000553,2020-07-04,2020
100000554,2020-07-04,2020
100000555,2020-07-05,2020
100000556,2020-07-05,2020
100000557,2020-07-05,2020
100000558,2020-07-05,2020
100000559,2020-07-05,2020
100000560,2020-07-05,2020
100000561,2020-07-05,2020
100000562,2020-07-05,2020
100000563,2020-07-05,2020
100000564,2020-07-05,2020
100000565,2020-07-05,2020
100000566,2020-07-05,2020
100000567,2020-07-05,2020
100000568,2020-07-05,2020
100000569,2020-07-05,2020
100000570,2020-07-05,2020
100000571,2020-07-05,2020
100000572,2020-07-05,2020
100000573,2020-07-05,2020
100000574,2020-07-05,2020
100000575,2020-07-05,2020
100000576,2020-07-05,2020
100000577,2020-07-05,2020
100000578,2020-07-05,2020
100000579,2020-07-05,2020
100000580,2020-07-05,2020
100000581,2020-07-05,2020
100000582,2020-07-05,2020
100000583,2020-07-05,2020
100000584,2020-07-05,2020
100000585,2020-07-05,2020
100000586,2020-07-05,2020
100000587,2020-07-05,2020
100000588,2020-07-05,2020
100000589,2020-07-05,2020
100000590,2020-07-05,2020
100000591,2020-07-05,2020
100000592,2020-07-05,2020
100000593,2020-07-05,2020
100000594,2020-07-05,2020
100000595,2020-07-05,2020
100000596,2020-07-05,2020
100000597,2020-07-05,2020
100000598,2020-07-05,2020
100000599,2020-07-05,2020
100000600,2020-07-05,2020
100000601,2020-07-05,2020
100000602,2020-07-05,2020
100000603,2020-07-05,2020
100000604,2020-07-05,2020
100000605,2020-07-06,2020
100000606,2020-07-06,2020
100000607,2020-07-06,2020
100000608,2020-07-06,2020
100000609,2020-07-06,2020
100000610,2020-07-06,2020
100000611,2020-07-06,2020
100000612,2020-07-06,2020
100000613,2020-07-06,2020
100000614,2020-07-06,2020
100000615,2020-07-06,2020
100000616,2020-07-06,2020
100000617,2020-07-06,2020
100000618,2020-07-06,2020
100000619,2020-07-06,2020
100000620,2020-07-06,2020
100000621,2020-07-06,2020
100000622,2020-07-06,2020
100000623,2020-07-06,2020
100000624,2020-07-06,2020
100000625,2020-07-06,2020
100000626,2020-07-06,2020
100000627,2020-07-06,2020
100000628,2020-07-06,2020
100000629,2020-07-06,2020
100000630,2020-07-06,2020
100000631,2020-07-06,2020
100000632,2020-07-06,2020
100000633,2020-07-06,2020
100000634,2020-07-06,2020
100000635,2020-07-07,2020
100000636,2020-07-07,2020
100000637,2020-07-07,2020
100000638,2020-07-07,2020
100000639,2020-07-07,2020
100000640,2020-07-07,2020
100000641,2020-07-07,2020
100000642,2020-07-07,2020
100000643,2020-07-07,2020
100000644,2020-07-07,2020
100000645,2020-07-07,2020
100000646,2020-07-08,2020
100000647,2020-07-08,2020
100000648,2020-07-08,2020
100000649,2020-07-08,2020
100000650,2020-07-08,2020
100000651,2020-07-08,2020
100000652,2020-07-08,2020
100000653,2020-07-08,2020
100000654,2020-07-08,2020
100000655,2020-07-08,2020
100000656,2020-07-08,2020
100000657,2020-07-08,2020
100000658,2020-07-08,2020
100000659,2020-07-08,2020
100000660,2020-07-08,2020
100000661,2020-07-08,2020
100000662,2020-07-08,2020
100000663,2020-07-08,2020
100000664,2020-07-08,2020
100000665,2020-07-08,2020
100000666,2020-07-09,2020
100000667,2020-07-09,2020
100000668,2020-07-09,2020
100000669,2020-07-09,2020
100000670,2020-07-09,2020
100000671,2020-07-09,2020
100000672,2020-07-09,2020
100000673,2020-07-09,2020
100000674,2020-07-09,2020
100000675,2020-07-09,2020
100000676,2020-07-09,2020
100000677,2020-07-09,2020
100000678,2020-07-09,2020
100000679,2020-07-09,2020
100000680,2020-07-09,2020
100000681,2020-07-09,2020
100000682,2020-07-09,2020
100000683,2020-07-09,2020
100000684,2020-07-09,2020
100000685,2020-07-09,2020
100000686,2020-07-09,2020
100000687,2020-07-09,2020
100000688,2020-07-09,2020
100000689,2020-07-09,2020
100000690,2020-07-09,2020
100000691,2020-07-09,2020
100000692,2020-07-09,2020
100000693,2020-07-09,2020
100000694,2020-07-10,2020
100000695,2020-07-10,2020
100000696,2020-07-10,2020
100000697,2020-07-10,2020
100000698,2020-07-10,2020
100000699,2020-07-10,2020
100000700,2020-07-10,2020
100000701,2020-07-10,2020
100000702,2020-07-10,2020
100000703,2020-07-10,2020
100000704,2020-07-10,2020
100000705,2020-07-10,2020
100000706,2020-07-10,2020
100000707,2020-07-10,2020
100000708,2020-07-10,2020
100000709,2020-07-10,2020
100000710,2020-07-10,2020
100000711,2020-07-10,2020
100000712,2020-07-10,2020
100000713,2020-07-10,2020
100000714,2020-07-10,2020
100000715,2020-07-10,2020
100000716,2020-07-10,2020
100000717,2020-07-10,2020
100000718,2020-07-10,2020
100000719,2020-07-10,2020
100000720,2020-07-10,2020
100000721,2020-07-10,2020
100000722,2020-07-10,2020
100000723,2020-07-10,2020
100000724,2020-07-10,2020
100000725,2020-07-10,2020
100000726,2020-07-10,2020
100000727,2020-07-10,2020
100000728,2020-07-10,2020
100000729,2020-07-10,2020
100000730,2020-07-10,2020
100000731,2020-07-10,2020
100000732,2020-07-10,2020
100000733,2020-07-10,2020
100000734,2020-07-10,2020
100000735,2020-07-10,2020
100000736,2020-07-11,2020
100000737,2020-07-11,2020
100000738,2020-07-11,2020
100000739,2020-07-11,2020
100000740,2020-07-11,2020
100000741,2020-07-11,2020
100000742,2020-07-11,2020
100000743,2020-07-11,2020
100000744,2020-07-11,2020
100000745,2020-07-11,2020
100000746,2020-07-11,2020
100000747,2020-07-11,2020
100000748,2020-07-11,2020
100000749,2020-07-11,2020
100000750,2020-07-11,2020
100000751,2020-07-11,2020
100000752,2020-07-11,2020
100000753,2020-07-11,2020
100000754,2020-07-11,2020
100000755,2020-07-11,2020
100000756,2020-07-11,2020
100000757,2020-07-11,2020
100000758,2020-07-11,2020
100000759,2020-07-11,2020
100000760,2020-07-11,2020
100000761,2020-07-11,2020
100000762,2020-07-11,2020
100000763,2020-07-11,2020
100000764,2020-07-11,2020
100000765,2020-07-11,2020
100000766,2020-07-11,2020
100000767,2020-07-11,2020
100000768,2020-07-11,2020
100000769,2020-07-11,2020
100000770,2020-07-12,2020
100000771,2020-07-12,2020
100000772,2020-07-12,2020
100000773,2020-07-12,2020
100000774,2020-07-12,2020
100000775,2020-07-12,2020
100000776,2020-07-12,2020
100000777,2020-07-12,2020
100000778,2020-07-12,2020
100000779,2020-07-12,2020
100000780,2020-07-12,2020
100000781,2020-07-12,2020
100000782,2020-07-12,2020
100000783,2020-07-12,2020
100000784,2020-07-12,2020
100000785,2020-07-12,2020
100000786,2020-07-12,2020
100000787,2020-07-12,2020
100000788,2020-07-12,2020
100000789,2020-07-12,2020
100000790,2020-07-12,2020
100000791,2020-07-12,2020
100000792,2020-07-12,2020
100000793,2020-07-12,2020
100000794,2020-07-12,2020
100000795,2020-07-12,2020
100000796,2020-07-12,2020
100000797,2020-07-12,2020
100000798,2020-07-12,2020
100000799,2020-07-12,2020
100000800,2020-07-12,2020
100000801,2020-07-12,2020
100000802,2020-07-12,2020
100000803,2020-07-12,2020
100000804,2020-07-12,2020
100000805,2020-07-12,2020
100000806,2020-07-12,2020
100000807,2020-07-12,2020
100000808,2020-07-12,2020
100000809,2020-07-12,2020
100000810,2020-07-12,2020
100000811,2020-07-12,2020
100000812,2020-07-12,2020
100000813,2020-07-12,2020
100000814,2020-07-12,2020
100000815,2020-07-12,2020
100000816,2020-07-12,2020
100000817,2020-07-12,2020
100000818,2020-07-12,2020
100000819,2020-07-12,2020
100000820,2020-07-12,2020
100000821,2020-07-12,2020
100000822,2020-07-12,2020
100000823,2020-07-12,2020
100000824,2020-07-12,2020
100000825,2020-07-12,2020
100000826,2020-07-12,2020
100000827,2020-07-12,2020
100000828,2020-07-12,2020
100000829,2020-07-13,2020
100000830,2020-07-13,2020
100000831,2020-07-13,2020
100000832,2020-07-13,2020
100000833,2020-07-13,2020
100000834,2020-07-13,2020
100000835,2020-07-13,2020
100000836,2020-07-13,2020
100000837,2020-07-13,2020
100000838,2020-07-13,2020
100000839,2020-07-13,2020
100000840,2020-07-13,2020
100000841,2020-07-13,2020
100000842,2020-07-13,2020
100000843,2020-07-13,2020
100000844,2020-07-13,2020
100000845,2020-07-13,2020
100000846,2020-07-13,2020
100000847,2020-07-13,2020
100000848,2020-07-13,2020
100000849,2020-07-13,2020
100000850,2020-07-13,2020
100000851,2020-07-13,2020
100000852,2020-07-13,2020
100000853,2020-07-13,2020
100000854,2020-07-13,2020
100000855,2020-07-14,2020
100000856,2020-07-14,2020
100000857,2020-07-14,2020
100000858,2020-07-14,2020
100000859,2020-07-14,2020
100000860,2020-07-14,2020
100000861,2020-07-14,2020
100000862,2020-07-14,2020
100000863,2020-07-14,2020
100000864,2020-07-14,2020
100000865,2020-07-14,2020
100000866,2020-07-14,2020
100000867,2020-07-14,2020
100000868,2020-07-14,2020
100000869,2020-07-14,2020
100000870,2020-07-14,2020
100000871,2020-07-14,2020
100000872,2020-07-14,2020
100000873,2020-07-14,2020
100000874,2020-07-14,2020
100000875,2020-07-14,2020
100000876,2020-07-14,2020
100000877,2020-07-14,2020
100000878,2020-07-14,2020
100000879,2020-07-14,2020
100000880,2020-07-14,2020
100000881,2020-07-15,2020
100000882,2020-07-15,2020
100000883,2020-07-15,2020
100000884,2020-07-15,2020
100000885,2020-07-15,2020
100000886,2020-07-15,2020
100000887,2020-07-15,2020
100000888,2020-07-15,2020
100000889,2020-07-15,2020
100000890,2020-07-15,2020
100000891,2020-07-15,2020
100000892,2020-07-15,2020
100000893,2020-07-15,2020
100000894,2020-07-15,2020
100000895,2020-07-15,2020
100000896,2020-07-15,2020
100000897,2020-07-15,2020
100000898,2020-07-15,2020
100000899,2020-07-15,2020
100000900,2020-07-15,2020
100000901,2020-07-15,2020
100000902,2020-07-15,2020
100000903,2020-07-15,2020
100000904,2020-07-15,2020
100000905,2020-07-15,2020
100000906,2020-07-15,2020
100000907,2020-07-15,2020
100000908,2020-07-15,2020
100000909,2020-07-15,2020
100000910,2020-07-15,2020
100000911,2020-07-15,2020
100000912,2020-07-15,2020
100000913,2020-07-15,2020
100000914,2020-07-15,2020
100000915,2020-07-15,2020
100000916,2020-07-15,2020
100000917,2020-07-16,2020
100000918,2020-07-16,2020
100000919,2020-07-16,2020
100000920,2020-07-16,2020
100000921,2020-07-16,2020
100000922,2020-07-16,2020
100000923,2020-07-16,2020
100000924,2020-07-16,2020
100000925,2020-07-16,2020
100000926,2020-07-16,2020
100000927,2020-07-16,2020
100000928,2020-07-16,2020
100000929,2020-07-16,2020
100000930,2020-07-16,2020
100000931,2020-07-16,2020
100000932,2020-07-16,2020
100000933,2020-07-16,2020
100000934,2020-07-16,2020
100000935,2020-07-16,2020
100000936,2020-07-16,2020
100000937,2020-07-16,2020
100000938,2020-07-16,2020
100000939,2020-07-16,2020
100000940,2020-07-16,2020
100000941,2020-07-16,2020
100000942,2020-07-16,2020
100000943,2020-07-16,2020
100000944,2020-07-16,2020
100000945,2020-07-16,2020
100000946,2020-07-17,2020
100000947,2020-07-17,2020
100000948,2020-07-17,2020
100000949,2020-07-17,2020
100000950,2020-07-17,2020
100000951,2020-07-17,2020
100000952,2020-07-17,2020
100000953,2020-07-17,2020
100000954,2020-07-17,2020
100000955,2020-07-17,2020
100000956,2020-07-17,2020
100000957,2020-07-17,2020
100000958,2020-07-17,2020
100000959,2020-07-17,2020
100000960,2020-07-17,2020
100000961,2020-07-17,2020
100000962,2020-07-17,2020
100000963,2020-07-17,2020
100000964,2020-07-17,2020
100000965,2020-07-17,2020
100000966,2020-07-17,2020
100000967,2020-07-17,2020
100000968,2020-07-17,2020
100000969,2020-07-17,2020
100000970,2020-07-17,2020
100000971,2020-07-17,2020
100000972,2020-07-17,2020
100000973,2020-07-18,2020
100000974,2020-07-18,2020
100000975,2020-07-18,2020
100000976,2020-07-18,2020
100000977,2020-07-18,2020
100000978,2020-07-18,2020
100000979,2020-07-18,2020
100000980,2020-07-18,2020
100000981,2020-07-18,2020
100000982,2020-07-18,2020
100000983,2020-07-18,2020
100000984,2020-07-18,2020
100000985,2020-07-18,2020
100000986,2020-07-18,2020
100000987,2020-07-18,2020
100000988,2020-07-18,2020
100000989,2020-07-18,2020
100000990,2020-07-18,2020
100000991,2020-07-18,2020
100000992,2020-07-18,2020
100000993,2020-07-18,2020
100000994,2020-07-18,2020
100000995,2020-07-18,2020
100000996,2020-07-18,2020
100000997,2020-07-18,2020
100000998,2020-07-18,2020
100000999,2020-07-18,2020
100001000,2020-07-18,2020
100001001,2020-07-18,2020
100001002,2020-07-18,2020
100001003,2020-07-18,2020
100001004,2020-07-18,2020
100001005,2020-07-18,2020
100001006,2020-07-18,2020
100001007,2020-07-18,2020
100001008,2020-07-18,2020
100001009,2020-07-18,2020
100001010,2020-07-18,2020
100001011,2020-07-18,2020
100001012,2020-07-18,2020
100001013,2020-07-18,2020
100001014,2020-07-18,2020
100001015,2020-07-18,2020
100001016,2020-07-18,2020
100001017,2020-07-18,2020
100001018,2020-07-18,2020
100001019,2020-07-18,2020
100001020,2020-07-18,2020
100001021,2020-07-18,2020
100001022,2020-07-18,2020
100001023,2020-07-18,2020
100001024,2020-07-18,2020
100001025,2020-07-19,2020
100001026,2020-07-19,2020
100001027,2020-07-19,2020
100001028,2020-07-19,2020
100001029,2020-07-19,2020
100001030,2020-07-19,2020
100001031,2020-07-19,2020
100001032,2020-07-19,2020
100001033,2020-07-19,2020
100001034,2020-07-19,2020
100001035,2020-07-19,2020
100001036,2020-07-19,2020
100001037,2020-07-19,2020
100001038,2020-07-19,2020
100001039,2020-07-19,2020
100001040,2020-07-19,2020
100001041,2020-07-19,2020
100001042,2020-07-19,2020
100001043,2020-07-19,2020
100001044,2020-07-19,2020
100001045,2020-07-19,2020
100001046,2020-07-19,2020
100001047,2020-07-19,2020
100001048,2020-07-19,2020
100001049,2020-07-19,2020
100001050,2020-07-19,2020
100001051,2020-07-19,2020
100001052,2020-07-19,2020
100001053,2020-07-19,2020
100001054,2020-07-19,2020
100001055,2020-07-19,2020
100001056,2020-07-19,2020
100001057,2020-07-19,2020
100001058,2020-07-19,2020
100001059,2020-07-19,2020
100001060,2020-07-19,2020
100001061,2020-07-19,2020
100001062,2020-07-19,2020
100001063,2020-07-19,2020
100001064,2020-07-19,2020
100001065,2020-07-19,2020
100001066,2020-07-19,2020
100001067,2020-07-19,2020
100001068,2020-07-19,2020
100001069,2020-07-19,2020
100001070,2020-07-19,2020
100001071,2020-07-19,2020
100001072,2020-07-19,2020
100001073,2020-07-19,2020
100001074,2020-07-19,2020
100001075,2020-07-19,2020
100001076,2020-07-19,2020
100001077,2020-07-20,2020
100001078,2020-07-20,2020
100001079,2020-07-20,2020
100001080,2020-07-20,2020
100001081,2020-07-20,2020
100001082,2020-07-20,2020
100001083,2020-07-20,2020
100001084,2020-07-20,2020
100001085,2020-07-20,2020
100001086,2020-07-20,2020
100001087,2020-07-20,2020
100001088,2020-07-20,2020
100001089,2020-07-20,2020
100001090,2020-07-20,2020
100001091,2020-07-20,2020
100001092,2020-07-20,2020
100001093,2020-07-20,2020
100001094,2020-07-20,2020
100001095,2020-07-20,2020
100001096,2020-07-20,2020
100001097,2020-07-20,2020
100001098,2020-07-21,2020
100001099,2020-07-21,2020
100001100,2020-07-21,2020
100001101,2020-07-21,2020
100001102,2020-07-21,2020
100001103,2020-07-21,2020
100001104,2020-07-21,2020
100001105,2020-07-21,2020
100001106,2020-07-21,2020
100001107,2020-07-21,2020
100001108,2020-07-21,2020
100001109,2020-07-21,2020
100001110,2020-07-21,2020
100001111,2020-07-21,2020
100001112,2020-07-21,2020
100001113,2020-07-21,2020
100001114,2020-07-21,2020
100001115,2020-07-21,2020
100001116,2020-07-21,2020
100001117,2020-07-21,2020
100001118,2020-07-21,2020
100001119,2020-07-21,2020
100001120,2020-07-21,2020
100001121,2020-07-21,2020
100001122,2020-07-21,2020
100001123,2020-07-21,2020
100001124,2020-07-21,2020
100001125,2020-07-21,2020
100001126,2020-07-21,2020
100001127,2020-07-21,2020
100001128,2020-07-21,2020
100001129,2020-07-21,2020
100001130,2020-07-21,2020
100001131,2020-07-21,2020
100001132,2020-07-21,2020
100001133,2020-07-21,2020
100001134,2020-07-21,2020
100001135,2020-07-21,2020
100001136,2020-07-21,2020
100001137,2020-07-21,2020
100001138,2020-07-21,2020
100001139,2020-07-21,2020
100001140,2020-07-21,2020
100001141,2020-07-21,2020
100001142,2020-07-21,2020
100001143,2020-07-21,2020
100001144,2020-07-21,2020
100001145,2020-07-21,2020
100001146,2020-07-21,2020
100001147,2020-07-21,2020
100001148,2020-07-21,2020
100001149,2020-07-22,2020
100001150,2020-07-22,2020
100001151,2020-07-22,2020
100001152,2020-07-22,2020
100001153,2020-07-22,2020
100001154,2020-07-22,2020
100001155,2020-07-22,2020
100001156,2020-07-22,2020
100001157,2020-07-22,2020
100001158,2020-07-22,2020
100001159,2020-07-22,2020
100001160,2020-07-22,2020
100001161,2020-07-22,2020
100001162,2020-07-22,2020
100001163,2020-07-23,2020
100001164,2020-07-23,2020
100001165,2020-07-23,2020
100001166,2020-07-23,2020
100001167,2020-07-23,2020
100001168,2020-07-23,2020
100001169,2020-07-23,2020
100001170,2020-07-23,2020
100001171,2020-07-23,2020
100001172,2020-07-23,2020
100001173,2020-07-23,2020
100001174,2020-07-23,2020
100001175,2020-07-23,2020
100001176,2020-07-23,2020
100001177,2020-07-23,2020
100001178,2020-07-23,2020
100001179,2020-07-23,2020
100001180,2020-07-23,2020
100001181,2020-07-23,2020
100001182,2020-07-23,2020
100001183,2020-07-23,2020
100001184,2020-07-23,2020
100001185,2020-07-23,2020
100001186,2020-07-23,2020
100001187,2020-07-23,2020
100001188,2020-07-23,2020
100001189,2020-07-23,2020
100001190,2020-07-23,2020
100001191,2020-07-23,2020
100001192,2020-07-23,2020
100001193,2020-07-23,2020
100001194,2020-07-24,2020
100001195,2020-07-24,2020
100001196,2020-07-24,2020
100001197,2020-07-24,2020
100001198,2020-07-24,2020
100001199,2020-07-24,2020
100001200,2020-07-24,2020
100001201,2020-07-24,2020
100001202,2020-07-24,2020
100001203,2020-07-24,2020
100001204,2020-07-24,2020
100001205,2020-07-24,2020
100001206,2020-07-24,2020
100001207,2020-07-24,2020
100001208,2020-07-24,2020
100001209,2020-07-24,2020
100001210,2020-07-24,2020
100001211,2020-07-24,2020
100001212,2020-07-25,2020
100001213,2020-07-25,2020
100001214,2020-07-25,2020
100001215,2020-07-25,2020
100001216,2020-07-25,2020
100001217,2020-07-25,2020
100001218,2020-07-25,2020
100001219,2020-07-25,2020
100001220,2020-07-25,2020
100001221,2020-07-25,2020
100001222,2020-07-25,2020
100001223,2020-07-25,2020
100001224,2020-07-25,2020
100001225,2020-07-25,2020
100001226,2020-07-25,2020
100001227,2020-07-25,2020
100001228,2020-07-25,2020
100001229,2020-07-25,2020
100001230,2020-07-25,2020
100001231,2020-07-25,2020
100001232,2020-07-25,2020
100001233,2020-07-25,2020
100001234,2020-07-25,2020
100001235,2020-07-25,2020
100001236,2020-07-25,2020
100001237,2020-07-25,2020
100001238,2020-07-25,2020
100001239,2020-07-25,2020
100001240,2020-07-25,2020
100001241,2020-07-25,2020
100001242,2020-07-25,2020
100001243,2020-07-25,2020
100001244,2020-07-25,2020
100001245,2020-07-25,2020
100001246,2020-07-25,2020
100001247,2020-07-25,2020
100001248,2020-07-25,2020
100001249,2020-07-25,2020
100001250,2020-07-25,2020
100001251,2020-07-25,2020
100001252,2020-07-25,2020
100001253,2020-07-25,2020
100001254,2020-07-25,2020
100001255,2020-07-25,2020
100001256,2020-07-25,2020
100001257,2020-07-26,2020
100001258,2020-07-26,2020
100001259,2020-07-26,2020
100001260,2020-07-26,2020
100001261,2020-07-26,2020
100001262,2020-07-26,2020
100001263,2020-07-26,2020
100001264,2020-07-26,2020
100001265,2020-07-26,2020
100001266,2020-07-26,2020
100001267,2020-07-26,2020
100001268,2020-07-26,2020
100001269,2020-07-26,2020
100001270,2020-07-26,2020
100001271,2020-07-26,2020
100001272,2020-07-26,2020
100001273,2020-07-26,2020
100001274,2020-07-26,2020
100001275,2020-07-26,2020
100001276,2020-07-26,2020
100001277,2020-07-26,2020
100001278,2020-07-26,2020
100001279,2020-07-26,2020
100001280,2020-07-26,2020
100001281,2020-07-26,2020
100001282,2020-07-26,2020
100001283,2020-07-26,2020
100001284,2020-07-26,2020
100001285,2020-07-27,2020
100001286,2020-07-27,2020
100001287,2020-07-27,2020
100001288,2020-07-27,2020
100001289,2020-07-27,2020
100001290,2020-07-27,2020
100001291,2020-07-27,2020
100001292,2020-07-27,2020
100001293,2020-07-27,2020
100001294,2020-07-27,2020
100001295,2020-07-27,2020
100001296,2020-07-27,2020
100001297,2020-07-27,2020
100001298,2020-07-27,2020
100001299,2020-07-27,2020
100001300,2020-07-27,2020
100001301,2020-07-27,2020
100001302,2020-07-27,2020
100001303,2020-07-27,2020
100001304,2020-07-27,2020
100001305,2020-07-27,2020
100001306,2020-07-27,2020
100001307,2020-07-27,2020
100001308,2020-07-27,2020
100001309,2020-07-27,2020
100001310,2020-07-28,2020
100001311,2020-07-28,2020
100001312,2020-07-28,2020
100001313,2020-07-28,2020
100001314,2020-07-28,2020
100001315,2020-07-28,2020
100001316,2020-07-28,2020
100001317,2020-07-28,2020
100001318,2020-07-28,2020
100001319,2020-07-28,2020
100001320,2020-07-28,2020
100001321,2020-07-28,2020
100001322,2020-07-28,2020
100001323,2020-07-28,2020
100001324,2020-07-28,2020
100001325,2020-07-28,2020
100001326,2020-07-28,2020
100001327,2020-07-28,2020
100001328,2020-07-28,2020
100001329,2020-07-28,2020
100001330,2020-07-28,2020
100001331,2020-07-28,2020
100001332,2020-07-28,2020
100001333,2020-07-28,2020
100001334,2020-07-28,2020
100001335,2020-07-28,2020
100001336,2020-07-28,2020
100001337,2020-07-28,2020
100001338,2020-07-28,2020
100001339,2020-07-28,2020
100001340,2020-07-28,2020
100001341,2020-07-28,2020
100001342,2020-07-28,2020
100001343,2020-07-28,2020
100001344,2020-07-28,2020
100001345,2020-07-28,2020
100001346,2020-07-29,2020
100001347,2020-07-29,2020
100001348,2020-07-29,2020
100001349,2020-07-29,2020
100001350,2020-07-29,2020
100001351,2020-07-29,2020
100001352,2020-07-29,2020
100001353,2020-07-29,2020
100001354,2020-07-29,2020
100001355,2020-07-29,2020
100001356,2020-07-29,2020
100001357,2020-07-29,2020
100001358,2020-07-29,2020
100001359,2020-07-29,2020
100001360,2020-07-29,2020
100001361,2020-07-29,2020
100001362,2020-07-29,2020
100001363,2020-07-29,2020
100001364,2020-07-29,2020
100001365,2020-07-29,2020
100001366,2020-07-29,2020
100001367,2020-07-30,2020
100001368,2020-07-30,2020
100001369,2020-07-30,2020
100001370,2020-07-30,2020
100001371,2020-07-30,2020
100001372,2020-07-30,2020
100001373,2020-07-30,2020
100001374,2020-07-30,2020
100001375,2020-07-30,2020
100001376,2020-07-30,2020
100001377,2020-07-30,2020
100001378,2020-07-30,2020
100001379,2020-07-30,2020
100001380,2020-07-30,2020
100001381,2020-07-30,2020
100001382,2020-07-30,2020
100001383,2020-07-30,2020
100001384,2020-07-30,2020
100001385,2020-07-30,2020
100001386,2020-07-30,2020
100001387,2020-07-30,2020
100001388,2020-07-31,2020
100001389,2020-07-31,2020
100001390,2020-07-31,2020
100001391,2020-07-31,2020
100001392,2020-07-31,2020
100001393,2020-07-31,2020
100001394,2020-07-31,2020
100001395,2020-07-31,2020
100001396,2020-07-31,2020
100001397,2020-07-31,2020
